"","TS","Iref","Isig","ATN","BC","RH","Temp","FR","Vbat","GPSlat","GPSlong","DST_time"
"1","$2023-07-20 07:23:13",7309396,6775594,9.1277466,0.4196,43.78881,29.37667,101,8.29,51.9217,4.48109,2023-07-20 07:23:13
"2","$2023-07-20 07:23:15",7309030,6775280,9.1279583,0.6132,43.69574,29.37667,101,8.29,51.9217,4.48109,2023-07-20 07:23:15
"3","$2023-07-20 07:23:17",7308648,6774955,9.1280365,0.2266,43.71099,29.39002,101,8.29,51.9217,4.48109,2023-07-20 07:23:17
"4","$2023-07-20 07:23:31",7306075,6772721,9.1269798,0.5172,43.53094,29.40604,100.4,8.29,51.9217,4.48109,2023-07-20 07:23:31
"5","$2023-07-20 07:23:33",7305711,6772422,9.1270695,0.2606,43.53246,29.43542,100.7,8.29,51.9217,4.48109,2023-07-20 07:23:33
"6","$2023-07-20 07:24:01",7300907,6768233,9.12568,0.0306,43.07928,29.49149,100.4,8.29,51.92187,4.48119,2023-07-20 07:24:01
"7","$2023-07-20 07:24:03",7300596,6767959,9.1257133,0.0973,43.06096,29.46479,100.4,8.29,51.92187,4.48119,2023-07-20 07:24:03
"8","$2023-07-20 07:24:11",7299273,6766788,9.1256018,0.0968,42.91448,29.52087,100.7,8.29,51.92187,4.48119,2023-07-20 07:24:11
"9","$2023-07-20 07:24:13",7298965,6766489,9.1257238,0.3552,42.92668,29.49149,100.7,8.29,51.92187,4.48119,2023-07-20 07:24:13
"10","$2023-07-20 07:24:15",7298650,6766217,9.1258688,0.4211,42.84123,29.50484,100.7,8.29,51.92187,4.48119,2023-07-20 07:24:15
"11","$2023-07-20 07:24:17",7298341,6765953,9.1259909,0.3585,42.85496,29.50484,100.4,8.29,51.92187,4.48119,2023-07-20 07:24:17
"12","$2023-07-20 07:24:31",7296117,6764010,9.1252127,0.709,42.71611,29.50484,100.7,8.29,51.92175,4.48132,2023-07-20 07:24:31
"13","$2023-07-20 07:24:33",7295818,6763791,9.1253242,0.3265,42.76188,29.52087,100.7,8.29,51.92175,4.48132,2023-07-20 07:24:33
"14","$2023-07-20 07:24:51",7293197,6761464,9.1245136,0.0665,42.5803,29.54757,100.7,8.29,51.92175,4.48132,2023-07-20 07:24:51
"15","$2023-07-20 07:24:53",7292891,6761230,9.1245575,0.1274,42.51621,29.57694,100.7,8.29,51.92175,4.48132,2023-07-20 07:24:53
"16","$2023-07-20 07:25:01",7291746,6760201,9.1241131,0.0333,42.37431,29.57694,100.7,8.29,51.92175,4.48132,2023-07-20 07:25:01
"17","$2023-07-20 07:25:03",7291457,6759958,9.1242018,0.2576,42.34989,29.59029,100.7,8.29,51.92175,4.48132,2023-07-20 07:25:03
"18","$2023-07-20 07:25:05",7291160,6759696,9.12428,0.2277,42.37736,29.59029,100.4,8.29,51.92175,4.48132,2023-07-20 07:25:05
"19","$2023-07-20 07:25:11",7290327,6758936,9.1243238,0.2908,42.30564,29.59029,100.7,8.29,51.92175,4.48132,2023-07-20 07:25:11
"20","$2023-07-20 07:25:13",7290058,6758687,9.1244907,0.4859,42.29191,29.60365,100.4,8.29,51.92175,4.48132,2023-07-20 07:25:13
"21","$2023-07-20 07:25:15",7289784,6758463,9.1245794,0.2578,42.29038,29.57694,100.7,8.29,51.92175,4.48132,2023-07-20 07:25:15
"22","$2023-07-20 07:25:25",7288412,6757251,9.1243238,0.1275,42.21256,29.61967,100.7,8.29,51.92175,4.48132,2023-07-20 07:25:25
"23","$2023-07-20 07:25:27",7288123,6757009,9.1243916,0.1966,42.21256,29.61967,100.7,8.29,51.92175,4.48132,2023-07-20 07:25:27
"24","$2023-07-20 07:25:35",7287091,6756099,9.1242695,0.3241,42.15457,29.61967,100.7,8.29,51.92175,4.48132,2023-07-20 07:25:35
"25","$2023-07-20 07:25:37",7286827,6755851,9.1243458,0.2215,42.12711,29.61967,100.7,8.29,51.92175,4.48132,2023-07-20 07:25:37
"26","$2023-07-20 07:25:39",7286551,6755623,9.1243687,0.0661,42.13169,29.65972,100.7,8.29,51.92175,4.48132,2023-07-20 07:25:39
"27","$2023-07-20 07:25:41",7286279,6755365,9.1243801,0.0335,42.07523,29.64637,100.7,8.29,51.92184,4.48098,2023-07-20 07:25:41
"28","$2023-07-20 07:25:43",7286035,6755126,9.1244574,0.2243,42.07523,29.64637,100.7,8.29,51.92184,4.48098,2023-07-20 07:25:43
"29","$2023-07-20 07:25:45",7285744,6754866,9.1246576,0.582,42.08896,29.63302,100.7,8.29,51.92184,4.48098,2023-07-20 07:25:45
"30","$2023-07-20 07:25:47",7285523,6754676,9.1248131,0.4513,42.03098,29.63302,100.7,8.29,51.92184,4.48098,2023-07-20 07:25:47
"31","$2023-07-20 07:25:57",7284223,6753511,9.1244574,0.3241,42.03403,29.65972,100.7,8.29,51.92185,4.48099,2023-07-20 07:25:57
"32","$2023-07-20 07:25:59",7283951,6753300,9.1246471,0.5506,42.03556,29.67574,100.7,8.29,51.92185,4.48099,2023-07-20 07:25:59
"33","$2023-07-20 07:26:01",7283708,6753074,9.1247244,0.2246,42.02182,29.67574,100.7,8.29,51.92178,4.48101,2023-07-20 07:26:01
"34","$2023-07-20 07:26:05",7283228,6752640,9.1247129,0.1275,41.95316,29.6891,100.7,8.29,51.92178,4.48101,2023-07-20 07:26:05
"35","$2023-07-20 07:26:07",7282986,6752418,9.1248026,0.2629,41.91043,29.67574,100.7,8.29,51.92178,4.48101,2023-07-20 07:26:07
"36","$2023-07-20 07:26:09",7282742,6752198,9.1248913,0.2584,41.92569,29.6891,100.7,8.29,51.92178,4.48101,2023-07-20 07:26:09
"37","$2023-07-20 07:26:11",7282503,6751987,9.124958,0.194,41.86923,29.6891,100.7,8.29,51.92178,4.48104,2023-07-20 07:26:11
"38","$2023-07-20 07:26:13",7282253,6751759,9.1250019,0.1274,41.8555,29.70245,100.7,8.29,51.92178,4.48104,2023-07-20 07:26:13
"39","$2023-07-20 07:26:15",7282028,6751567,9.1250467,0.1314,41.88296,29.67574,100.7,8.29,51.92178,4.48104,2023-07-20 07:26:15
"40","$2023-07-20 07:26:17",7281770,6751334,9.1250582,0.0334,41.81582,29.70245,100.4,8.29,51.92178,4.48104,2023-07-20 07:26:17
"41","$2023-07-20 07:26:19",7281518,6751091,9.125102,0.1274,41.8143,29.6891,100.7,8.29,51.92178,4.48104,2023-07-20 07:26:19
"42","$2023-07-20 07:26:21",7281294,6750912,9.1251583,0.164,41.82803,29.6891,100.7,8.29,51.92182,4.48115,2023-07-20 07:26:21
"43","$2023-07-20 07:26:31",7280084,6749891,9.1246471,0.1335,41.71817,29.71581,100.4,8.29,51.92182,4.48114,2023-07-20 07:26:31
"44","$2023-07-20 07:26:37",7279402,6749259,9.1246014,0.256,41.67696,29.71581,100.7,8.29,51.92182,4.48114,2023-07-20 07:26:37
"45","$2023-07-20 07:26:39",7279161,6749082,9.1246128,0.0332,41.71969,29.73183,100.7,8.29,51.92182,4.48114,2023-07-20 07:26:39
"46","$2023-07-20 07:26:54",7277525,6747620,9.123991,0.0666,41.59152,29.71581,100.7,8.29,51.92184,4.48122,2023-07-20 07:26:54
"47","$2023-07-20 07:26:56",7277333,6747437,9.1241474,0.4576,41.55489,29.74518,100.4,8.29,51.92184,4.48122,2023-07-20 07:26:56
"48","$2023-07-20 07:26:58",7277124,6747248,9.1243572,0.6169,41.54116,29.75853,100.4,8.29,51.92184,4.48122,2023-07-20 07:26:58
"49","$2023-07-20 07:27:00",7276886,6747039,9.1245136,0.4543,41.5259,29.74518,100.7,8.29,51.92184,4.48122,2023-07-20 07:27:00
"50","$2023-07-20 07:27:02",7276634,6746831,9.1245251,0.0333,41.52743,29.75853,100.7,8.29,51.92184,4.48122,2023-07-20 07:27:02
"51","$2023-07-20 07:27:14",7275312,6745636,9.1244574,0.2904,41.47555,29.7879,100.7,8.29,51.92184,4.48122,2023-07-20 07:27:14
"52","$2023-07-20 07:27:16",7275086,6745438,9.1245794,0.3551,41.41604,29.75853,100.7,8.29,51.92184,4.48122,2023-07-20 07:27:16
"53","$2023-07-20 07:27:18",7274882,6745253,9.1246243,0.1301,41.43435,29.7879,100.7,8.29,51.92184,4.48122,2023-07-20 07:27:18
"54","$2023-07-20 07:27:20",7274659,6745061,9.1246576,0.0973,41.44503,29.7879,100.4,8.29,51.92184,4.48122,2023-07-20 07:27:20
"55","$2023-07-20 07:27:22",7274441,6744860,9.1246691,0.0332,41.3901,29.77188,100.7,8.29,51.92184,4.48122,2023-07-20 07:27:22
"56","$2023-07-20 07:27:24",7274208,6744661,9.1247129,0.1284,41.3489,29.7879,100.7,8.29,51.92164,4.48109,2023-07-20 07:27:24
"57","$2023-07-20 07:27:30",7273586,6744088,9.1247244,0.1615,41.3901,29.77188,100.7,8.29,51.92164,4.48109,2023-07-20 07:27:30
"58","$2023-07-20 07:27:32",7273353,6743905,9.1247911,0.1959,41.36569,29.80125,100.4,8.29,51.92164,4.48109,2023-07-20 07:27:32
"59","$2023-07-20 07:27:34",7273155,6743699,9.124835,0.1274,41.32143,29.80125,100.7,8.29,51.92163,4.4811,2023-07-20 07:27:34
"60","$2023-07-20 07:27:36",7272962,6743515,9.124958,0.3587,41.35195,29.81461,100.4,8.29,51.92163,4.4811,2023-07-20 07:27:36
"61","$2023-07-20 07:27:38",7272747,6743341,9.1251354,0.5155,41.32143,29.80125,100.7,8.29,51.92163,4.4811,2023-07-20 07:27:38
"62","$2023-07-20 07:27:40",7272528,6743169,9.1251583,0.0669,41.3077,29.81461,100.7,8.29,51.92163,4.4811,2023-07-20 07:27:40
"63","$2023-07-20 07:27:46",7271930,6742623,9.1249132,0.0307,41.26955,29.82796,100.7,8.29,51.92163,4.4811,2023-07-20 07:27:46
"64","$2023-07-20 07:27:48",7271704,6742434,9.1250019,0.2578,41.26955,29.81461,100.7,8.29,51.92163,4.4811,2023-07-20 07:27:48
"65","$2023-07-20 07:27:50",7271544,6742284,9.1250362,0.0997,41.29702,29.81461,100.7,8.29,51.92163,4.4811,2023-07-20 07:27:50
"66","$2023-07-20 07:27:58",7270694,6741539,9.124979,0.1286,41.2253,29.81461,100.7,8.29,51.92165,4.48115,2023-07-20 07:27:58
"67","$2023-07-20 07:28:10",7269499,6740479,9.1244354,0.2927,41.19783,29.82796,100.7,8.29,51.92165,4.48115,2023-07-20 07:28:10
"68","$2023-07-20 07:28:12",7269318,6740325,9.1247025,0.7778,41.15664,29.84398,100.7,8.29,51.92165,4.48115,2023-07-20 07:28:12
"69","$2023-07-20 07:28:14",7269113,6740132,9.1249132,0.6119,41.15664,29.84398,100.7,8.29,51.92165,4.48115,2023-07-20 07:28:14
"70","$2023-07-20 07:28:16",7268916,6739930,9.1250467,0.3878,41.17342,29.85733,100.7,8.29,51.92165,4.48115,2023-07-20 07:28:16
"71","$2023-07-20 07:28:18",7268716,6739768,9.1252127,0.4824,41.13222,29.84398,100.7,8.29,51.92165,4.48115,2023-07-20 07:28:18
"72","$2023-07-20 07:28:20",7268522,6739603,9.1252918,0.2306,41.14748,29.85733,100.7,8.29,51.92165,4.48115,2023-07-20 07:28:20
"73","$2023-07-20 07:28:26",7267951,6739089,9.1252918,0.2321,41.13375,29.87068,100.7,8.29,51.92165,4.48115,2023-07-20 07:28:26
"74","$2023-07-20 07:28:28",7267753,6738900,9.1253796,0.2557,41.10475,29.85733,100.7,8.29,51.92165,4.48115,2023-07-20 07:28:28
"75","$2023-07-20 07:28:38",7266788,6738063,9.1250362,0.2937,41.09102,29.85733,100.7,8.29,51.92176,4.4811,2023-07-20 07:28:38
"76","$2023-07-20 07:28:40",7266597,6737893,9.1251688,0.3848,41.06508,29.88403,100.7,8.29,51.92176,4.4811,2023-07-20 07:28:40
"77","$2023-07-20 07:28:42",7266404,6737732,9.1252346,0.1909,40.99489,29.87068,100.7,8.29,51.92176,4.4811,2023-07-20 07:28:42
"78","$2023-07-20 07:28:54",7265283,6736723,9.1249352,0.2272,41.07881,29.88403,100.7,8.29,51.92176,4.4811,2023-07-20 07:28:54
"79","$2023-07-20 07:28:56",7265074,6736566,9.1250801,0.4214,41.05134,29.90005,100.7,8.29,51.92176,4.4811,2023-07-20 07:28:56
"80","$2023-07-20 07:29:04",7264390,6735945,9.1248131,0.0943,41.0132,29.91341,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:04
"81","$2023-07-20 07:29:06",7264194,6735756,9.1250582,0.6925,40.972,29.92676,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:06
"82","$2023-07-20 07:29:08",7263997,6735595,9.1253242,0.7747,41.02693,29.90005,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:08
"83","$2023-07-20 07:29:10",7263819,6735418,9.1254463,0.3548,40.94148,29.90005,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:10
"84","$2023-07-20 07:29:12",7263618,6735240,9.1255245,0.2272,40.95521,29.91341,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:12
"85","$2023-07-20 07:29:14",7263437,6735080,9.1256132,0.2574,40.95521,29.91341,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:14
"86","$2023-07-20 07:29:16",7263252,6734925,9.1256237,0.0305,40.95827,29.92676,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:16
"87","$2023-07-20 07:29:20",7262904,6734590,9.1257238,0.2907,40.9308,29.94011,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:20
"88","$2023-07-20 07:29:22",7262712,6734441,9.1258135,0.2595,40.88502,29.91341,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:22
"89","$2023-07-20 07:29:24",7262539,6734268,9.1258469,0.0973,40.91402,29.91341,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:24
"90","$2023-07-20 07:29:26",7262402,6734133,9.1259022,0.1607,40.94453,29.92676,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:26
"91","$2023-07-20 07:29:28",7262217,6733969,9.1260471,0.421,40.92775,29.91341,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:28
"92","$2023-07-20 07:29:30",7262031,6733784,9.1261911,0.4182,40.9308,29.94011,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:30
"93","$2023-07-20 07:29:32",7261856,6733604,9.126379,0.5463,40.95521,29.91341,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:32
"94","$2023-07-20 07:29:34",7261680,6733463,9.1265802,0.5845,40.94453,29.94011,100.4,8.29,51.92176,4.4811,2023-07-20 07:29:34
"95","$2023-07-20 07:29:36",7261525,6733319,9.1266575,0.2262,40.97353,29.94011,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:36
"96","$2023-07-20 07:29:38",7261335,6733160,9.1266689,0.0335,40.94148,29.91341,100.7,8.28,51.92176,4.4811,2023-07-20 07:29:38
"97","$2023-07-20 07:29:42",7260982,6732821,9.1267681,0.2884,40.98726,29.94011,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:42
"98","$2023-07-20 07:29:44",7260819,6732664,9.1268806,0.327,40.96284,29.9588,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:44
"99","$2023-07-20 07:29:46",7260630,6732512,9.1270142,0.3886,40.94606,29.9588,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:46
"100","$2023-07-20 07:29:48",7260463,6732368,9.1270237,0.0276,40.9308,29.94011,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:48
"101","$2023-07-20 07:29:52",7260146,6732053,9.1271362,0.3273,40.90791,29.9855,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:52
"102","$2023-07-20 07:29:54",7259994,6731897,9.1273575,0.6427,40.88045,29.97215,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:54
"103","$2023-07-20 07:29:56",7259829,6731762,9.1275692,0.6198,40.86214,29.94011,100.7,8.28,51.92176,4.4811,2023-07-20 07:29:56
"104","$2023-07-20 07:29:58",7259660,6731623,9.1276245,0.1612,40.87587,29.94011,100.7,8.29,51.92176,4.4811,2023-07-20 07:29:58
"105","$2023-07-20 07:30:04",7259160,6731167,9.1275358,0.1312,40.8362,29.97215,100.7,8.28,51.92176,4.4811,2023-07-20 07:30:04
"106","$2023-07-20 07:30:06",7258995,6731025,9.1275806,0.1303,40.84993,29.97215,100.7,8.29,51.92176,4.4811,2023-07-20 07:30:06
"107","$2023-07-20 07:30:08",7258835,6730865,9.1276588,0.2271,40.85298,29.9855,100.7,8.29,51.92176,4.4811,2023-07-20 07:30:08
"108","$2023-07-20 07:30:10",7258670,6730724,9.1277466,0.2547,40.87739,29.9588,100.7,8.28,51.92176,4.4811,2023-07-20 07:30:10
"109","$2023-07-20 07:30:12",7258512,6730583,9.1278248,0.227,40.82246,29.97215,100.7,8.28,51.92176,4.4811,2023-07-20 07:30:12
"110","$2023-07-20 07:30:14",7258358,6730432,9.1278687,0.1274,40.84993,29.97215,100.7,8.28,51.92176,4.4811,2023-07-20 07:30:14
"111","$2023-07-20 07:30:16",7258194,6730299,9.1279249,0.1634,40.78126,29.9855,100.7,8.28,51.92176,4.4811,2023-07-20 07:30:16
"112","$2023-07-20 07:30:18",7258040,6730169,9.1279354,0.0305,40.80873,29.9855,100.7,8.28,51.92185,4.48114,2023-07-20 07:30:18
"113","$2023-07-20 07:30:26",7257403,6729577,9.1278801,0.2883,40.76753,29.99886,100.7,8.28,51.92185,4.48114,2023-07-20 07:30:26
"114","$2023-07-20 07:30:28",7257240,6729424,9.1280804,0.5815,40.78126,29.9855,100.7,8.28,51.92185,4.48114,2023-07-20 07:30:28
"115","$2023-07-20 07:30:30",7257068,6729269,9.1282806,0.5863,40.79805,29.99886,100.7,8.28,51.92185,4.48114,2023-07-20 07:30:30
"116","$2023-07-20 07:30:32",7256937,6729120,9.12848,0.582,40.74312,29.99886,100.7,8.28,51.92185,4.48114,2023-07-20 07:30:32
"117","$2023-07-20 07:30:34",7256778,6728954,9.128746,0.7721,40.76753,29.99886,100.7,8.28,51.92185,4.48114,2023-07-20 07:30:34
