"","time","number","diam","LDSA","surface","mass","sigma","idiff","ucor","DV","T","RH","P","flow","bat","Ipump","error","PWMpump","steps","n10.00","n16.26","n26.43","n42.96","n69.83","n113.52","n184.55","n300.00","A1","A2","A3","A4","A5","Part_time"
"20",79,7280,50,21,111.1,2.09,1.95,2,3593,1197,20.1,63,1022,0.5,4.15,19.56,0,57,64,1017,3017,5589,8342,8221,8299,9,0,3.40015,2.89885,1.77337,0.6539,0.02127,2023-08-10 07:06:10
"21",83,7425,51,21.5,114.3,2.13,1.91,2,3595,99,20.1,63,1021.8,0.501,4.15,19.52,0,57,72,923,2717,5391,8518,9387,8247,0,0,3.51758,3.00512,1.83462,0.67649,0.022,2023-08-10 07:06:14
"22",87,7657,52,21.4,124.4,2.39,1.91,1.99,3592,359,20.1,62,1022,0.5,4.15,19.6,0,57,58,899,2628,5227,8488,10107,8788,145,0,3.74498,3.1994,2.00184,0.72022,0.02342,2023-08-10 07:06:18
"23",91,7532,52,21.1,118.2,2.2,1.91,1.98,3595,718,20.2,62,1022.1,0.5,4.15,19.48,0,57,73,913,2757,5175,8329,10009,8508,0,0,3.61636,3.08951,1.93308,0.63974,0.02262,2023-08-10 07:06:22
"24",95,6950,52,21.6,110.9,2.12,1.9,1.99,3593,1200,20.1,62,1022,0.5,4.15,19.2,0,57,57,845,2355,4746,7763,9568,7493,163,1,3.35793,2.86873,1.79494,0.59402,0.10941,2023-08-10 07:06:26
"25",99,6956,51,20.7,111.1,2.17,1.94,2.02,3595,99,20.2,62,1022.1,0.5,4.15,18.84,0,56,72,984,2628,4812,7549,9349,7402,231,6,3.35523,2.82323,1.7935,0.59355,0.10932,2023-08-10 07:06:30
"26",103,7375,50,21.9,111.5,2.18,1.92,1.99,3596,359,20.1,62,1021.9,0.501,4.15,19.52,0,56,71,1053,2831,5464,8505,9723,7232,94,43,3.4361,2.89127,1.74527,0.60785,0.11195,2023-08-10 07:06:34
"27",107,7321,49,20.7,121.2,2.72,1.98,1.98,3593,718,20.2,62,1022.1,0.501,4.15,19.68,0,56,73,1124,2998,5703,8533,8811,6682,755,81,3.48438,2.93191,1.76979,0.72896,0.11353,2023-08-10 07:06:38
"28",111,7402,49,21.4,123,2.83,1.98,2,3592,1200,20.2,62,1021.8,0.5,4.15,19.36,0,56,58,1144,3055,5799,8655,8883,6713,703,120,3.51458,2.95731,1.78513,0.73528,0.11328,2023-08-10 07:06:42
"29",115,8273,44,23.2,132.4,3.37,2.1,2.01,3593,100,20.2,62,1022.1,0.5,4.15,19.32,0,56,68,2064,4938,7113,8841,8568,6704,699,275,3.7181,2.96634,1.8885,0.77786,0.11984,2023-08-10 07:06:46
"30",119,8786,37,22,120.9,2.62,2.33,1.98,3595,359,20.2,62,1022.1,0.5,4.15,19.24,0,56,85,4244,9244,7564,4722,6322,9120,367,50,3.51724,2.80609,1.92005,0.73583,0.11337,2023-08-10 07:06:50
"31",123,7549,43,21.6,127.7,3.2,2.21,1.97,3593,717,20.2,62,1022,0.5,4.14,19.44,0,56,82,2294,5310,6419,6908,6811,6601,1305,121,3.44864,2.75136,1.88261,0.7911,0.11116,2023-08-10 07:06:54
"32",127,6905,47,21.2,124.6,3.02,2.14,1.99,3592,1201,20.2,62,1022,0.5,4.15,19.48,0,56,70,1600,3845,5345,6710,7283,6576,1290,70,3.39478,2.70839,1.85321,0.77874,0.10817,2023-08-10 07:06:58
"33",131,6696,52,20.4,125.3,2.88,2.02,1.99,3593,98,20.2,63,1022,0.499,4.15,19.2,0,56,49,1005,2654,4791,7172,7981,6830,1283,10,3.41973,2.87489,1.86682,0.78446,0.10897,2023-08-10 07:07:02
"34",135,6857,52,21.4,126.1,2.85,2.01,2,3592,359,20.2,63,1022,0.5,4.15,19.28,0,56,50,1015,2706,4927,7409,8235,6962,1235,3,3.47165,2.91853,1.8881,0.79637,0.11062,2023-08-10 07:07:06
"35",139,6968,51,21.3,123.6,2.72,2,2.01,3591,718,20.2,63,1021.9,0.5,4.15,18.92,0,56,55,1057,2797,4966,7453,8571,7202,958,12,3.47745,2.92342,1.89126,0.73785,0.1108,2023-08-10 07:07:10
"36",143,6984,51,22.2,123.7,2.71,2,2,3592,1199,20.2,63,1022,0.5,4.15,18.96,0,56,57,1063,2805,4971,7460,8564,7278,943,8,3.48618,2.93076,1.89601,0.73971,0.10441,2023-08-10 07:07:14
"37",147,7012,51,22,122.3,2.69,2,1.99,3592,100,20.2,63,1022.1,0.5,4.15,19.2,0,56,63,1057,2829,5108,7659,8458,7228,859,25,3.44355,2.92806,1.87282,0.73066,0.10313,2023-08-10 07:07:18
"38",151,7363,50,23.2,121.9,2.68,1.96,2.02,3591,359,20.2,63,1022,0.501,4.15,18.84,0,56,82,1026,2828,5698,8740,8964,6806,774,56,3.51875,2.99201,1.7729,0.74662,0.10539,2023-08-10 07:07:22
"39",155,7341,50,22.2,118.2,2.42,1.94,2,3591,717,20.3,62,1022,0.5,4.15,18.68,0,56,62,979,2697,5479,8589,9330,7100,611,0,3.52043,2.99344,1.77374,0.70209,0.10544,2023-08-10 07:07:26
"40",159,7352,50,21.6,116.2,2.36,1.93,1.98,3589,1200,20.3,62,1021.9,0.5,4.15,19.12,0,56,59,990,2750,5559,8664,9272,7109,476,16,3.47832,2.95763,1.75253,0.69369,0.08947,2023-08-10 07:07:30
"41",163,7572,50,21.8,118.4,2.39,1.9,2.01,3591,99,20.3,62,1021.9,0.5,4.15,18.8,0,56,61,896,2611,5744,9223,9709,7306,357,35,3.54995,3.06926,1.78862,0.70798,0.09131,2023-08-10 07:07:34
"42",167,7401,51,22,117.2,2.33,1.91,1.96,3591,358,20.2,62,1021.9,0.5,4.15,18.32,0,56,62,862,2530,5531,8903,9502,7296,443,2,3.50302,3.02868,1.78946,0.69862,0.0901,2023-08-10 07:07:38
"43",171,7269,51,21.4,121.8,2.68,1.94,2.01,3591,717,20.3,62,1022.1,0.5,4.15,18.72,0,56,57,891,2580,5599,8825,8866,6874,747,61,3.48132,3.00992,1.77838,0.76543,0.08954,2023-08-10 07:07:42
"44",175,7299,51,22.4,119.5,2.48,1.93,1.99,3589,1199,20.3,62,1022.2,0.499,4.15,18.4,0,56,54,873,2568,5561,8812,8939,7136,691,3,3.48551,3.01355,1.78052,0.76635,0.06763,2023-08-10 07:07:46
"45",179,7262,48,22,119.7,2.63,2.04,2.02,3589,100,20.3,62,1022,0.5,4.15,18.52,0,56,67,1375,3507,5747,7936,8076,6808,946,16,3.4711,2.81611,1.77316,0.76318,0.06735,2023-08-10 07:07:50
"46",183,8424,43,21.9,128.6,3.23,2.07,1.98,3588,359,20.3,62,1021.8,0.5,4.15,18.84,0,56,97,1964,4908,7786,9915,7980,6369,747,248,3.65762,2.96743,1.78012,0.80419,0.07097,2023-08-10 07:07:54
"47",187,8066,46,21.4,111.9,2.1,1.97,2,3592,717,20.3,62,1021.9,0.5,4.15,18.48,0,56,69,1498,3834,6453,9182,9804,7417,7,27,3.5971,2.91833,1.75067,0.62967,0.06979,2023-08-10 07:07:58
"48",191,7863,46,22,107.7,1.97,1.97,1.99,3589,1200,20.3,62,1022,0.5,4.15,18.72,0,56,67,1477,3785,6316,8935,9482,7253,3,6,3.48938,2.83094,1.69824,0.61081,0.05672,2023-08-10 07:08:02
"49",195,8271,47,21.3,110.6,1.99,1.91,1.98,3591,99,20.3,62,1021.9,0.499,4.15,18.76,0,56,68,1249,3496,6933,10402,9879,7227,2,4,3.56921,3.02368,1.73709,0.62479,0.05802,2023-08-10 07:08:06
"50",199,7895,48,22.2,108.5,1.97,1.9,2,3588,359,20.3,62,1022.1,0.5,4.14,18.96,0,56,78,1115,3140,6380,9828,9892,7044,6,9,3.49091,2.95735,1.67457,0.61108,0.05674,2023-08-10 07:08:10
"51",203,7786,47,22.2,123.6,2.84,1.98,2.01,3589,719,20.3,62,1022,0.5,4.14,18.64,0,56,67,1189,3299,6658,9811,8538,6497,788,115,3.56811,3.02274,1.7116,0.81165,0.058,2023-08-10 07:08:14
"52",207,8023,46,22.1,123.9,2.94,1.98,1.99,3589,1200,20.3,62,1022,0.5,4.14,18.2,0,56,71,1289,3640,7291,10454,8012,6487,668,176,3.55976,3.01567,1.70759,0.80975,0.0269,2023-08-10 07:08:18
"53",211,8758,38,22,118.6,2.75,2.12,2.01,3589,99,20.3,62,1022.1,0.5,4.15,18.4,0,56,100,2664,6627,9465,10390,4914,5961,1477,0,3.45472,2.7858,1.65721,0.78586,0.0261,2023-08-10 07:08:22
"54",215,8628,38,21.7,122,2.68,2.24,2.02,3588,358,20.3,62,1021.9,0.5,4.14,18.24,0,56,100,3170,7776,8660,7746,3582,9242,693,11,3.5227,2.84062,1.83809,0.80132,0.02662,2023-08-10 07:08:26
"55",219,7965,44,22,116.3,2.38,2.1,2.01,3589,720,20.3,62,1021.8,0.5,4.14,18.64,0,56,59,2056,5028,6625,7859,7798,8062,276,37,3.51926,2.83784,1.8363,0.71297,0.02659,2023-08-10 07:08:30
"56",223,8782,39,22.3,118.7,2.46,2.22,1.98,3588,1199,20.3,62,1022,0.501,4.15,17.88,0,56,84,3318,7760,8204,7318,5726,8821,465,0,3.55495,2.86663,1.85492,0.7202,0.04371,2023-08-10 07:08:34
"57",227,12442,21,20.1,95.2,1.99,2.25,2.02,3589,99,20.3,62,1021.8,0.5,4.14,19.88,0,56,100,14167,27971,6734,0,0,10089,0,0,3.06199,1.87633,1.5977,0.62033,0.03765,2023-08-10 07:08:38
"58",231,12108,23,17.1,89.8,1.85,2.17,2,3589,358,20.3,62,1021.8,0.501,4.14,18.52,0,56,96,11271,23333,13594,0,0,9169,3,4,3.06152,1.87605,1.46785,0.62024,0.03764,2023-08-10 07:08:42
"59",235,9173,32,21.8,115.4,3.13,2.27,1.98,3588,719,20.3,62,1021.9,0.5,4.14,18.72,0,56,100,5198,11164,9774,5914,4403,5689,1090,231,3.43297,2.10366,1.64593,0.73693,0.04221,2023-08-10 07:08:46
"60",239,9648,30,21.7,145.7,5.86,2.27,2.02,3589,1199,20.3,62,1022,0.5,4.15,18.48,0,56,100,5877,12381,10621,6205,5294,3987,35,1318,3.45322,2.11608,1.65565,0.74128,0.22426,2023-08-10 07:08:50
"61",243,7949,45,21.9,140.8,4.69,1.98,1.99,3587,99,20.3,62,1021.8,0.5,4.14,18.72,0,56,65,1292,3398,7268,10823,9427,4551,0,906,3.5166,3.00132,1.68603,0.75489,0.22838,2023-08-10 07:08:54
"62",247,7487,48,21.5,142,4.61,2,1.99,3588,358,20.3,61,1021.8,0.499,4.14,18.28,0,56,42,1197,3096,6180,9312,9394,5460,0,840,3.50206,2.98891,1.82016,0.75177,0.22743,2023-08-10 07:08:58
"63",251,7762,47,21.9,139.2,4.35,1.99,2.01,3589,719,20.4,62,1022,0.5,4.14,18.32,0,56,100,1278,3246,6440,9704,9977,5373,0,763,3.53771,3.01935,1.8387,0.71114,0.22975,2023-08-10 07:09:02
"64",255,7274,51,21.6,124.8,2.8,1.95,2.01,3589,1200,20.4,62,1022,0.5,4.14,18.16,0,56,100,973,2648,5353,8409,9345,6872,793,77,3.54559,3.02607,1.84279,0.71272,0.16012,2023-08-10 07:09:06
"65",259,7451,53,21.7,137.7,3.91,1.78,2.01,3591,99,20.3,62,1021.9,0.5,4.14,18.28,0,56,78,200,1272,5906,10970,10214,6091,71,580,3.60954,3.2062,1.87603,0.72558,0.16301,2023-08-10 07:09:10
"66",263,7918,49,22.1,129.3,3.46,1.86,2.01,3591,359,20.3,63,1021.9,0.501,4.14,18.32,0,56,87,740,2370,6660,11104,10252,5913,1,477,3.57227,3.17309,1.71712,0.71808,0.16133,2023-08-10 07:09:14
"67",267,8333,46,21.4,149.1,5.14,1.89,2.01,3593,719,20.4,63,1022,0.5,4.14,18.88,0,56,36,795,2900,7803,12923,10977,2447,679,961,3.59867,3.19655,1.72981,0.81096,0.16252,2023-08-10 07:09:18
"68",271,7598,50,21.7,128.5,3.32,1.89,2.01,3592,1199,20.3,64,1022,0.5,4.14,18.8,0,56,95,691,2313,6509,10663,9021,5908,572,325,3.51397,3.12131,1.6891,0.79187,0.11316,2023-08-10 07:09:22
"69",275,8381,46,23.1,134.6,3.32,1.95,2.02,3592,99,20.3,64,1022,0.5,4.14,18.44,0,56,33,882,3566,8113,12437,8279,4168,2237,34,3.72169,3.15233,1.78894,0.83868,0.11985,2023-08-10 07:09:26
"70",279,8103,49,23.8,139,3.33,2,1.98,3589,359,20.4,64,1021.9,0.5,4.14,18.68,0,56,59,1254,3372,6515,9635,9313,7100,1061,147,3.857,3.26693,1.97562,0.86917,0.1242,2023-08-10 07:09:30
"71",283,8190,50,22.6,119.9,2.19,1.91,2.02,3588,718,20.4,63,1022.1,0.5,4.14,17.88,0,56,73,1154,3098,5991,9429,11036,8101,0,1,3.7755,3.19791,1.93387,0.63008,0.12158,2023-08-10 07:09:34
"72",287,8092,50,23.9,119.7,2.22,1.91,2,3589,1199,20.4,63,1021.8,0.5,4.14,18.2,0,55,71,1115,3015,5883,9306,10952,8060,0,12,3.752,3.178,1.92184,0.62616,0.1257,2023-08-10 07:09:38
"73",291,8734,44,23.6,122.9,2.59,2.06,2,3588,98,20.3,63,1021.9,0.5,4.14,17.88,0,55,72,2270,5297,6992,8636,10288,7757,7,139,3.80049,3.03469,1.94667,0.63425,0.12733,2023-08-10 07:09:42
"74",295,8780,45,23.3,124.7,2.59,2.04,2,3588,358,20.4,62,1021.9,0.5,4.14,18.08,0,55,77,2071,4923,6951,9031,10615,7882,6,128,3.87546,3.09455,1.981,0.64676,0.12984,2023-08-10 07:09:46
"75",299,8048,46,23.1,127.5,2.91,2.06,2,3588,719,20.4,62,1022.1,0.5,4.14,17.68,0,55,100,1747,4246,6423,8539,9224,7194,635,127,3.73172,2.97977,1.90752,0.73297,0.12502,2023-08-10 07:09:50
"76",303,8540,41,23.1,134.2,4.01,2.11,1.99,3587,1199,20.4,62,1021.9,0.5,4.14,17.92,0,55,84,2485,5731,7713,9058,8904,5910,14,650,3.60162,2.87589,1.84102,0.70741,0.1564,2023-08-10 07:09:54
"77",307,8140,46,23.8,132.4,3.23,2.06,1.98,3589,99,20.4,62,1022.1,0.5,4.15,18.04,0,55,100,1779,4289,6560,8737,9413,6915,655,225,3.77666,3.0267,1.93049,0.74179,0.164,2023-08-10 07:09:58
"78",311,8382,41,21.9,129.4,3.78,2.12,1.99,3585,359,20.4,62,1022,0.5,4.14,18.08,0,55,100,2531,5795,7549,8664,8665,5888,39,585,3.49855,2.80382,1.8081,0.68717,0.15193,2023-08-10 07:10:02
"79",315,7913,44,22.3,136.4,3.92,2.13,2,3588,719,20.4,62,1021.8,0.5,4.14,17.84,0,55,95,2047,4840,6959,8521,7970,5859,852,446,3.58451,2.87271,1.85253,0.79831,0.15566,2023-08-10 07:10:06
"80",319,7564,46,21.9,127,3.1,2.11,2.02,3591,1199,20.4,62,1022.1,0.501,4.14,17.64,0,55,97,1760,4279,6305,7994,7765,6495,1115,128,3.54081,2.83769,1.82994,0.78857,0.10511,2023-08-10 07:10:10
"81",323,7925,49,22.6,137.3,3.16,2.02,2.01,3588,99,20.4,63,1022.1,0.5,4.14,17.72,0,55,57,1293,3402,6134,8936,9203,7373,1142,71,3.85753,3.21156,1.99363,0.85911,0.11451,2023-08-10 07:10:14
"82",327,8602,48,25.9,147.7,3.61,2.03,2.01,3591,358,20.4,63,1022.1,0.5,4.14,18,0,55,53,1522,3955,6978,9892,9588,7531,1106,188,4.08763,3.40313,2.09597,0.91036,0.12134,2023-08-10 07:10:18
"83",331,8070,49,24.9,131,2.81,1.99,1.98,3591,719,20.4,63,1022.1,0.5,4.14,17.92,0,55,73,1326,3471,6223,9130,9672,7571,812,33,3.83216,3.19044,1.96497,0.78687,0.11376,2023-08-10 07:10:22
"84",335,8499,49,24.7,140.7,3.22,2,2,3588,1199,20.4,63,1022.1,0.499,4.14,18.52,0,55,100,1430,3703,6629,9682,10203,7649,853,124,4.04239,3.36547,2.07277,0.83004,0.15238,2023-08-10 07:10:26
"85",339,9298,48,27,154.3,3.65,2.03,2,3589,100,20.4,63,1021.9,0.5,4.14,17.64,0,55,81,1719,4344,7360,10407,10918,8213,904,191,4.38574,3.60992,2.24883,0.90054,0.16533,2023-08-10 07:10:30
"86",343,9356,48,26.5,152.3,3.58,2.01,2,3588,359,20.4,63,1022,0.5,4.14,17.88,0,55,100,1668,4257,7529,10794,11022,8027,848,189,4.38114,3.60613,2.18148,0.89959,0.16515,2023-08-10 07:10:34
"87",347,9559,48,27.5,147.4,3.25,1.98,1.99,3587,718,20.4,63,1022,0.5,4.14,18.12,0,55,100,1685,4282,7548,10967,11772,8458,419,164,4.40487,3.62567,2.1933,0.82294,0.16605,2023-08-10 07:10:38
"88",351,9212,46,25.6,140.7,3.3,1.99,2.01,3587,1199,20.4,63,1021.7,0.5,4.14,17.8,0,55,65,1731,4363,7501,10658,11116,7852,146,284,4.1478,3.41407,2.06529,0.77492,0.14765,2023-08-10 07:10:42
"89",355,9420,46,26.6,143.7,3.29,2,2,3585,100,20.4,62,1022,0.5,4.14,18.24,0,55,100,1803,4526,7613,10731,11326,8146,254,237,4.27143,3.4934,2.12685,0.79801,0.15205,2023-08-10 07:10:46
"90",359,9879,42,26.7,146.2,4.14,2.02,1.99,3585,358,20.4,62,1021.9,0.5,4.14,17.88,0,55,100,2311,5690,9310,12168,10409,6253,37,635,4.09917,3.35251,1.94536,0.76583,0.14592,2023-08-10 07:10:50
"91",363,14652,45,44,188.3,3.41,1.94,2.01,3587,720,20.4,62,1021.8,0.5,4.14,18.2,0,55,83,2774,6998,12084,17409,18816,11307,0,42,6.23805,5.1018,2.96041,0.92551,0.22205,2023-08-10 07:10:54
"92",367,9797,45,27.5,126.6,2.37,1.94,2.02,3587,1199,20.5,62,1022,0.5,4.14,18.08,0,55,99,1896,4734,8120,11640,12557,7412,0,62,4.15918,3.4016,1.97384,0.61708,0.15947,2023-08-10 07:10:58
"93",371,11971,46,27.3,162.4,3.48,1.88,2.02,3591,99,20.4,62,1022.1,0.498,4.14,18.72,0,55,100,1733,4709,10054,15761,16192,7992,9,278,5.08998,4.32615,2.41557,0.75518,0.19516,2023-08-10 07:11:02
"94",375,11657,41,27.4,133,3.63,1.79,2.02,3585,358,20.4,63,1021.9,0.5,4.14,18.8,0,56,63,1653,4907,12694,19449,13614,2262,9,650,4.19189,3.56283,1.5622,0.62193,0.16072,2023-08-10 07:11:06
"95",379,12603,38,26.6,180.8,7.02,1.84,2.02,3585,719,20.5,64,1021.9,0.499,4.14,18.4,0,56,100,1880,5844,15691,22911,10645,1062,0,1690,4.47547,3.80386,1.66788,0.94607,0.17159,2023-08-10 07:11:10
"96",383,12262,39,29.6,170.4,6.13,1.83,1.99,3588,1200,20.4,64,1021.8,0.5,4.14,17.92,0,55,79,1549,5323,15275,22658,9794,1828,342,1332,4.46533,3.79524,1.66411,0.94393,0.14035,2023-08-10 07:11:14
"97",387,15232,31,27.1,173.9,6.28,2,1.99,3587,99,20.4,64,1021.8,0.498,4.16,18.6,0,56,80,6260,14768,20057,20168,6494,2115,1093,1226,4.735,3.50373,1.76461,1.00094,0.14882,2023-08-10 07:11:18
"98",391,14183,32,30,160.3,4.33,2.13,2,3585,358,20.5,63,1021.8,0.501,4.14,17.96,0,55,79,6674,15136,17119,14574,5451,5933,2030,290,4.72534,3.49658,2.02811,0.99889,0.14852,2023-08-10 07:11:22
"99",395,13325,34,28.1,150.9,3.72,2.09,2.01,3585,719,20.5,63,1022,0.501,4.14,18.08,0,56,62,5377,12669,14786,14429,9660,3628,2514,80,4.64779,3.4392,1.99483,0.87398,0.14608,2023-08-10 07:11:26
"100",399,14557,30,28.1,155.3,3.94,2.15,1.98,3584,1199,20.5,63,1021.8,0.499,4.14,18.64,0,55,100,7833,17030,16895,12439,7120,5071,2489,104,4.69175,3.47173,2.01369,0.88225,0.26557,2023-08-10 07:11:30
"101",403,20897,21,30.7,156.7,4.53,2.06,2.02,3585,99,20.4,62,1021.9,0.501,4.14,18.4,0,55,100,19974,40664,25394,971,2141,7787,1704,391,4.91654,2.80948,2.11017,0.92452,0.27829,2023-08-10 07:11:34
"102",407,16001,25,29.1,171.4,5.71,2.24,2.01,3585,359,20.5,62,1021.9,0.5,4.14,18.08,0,55,100,13233,26987,17614,2807,5696,8164,349,974,4.83387,2.76224,2.36128,0.90897,0.27361,2023-08-10 07:11:38
"103",411,12697,31,29,185.7,6.86,2.28,2.03,3587,719,20.5,62,1021.8,0.5,4.12,18.28,0,55,100,7378,15491,13277,8025,8139,6423,9,1426,4.86835,2.78194,2.37813,0.94807,0.27556,2023-08-10 07:11:42
"104",415,13948,30,30.8,181.6,6.08,2.28,2,3587,1200,20.5,62,1021.8,0.499,4.14,18.52,0,55,100,8942,18686,14848,7187,7270,7630,484,1045,5.03585,2.87766,2.45995,0.98069,0.20869,2023-08-10 07:11:46
"105",419,11773,43,31.1,184.9,5.41,2.03,2.02,3587,98,20.5,62,1021.9,0.501,4.14,18.28,0,55,94,2607,6432,10734,14345,12888,7901,13,865,5.03284,4.14515,2.45848,0.98011,0.20857,2023-08-10 07:11:50
"106",423,13184,39,31.7,175.2,5.86,1.91,2,3587,359,20.5,62,1021.9,0.5,4.14,18.16,0,55,39,2742,7280,14898,20505,12622,3179,23,1226,4.83061,3.97859,1.89723,0.94072,0.20019,2023-08-10 07:11:54
"107",427,12345,38,29.6,172.7,6.41,1.92,2,3584,720,20.5,61,1021.9,0.5,4.14,18.2,0,55,47,2681,7145,14679,19825,10689,1921,101,1457,4.44772,3.66323,1.74685,0.90888,0.18432,2023-08-10 07:11:58
"108",431,12353,38,29.6,168.4,5.8,1.92,1.97,3585,1199,20.5,61,1021.8,0.5,4.14,18.16,0,55,36,2602,6966,14113,19238,11334,3036,3,1244,4.53966,3.73896,1.78296,0.92767,0.15726,2023-08-10 07:12:02
"109",435,11978,44,28.4,171.3,5.4,1.79,2.01,3589,100,20.5,62,1021.8,0.501,4.14,17.72,0,55,48,961,3799,12920,20990,13234,3766,34,1058,4.71343,4.17336,1.85121,0.96318,0.16328,2023-08-10 07:12:06
"110",439,11157,47,29,172.3,4.74,1.85,1.97,3585,359,20.5,62,1021.9,0.5,4.13,18.16,0,55,82,1037,3497,10302,16842,13446,7025,2,716,4.78866,4.23997,2.22884,0.97855,0.16588,2023-08-10 07:12:10
"111",443,11319,47,29.9,175.3,4.84,1.83,2,3585,719,20.5,62,1021.9,0.5,4.13,17.84,0,55,94,943,3335,10430,17322,13895,6966,4,739,4.88004,4.32088,2.27137,0.95094,0.16905,2023-08-10 07:12:14
"112",447,11056,47,29.6,182,5.5,1.86,2.02,3588,1198,20.5,62,1022,0.5,4.14,18.52,0,56,45,1049,3486,9866,16433,14617,5896,86,956,4.83568,4.2816,2.25072,0.9423,0.25181,2023-08-10 07:12:18
