"","time","number","diam","LDSA","surface","mass","sigma","idiff","ucor","DV","T","RH","P","flow","bat","Ipump","error","PWMpump","steps","n10.00","n16.26","n26.43","n42.96","n69.83","n113.52","n184.55","n300.00","A1","A2","A3","A4","A5","Part_time"
"57",227,4344,42,11.8,93.5,3.99,2.11,2.03,3563,99,23.6,52,1017.1,0.501,3.94,18.6,0,55,61,963,2424,4596,6118,3973,1524,31,953,1.92344,1.59846,0.91309,0.53573,0.15176,2023-07-14 06:38:16
"58",231,5037,37,12.6,95,4.38,2,2,3561,361,23.6,52,1017.3,0.498,3.94,18.08,0,56,30,1115,2944,6223,8377,4057,0,10,1139,1.94177,1.61369,0.77138,0.54084,0.15321,2023-07-14 06:38:20
"59",235,5240,39,12.1,74.8,2.82,1.89,1.98,3560,720,23.6,51,1017.1,0.501,3.94,17.72,0,55,99,1037,2672,5832,8380,6014,223,0,670,1.92074,1.59621,0.76303,0.33665,0.15155,2023-07-14 06:38:24
"60",239,5501,40,11.9,70.5,2.11,1.89,1.96,3557,1200,23.5,51,1017.2,0.5,3.94,18.16,0,55,96,1024,2765,5900,8429,5878,1665,12,392,2.06162,1.71329,0.81899,0.36134,0.08488,2023-07-14 06:38:28
"61",243,5848,34,12.7,70.9,2.32,2.06,2.04,3560,99,23.5,51,1016.9,0.5,3.94,18,0,55,100,2313,5221,6461,6584,4887,1779,1,465,2.09689,1.41944,0.833,0.36752,0.08633,2023-07-14 06:38:32
"62",247,5705,34,11.7,71.4,2.3,2.1,2.01,3557,362,23.5,51,1017,0.499,3.94,17.88,0,55,100,2403,5334,6111,5828,4735,2178,2,441,2.06746,1.39952,0.89907,0.36236,0.08512,2023-07-14 06:38:36
"63",251,6884,27,13,66.6,1.83,2.15,2,3557,719,23.5,51,1017,0.501,3.94,17.52,0,55,80,4684,9998,8368,4176,1739,2628,907,116,2.00124,1.35469,0.87027,0.39965,0.0824,2023-07-14 06:38:40
"64",255,6361,28,12.4,90.1,4.13,2.12,2.02,3557,1199,23.5,51,1017.1,0.499,3.94,17.92,0,55,34,3782,7918,7608,5458,4287,4,7,1076,2.00325,1.35606,0.87115,0.40006,0.22413,2023-07-14 06:38:44
"65",259,5805,32,12.9,89.9,4,2.1,2,3559,100,23.5,51,1016.9,0.501,3.94,17.8,0,55,69,2583,5589,6743,6594,4967,1,2,1029,1.99952,1.4807,0.86953,0.39931,0.22371,2023-07-14 06:38:48
"66",263,5132,35,12.2,89.3,3.76,2.19,1.99,3553,360,23.5,51,1016.9,0.499,3.94,18,0,55,68,2207,4684,5258,5055,5176,1025,0,909,1.99026,1.47384,0.97453,0.39746,0.22268,2023-07-14 06:38:52
"67",267,5082,36,12.1,94.1,4.04,2.2,2.01,3557,720,23.5,51,1017,0.499,3.94,17.72,0,55,100,2061,4435,5280,5304,4882,1132,0,986,2.03659,1.50814,0.99721,0.44077,0.22786,2023-07-14 06:38:56
"68",271,5052,37,13.1,85.5,3.23,2.2,2,3556,1199,23.5,50,1017,0.5,3.94,17.8,0,55,100,1994,4381,5099,5001,4401,2363,0,699,2.04979,1.51792,1.00368,0.44363,0.14811,2023-07-14 06:39:00
"69",275,5230,34,11.9,83.6,3.21,2.23,1.98,3555,99,23.5,50,1017,0.499,3.94,17.68,0,55,100,2488,5356,5496,4550,3941,2190,66,693,1.99779,1.42962,0.97822,0.43238,0.14436,2023-07-14 06:39:04
"70",279,6424,33,14.9,99.3,3.95,2.19,2.02,3559,361,23.6,50,1017,0.499,3.94,17.88,0,55,86,3076,6657,7131,6094,4591,1800,215,873,2.34366,1.67713,1.1123,0.50723,0.16935,2023-07-14 06:39:08
"71",283,6125,32,12.7,72.5,2.22,2.17,2.02,3559,719,23.5,50,1016.8,0.5,3.94,17.88,0,55,67,3263,6753,5973,4316,6082,2206,27,400,2.10377,1.50546,0.99844,0.29763,0.15201,2023-07-14 06:39:12
"72",287,5738,34,12.9,59.6,1.13,2.16,1.99,3556,1200,23.6,51,1017.1,0.5,3.94,17.8,0,55,50,2692,5862,5409,4267,5223,3658,56,20,2.05734,1.47223,0.97641,0.29106,0.05482,2023-07-14 06:39:16
"73",291,5278,41,13,62.2,1.12,2.05,2.03,3557,100,23.6,50,1017,0.499,3.94,18.24,0,55,86,1564,3619,4601,5390,6007,3813,6,10,2.1199,1.62709,1.0061,0.29991,0.05649,2023-07-14 06:39:20
"74",295,5512,39,13.8,67.3,1.23,2.17,1.98,3556,361,23.5,51,1017,0.501,3.94,17.48,0,55,100,2134,4689,4409,4041,6266,4580,0,0,2.19816,1.68716,1.1255,0.31099,0.05857,2023-07-14 06:39:24
"75",299,6846,42,15.3,105.4,2.6,2.16,2.01,3556,720,23.6,51,1017.1,0.5,3.93,17.56,0,55,78,2100,4853,6009,6588,6448,5601,682,158,3.01837,2.31669,1.54546,0.63171,0.08043,2023-07-14 06:39:28
"76",303,4936,42,13.6,84.6,2.69,2.15,2,3557,1200,23.6,51,1017,0.5,3.94,17.92,0,55,64,1436,3361,4346,5055,5181,3458,93,458,2.19285,1.68308,1.12278,0.45894,0.10333,2023-07-14 06:39:32
"77",307,4642,45,13.4,79.2,2.11,2.1,1.97,3555,100,23.6,50,1016.9,0.501,3.94,17.4,0,55,100,1096,2601,3854,4950,5098,3709,498,191,2.16187,1.71753,1.10692,0.45246,0.10187,2023-07-14 06:39:36
"78",311,5035,42,14.1,83.6,2.74,2.08,2,3555,360,23.5,50,1016.9,0.5,3.93,17.64,0,55,35,1270,3107,4687,5945,5375,2933,28,509,2.15687,1.71356,1.05106,0.45141,0.10163,2023-07-14 06:39:40
"79",315,5933,41,15.3,100.7,3.35,2.1,2.02,3557,720,23.6,50,1016.9,0.499,3.93,17.6,0,55,60,1579,3761,5706,7015,5766,3504,176,605,2.5445,2.02151,1.23995,0.57875,0.1199,2023-07-14 06:39:44
"80",319,5255,39,14,85.6,2.85,2.15,2,3555,1199,23.6,50,1016.9,0.5,3.94,17.6,0,55,58,1650,3934,5371,5985,4190,2978,301,489,2.15289,1.71039,1.04911,0.48968,0.09424,2023-07-14 06:39:48
"81",323,5051,42,12.6,84.9,2.62,2.13,2.01,3557,100,23.6,50,1017,0.499,3.94,17.68,0,55,100,1389,3285,4762,5699,4751,3249,421,376,2.2118,1.73628,1.07782,0.50308,0.09682,2023-07-14 06:39:52
"82",327,4990,39,12.9,76.9,2.66,2.04,2,3557,361,23.6,50,1016.9,0.5,3.93,17.52,0,55,100,1322,3226,5288,6588,4488,2187,0,545,2.00272,1.57216,0.84544,0.45552,0.08766,2023-07-14 06:39:56
"83",331,5333,37,13.3,78.1,2.77,2.04,2,3553,719,23.6,50,1016.9,0.499,3.93,17.44,0,55,100,1542,3744,5933,7127,4381,1956,2,586,2.02368,1.58861,0.85429,0.43886,0.08858,2023-07-14 06:40:00
"84",335,5883,34,12.6,88,3.72,2.02,1.97,3552,1199,23.6,50,1017.1,0.5,3.94,17.36,0,55,100,2015,4709,7295,8345,4265,120,234,894,2.01754,1.58379,0.85169,0.43753,0.14209,2023-07-14 06:40:04
"85",339,5496,35,12.7,84.9,3.52,2.05,1.99,3555,99,23.6,50,1017,0.501,3.94,17.4,0,55,37,1850,4262,6348,7318,4787,617,0,861,2.00584,1.5202,0.84676,0.435,0.14126,2023-07-14 06:40:08
"86",343,4786,38,13.3,84.6,3.06,2.23,1.99,3556,360,23.6,50,1016.9,0.5,3.94,17.44,0,55,28,1822,4027,4443,4349,4596,2808,2,627,2.02302,1.53322,1.05902,0.43872,0.14247,2023-07-14 06:40:12
"87",347,6293,35,13.1,113,4.41,2.27,2.04,3559,720,23.5,50,1016.9,0.499,3.94,17.84,0,55,100,2816,6157,6653,5756,4258,2845,429,901,2.53637,1.92227,1.32776,0.64522,0.17862,2023-07-14 06:40:16
"88",351,9075,31,20.4,111.8,2.57,2.36,2.01,3559,1200,23.6,50,1016.9,0.499,3.94,17.68,0,55,96,5469,12584,10238,4317,0,9650,743,0,3.18549,2.41423,1.66756,0.81035,0.02276,2023-07-14 06:40:20
"89",355,10414,52,22.3,188.3,4.34,1.86,1.97,3556,100,23.6,50,1017,0.501,3.94,17.2,0,55,100,0,1332,11702,19815,1152,13665,1681,0,5.09346,4.46586,2.66636,1.29571,0.0364,2023-07-14 06:40:24
"90",359,43006,43,93.7,647.7,20.26,1.88,2,3556,360,23.6,50,1016.9,0.499,3.94,17.76,0,55,100,4956,16928,46981,71035,38585,21084,581,3650,17.41273,15.26718,6.78794,4.42957,0.12442,2023-07-14 06:40:28
"91",363,29547,46,82.4,304.4,4.59,1.61,1.99,3556,720,23.6,50,1017.1,0.5,3.93,17.56,0,55,100,259,6070,28699,52765,41734,10427,65,0,11.33755,9.94057,4.41968,1.32988,0.08101,2023-07-14 06:40:32
"92",367,25402,45,59.4,259,3.91,1.67,2.03,3559,1199,23.6,50,1017,0.499,3.93,17.52,0,55,90,1264,6742,24333,43018,35999,9006,7,5,9.62568,8.43963,3.75234,1.12908,0.12779,2023-07-14 06:40:36
"93",371,30224,39,63.6,279,4.52,1.88,2,3559,99,23.5,50,1016.9,0.5,3.94,17.52,0,55,29,7262,18708,30214,40448,36043,10446,4,98,10.69935,8.28694,4.17089,1.25501,0.14204,2023-07-14 06:40:40
"94",375,29654,41,61.5,293.4,4.83,1.86,1.98,3557,362,23.6,51,1016.9,0.501,3.94,17.32,0,55,7,6030,16153,28156,40249,38539,11241,60,98,11.06306,8.56864,4.43186,1.29768,0.14687,2023-07-14 06:40:44
"95",379,41819,34,89.6,352,5.61,2,1.99,3553,719,23.6,51,1016.8,0.5,3.93,17.76,0,55,65,15841,38578,43272,44262,39618,16606,0,0,13.45184,10.41882,5.38881,1.46958,0.17858,2023-07-14 06:40:48
"96",383,34553,38,78.9,319.1,5.15,1.92,2.01,3555,1199,23.6,51,1017,0.5,3.93,17.52,0,55,42,9368,23118,34310,43674,40337,12823,42,69,12.15297,9.41281,4.86848,1.32768,0.24949,2023-07-14 06:40:52
"97",387,46491,27,77.3,317.9,5.29,2.09,1.98,3556,99,23.6,51,1017.1,0.5,3.93,17.48,0,55,100,32412,69026,48926,19694,32468,17788,0,0,12.37503,8.75788,4.95744,1.35194,0.25405,2023-07-14 06:40:56
"98",391,40419,31,77.5,313.8,6.44,1.97,1.98,3560,360,23.6,51,1016.9,0.5,3.94,17.32,0,55,58,18380,41186,46026,42666,32658,9842,122,660,12.03922,8.52022,4.44152,1.31526,0.24715,2023-07-14 06:41:00
"99",395,32475,33,66.5,289.7,6.7,1.97,1.97,3556,719,23.6,51,1016.8,0.5,3.93,17.4,0,55,100,12705,29071,36542,37971,27788,8752,208,856,10.47194,7.41105,3.86332,1.35573,0.21498,2023-07-14 06:41:04
"100",399,35716,27,60.5,241.2,4.14,2.02,2.01,3557,1199,23.6,51,1017,0.5,3.94,17.6,0,55,100,21560,48486,43996,27809,10781,16622,0,0,9.45744,6.69308,3.48905,1.22439,0.0595,2023-07-14 06:41:08
"101",403,24589,35,52,211.4,4.09,1.93,1.99,3557,100,23.6,51,1016.9,0.5,3.94,17.64,0,55,90,8092,19550,27427,31468,22233,7315,108,325,7.9798,5.96472,2.94392,1.03309,0.0502,2023-07-14 06:41:12
"102",407,19246,33,42.3,161.1,3.45,1.93,2.04,3559,360,23.6,51,1017,0.5,3.93,17.32,0,55,68,6857,16473,22491,24684,15218,5013,75,392,5.97199,4.46393,2.14547,0.77315,0.03757,2023-07-14 06:41:16
"103",411,16827,35,34.5,147.3,2.8,1.92,2,3556,718,23.6,51,1017,0.5,3.93,17.76,0,55,100,5217,12720,18649,22052,15569,5240,91,199,5.58626,4.1756,2.00689,0.74219,0.03515,2023-07-14 06:41:20
"104",415,17100,35,34,158.6,3.82,1.92,2,3556,1199,23.6,51,1016.9,0.5,3.94,17.12,0,55,99,5544,13220,19308,22572,15824,3958,45,559,5.60539,4.1899,2.01376,0.74473,0.12733,2023-07-14 06:41:24
"105",419,18926,34,36.6,177.4,4.72,1.89,2,3559,99,23.5,51,1016.9,0.5,3.93,17.4,0,55,81,5842,14147,21981,26497,17469,2859,54,835,6.03625,4.62743,2.16855,0.80197,0.13712,2023-07-14 06:41:28
"106",423,14505,36,34,143.9,3.06,1.98,2.01,3557,360,23.6,51,1016.9,0.5,3.94,17.48,0,55,54,4684,11086,15111,17410,14444,5672,33,292,5.0242,3.85159,2.06034,0.66751,0.11413,2023-07-14 06:41:32
"107",427,10306,37,27.3,112.4,2.64,1.99,1.98,3555,720,23.6,51,1017,0.5,3.93,17.52,0,55,44,3104,7405,10820,12846,9805,4434,125,297,3.72065,2.85228,1.52578,0.59197,0.08452,2023-07-14 06:41:36
"108",431,8599,38,17.9,93.4,2.07,1.98,2.04,3559,1200,23.6,51,1016.8,0.499,3.93,17.32,0,55,34,2485,6043,8884,10712,8298,4071,52,203,3.14885,2.41393,1.29129,0.501,0.03775,2023-07-14 06:41:40
"109",435,10317,30,19.4,91.4,1.84,2.08,2.03,3557,99,23.6,51,1017,0.5,3.94,17.72,0,55,100,5213,11681,12053,9529,5077,4644,693,0,3.18921,2.31007,1.30784,0.50742,0.03823,2023-07-14 06:41:44
"110",439,7485,34,16.4,74.7,1.71,2.02,1.99,3555,361,23.6,51,1016.8,0.499,3.93,17.76,0,55,100,2821,6514,8219,8507,5924,3205,108,171,2.56951,1.86119,1.02022,0.40882,0.0308,2023-07-14 06:41:48
"111",443,8384,33,16.4,79.5,1.77,2.03,2,3555,719,23.5,51,1016.8,0.499,3.93,17.4,0,55,100,3477,7951,9479,9138,5828,3491,217,145,2.75611,1.99635,1.09431,0.43428,0.03304,2023-07-14 06:41:52
"112",447,8973,32,17.9,103.4,3.62,2.03,1.98,3557,1199,23.6,51,1017,0.5,3.94,17.16,0,55,100,3851,8533,10301,10125,7359,1558,0,794,2.92067,2.11555,1.15965,0.46021,0.1691,2023-07-14 06:41:56
