"","TS","Iref","Isig","ATN","BC","RH","Temp","FR","Vbat","GPSlat","GPSlong","DST_time"
"1","$2023-08-11 06:59:02",5652323,6129530,-6.7587023,1.7186,58.06211,25.35783,101,8.3,52.31084,4.96145,2023-08-11 06:59:02
"2","$2023-08-11 06:59:04",5651896,6129124,-6.7578421,2.4902,58.06516,25.37385,101,8.3,52.31084,4.96145,2023-08-11 06:59:04
"3","$2023-08-11 06:59:06",5651474,6128716,-6.7575035,0.9619,58.04685,25.40055,100.7,8.3,52.31084,4.96145,2023-08-11 06:59:06
"4","$2023-08-11 06:59:32",5645373,6123305,-6.7772646,4.4952,57.83169,25.46998,101,8.3,52.31097,4.9622,2023-08-11 06:59:32
"5","$2023-08-11 06:59:34",5645171,6122958,-6.7746401,7.6151,57.81491,25.49935,100.7,8.3,52.31097,4.9622,2023-08-11 06:59:34
"6","$2023-08-11 06:59:36",5644676,6122577,-6.772666,5.7197,57.81338,25.486,101,8.3,52.31097,4.9622,2023-08-11 06:59:36
"7","$2023-08-11 06:59:54",5640355,6118802,-6.7839022,0.0391,57.6318,25.54208,100,8.3,52.31103,4.96258,2023-08-11 06:59:54
"8","$2023-08-11 07:00:00",5639273,6117612,-6.7839289,0.282,57.5906,25.57145,101,8.3,52.31103,4.96258,2023-08-11 07:00:00
"9","$2023-08-11 07:00:02",5639021,6117254,-6.7835121,1.2105,57.57992,25.57145,100.7,8.3,52.31103,4.96258,2023-08-11 07:00:02
"10","$2023-08-11 07:00:04",5638494,6116773,-6.7829189,1.7176,57.57229,25.60083,101,8.3,52.31103,4.96258,2023-08-11 07:00:04
"11","$2023-08-11 07:00:06",5638018,6116346,-6.7827692,0.433,57.59365,25.58481,101,8.3,52.31103,4.96258,2023-08-11 07:00:06
"12","$2023-08-11 07:00:10",5637430,6115559,-6.7823715,1.5001,57.54787,25.60083,100.4,8.3,52.31103,4.96258,2023-08-11 07:00:10
"13","$2023-08-11 07:00:12",5637064,6115182,-6.7814598,2.6532,57.48989,25.60083,100.4,8.3,52.31103,4.96262,2023-08-11 07:00:12
"14","$2023-08-11 07:00:15",5636646,6114764,-6.7810755,1.1201,57.48074,25.62753,100.7,8.3,52.31103,4.96262,2023-08-11 07:00:15
"15","$2023-08-11 07:00:51",5629349,6107787,-6.7923851,0.2433,57.32052,25.72634,100.7,8.3,52.31086,4.96417,2023-08-11 07:00:51
"16","$2023-08-11 07:00:53",5628943,6107152,-6.7910233,3.967,57.2839,25.72634,100.7,8.3,52.31086,4.96417,2023-08-11 07:00:53
"17","$2023-08-11 07:00:55",5629215,6107122,-6.7885342,7.205,57.26559,25.75304,101,8.3,52.31104,4.96461,2023-08-11 07:00:55
"18","$2023-08-11 07:00:57",5628907,6106764,-6.7851725,9.7538,57.23812,25.72634,100.7,8.3,52.31104,4.96461,2023-08-11 07:00:57
"19","$2023-08-11 07:00:59",5628397,6106400,-6.7828407,6.7562,57.21828,25.75304,101,8.3,52.31104,4.96461,2023-08-11 07:00:59
"20","$2023-08-11 07:01:01",5628047,6106069,-6.7828217,0.0556,57.23354,25.76906,100.4,8.3,52.31104,4.96461,2023-08-11 07:01:01
"21","$2023-08-11 07:01:53",5618496,6096525,-6.7900848,0.1667,56.9131,25.90791,103.8,8.3,52.31109,4.96489,2023-08-11 07:01:53
"22","$2023-08-11 07:04:26",5592515,6070897,-6.8125429,0.3618,56.05555,26.31915,101,8.29,52.31128,4.965,2023-08-11 07:04:26
"23","$2023-08-11 07:04:28",5592207,6070580,-6.8123026,0.6953,56.05555,26.31915,101,8.29,52.31128,4.965,2023-08-11 07:04:28
"24","$2023-08-11 07:04:40",5590338,6068822,-6.8158531,0.7045,56.01892,26.37522,100,8.29,52.31126,4.96498,2023-08-11 07:04:40
"25","$2023-08-11 07:04:42",5590003,6068501,-6.8155022,1.0243,55.9823,26.37522,100.7,8.29,52.31126,4.96498,2023-08-11 07:04:42
"26","$2023-08-11 07:04:44",5589712,6068216,-6.8153782,0.3603,55.99298,26.3592,100.4,8.29,52.31126,4.96498,2023-08-11 07:04:44
"27","$2023-08-11 07:05:12",5585394,6063873,-6.8179979,0.036,55.79614,26.458,100.7,8.29,52.31124,4.96496,2023-08-11 07:05:12
"28","$2023-08-11 07:05:42",5580515,6059458,-6.8310251,1.3885,55.6527,26.52743,101.4,8.29,52.31124,4.96496,2023-08-11 07:05:42
"29","$2023-08-11 07:05:44",5580205,6059165,-6.8298645,3.3629,55.6405,26.52743,101,8.29,52.31124,4.96496,2023-08-11 07:05:44
"30","$2023-08-11 07:05:46",5580014,6058924,-6.8291159,2.1679,55.63134,26.5568,101,8.29,52.31109,4.96486,2023-08-11 07:05:46
"31","$2023-08-11 07:05:48",5579676,6058590,-6.8287954,0.9284,55.61303,26.57015,101,8.29,52.31109,4.96486,2023-08-11 07:05:48
"32","$2023-08-11 07:05:50",5579381,6058280,-6.8286657,0.3778,55.58862,26.57015,100.4,8.29,52.31109,4.96486,2023-08-11 07:05:50
"33","$2023-08-11 07:06:18",5575089,6054101,-6.8331957,1.1383,55.4757,26.61288,101.4,8.29,52.31068,4.96416,2023-08-11 07:06:18
"34","$2023-08-11 07:06:28",5573735,6052699,-6.8338604,0.5512,55.42077,26.64226,100.7,8.29,52.30974,4.96435,2023-08-11 07:06:28
"35","$2023-08-11 07:06:30",5573397,6052409,-6.8337889,0.2069,55.39636,26.64226,101,8.29,52.30974,4.96435,2023-08-11 07:06:30
"36","$2023-08-11 07:06:44",5571371,6050352,-6.8354502,0.8111,55.35668,26.68498,101,8.29,52.3097,4.96436,2023-08-11 07:06:44
"37","$2023-08-11 07:06:46",5571054,6050038,-6.8351641,0.8363,55.35974,26.701,100,8.29,52.3097,4.96436,2023-08-11 07:06:46
"38","$2023-08-11 07:06:48",5570849,6049805,-6.8350983,0.1929,55.34753,26.701,100.4,8.29,52.30937,4.96472,2023-08-11 07:06:48
"39","$2023-08-11 07:07:02",5568761,6047777,-6.8382072,1.003,55.29107,26.72771,101,8.29,52.30936,4.96477,2023-08-11 07:07:02
"40","$2023-08-11 07:07:04",5568372,6047463,-6.8377514,1.3196,55.24681,26.74106,101,8.29,52.30936,4.96477,2023-08-11 07:07:04
"41","$2023-08-11 07:07:10",5567664,6046668,-6.8380051,0.3028,55.23613,26.74106,101.4,8.29,52.30935,4.96551,2023-08-11 07:07:10
"42","$2023-08-11 07:07:18",5566546,6045580,-6.839797,0.1362,55.20409,26.77043,100.4,8.29,52.30935,4.96551,2023-08-11 07:07:18
"43","$2023-08-11 07:07:20",5566261,6045275,-6.8392439,1.612,55.1812,26.77043,100.4,8.29,52.30935,4.96556,2023-08-11 07:07:20
"44","$2023-08-11 07:07:22",5565989,6045001,-6.8388653,1.0959,55.20409,26.77043,100.7,8.29,52.30935,4.96556,2023-08-11 07:07:22
"45","$2023-08-11 07:07:24",5565742,6044739,-6.8387346,0.3806,55.16747,26.77043,100.7,8.29,52.30935,4.96556,2023-08-11 07:07:24
"46","$2023-08-11 07:07:26",5565501,6044475,-6.8386831,0.1491,55.19493,26.78378,101,8.29,52.30935,4.96556,2023-08-11 07:07:26
"47","$2023-08-11 07:07:29",5565226,6044207,-6.8386374,0.1332,55.1461,26.77043,101,8.29,52.30935,4.96556,2023-08-11 07:07:29
"48","$2023-08-11 07:07:31",5564954,6043919,-6.8386183,0.0557,55.17204,26.79713,101,8.29,52.30975,4.96715,2023-08-11 07:07:31
"49","$2023-08-11 07:07:35",5564453,6043375,-6.8385725,0.2086,55.13542,26.78378,100.7,8.29,52.30975,4.96715,2023-08-11 07:07:35
"50","$2023-08-11 07:07:37",5564270,6043128,-6.8382721,0.8804,55.13084,26.82651,100.7,8.29,52.30975,4.96715,2023-08-11 07:07:37
"51","$2023-08-11 07:07:38",5564141,6042899,-6.8375359,2.1374,55.12627,26.79713,100.7,8.29,52.30975,4.96715,2023-08-11 07:07:38
"52","$2023-08-11 07:07:41",5563945,6042657,-6.836441,3.148,55.09117,26.81316,100.7,8.29,52.30991,4.96798,2023-08-11 07:07:41
"53","$2023-08-11 07:07:43",5563601,6042329,-6.8355541,2.5888,55.08049,26.81316,100,8.29,52.30991,4.96798,2023-08-11 07:07:43
"54","$2023-08-11 07:07:45",5563341,6042055,-6.835248,0.8987,55.08507,26.83986,99.7,8.29,52.30991,4.96798,2023-08-11 07:07:45
"55","$2023-08-11 07:08:17",5559613,6039546,-6.8574629,0.0388,54.92943,26.90929,100.7,8.29,52.31004,4.96843,2023-08-11 07:08:17
"56","$2023-08-11 07:08:19",5559355,6039313,-6.8573647,0.2855,54.95384,26.92531,100.7,8.29,52.31004,4.96843,2023-08-11 07:08:19
"57","$2023-08-11 07:08:21",5559172,6039057,-6.8573198,0.1306,54.93401,26.92531,100.4,8.29,52.31004,4.96843,2023-08-11 07:08:21
"58","$2023-08-11 07:08:23",5558882,6038799,-6.8572283,0.266,54.90654,26.90929,100.7,8.29,52.31004,4.96843,2023-08-11 07:08:23
"59","$2023-08-11 07:08:29",5558063,6037936,-6.8574238,0.0166,54.88518,26.93866,100.7,8.29,52.31004,4.96843,2023-08-11 07:08:29
"60","$2023-08-11 07:08:31",5557815,6037693,-6.8572016,0.6444,54.8394,26.95201,100.7,8.29,52.31004,4.96843,2023-08-11 07:08:31
"61","$2023-08-11 07:08:33",5557556,6037448,-6.8571758,0.0747,54.8394,26.95201,100.7,8.29,52.31004,4.96843,2023-08-11 07:08:33
"62","$2023-08-11 07:08:41",5556465,6036331,-6.8579512,0.2843,54.85313,26.96536,101,8.29,52.31004,4.96843,2023-08-11 07:08:41
"63","$2023-08-11 07:08:43",5556203,6036070,-6.8578281,0.3557,54.80735,26.96536,100.7,8.29,52.31004,4.96843,2023-08-11 07:08:43
"64","$2023-08-11 07:08:57",5553814,6034180,-6.8681612,0.8733,54.72801,26.99474,100.7,8.29,52.31004,4.96843,2023-08-11 07:08:57
"65","$2023-08-11 07:08:59",5553555,6033925,-6.8679657,0.5678,54.72801,26.99474,100.7,8.29,52.31004,4.96843,2023-08-11 07:08:59
"66","$2023-08-11 07:09:05",5552928,6033164,-6.867815,0.9151,54.68833,27.03746,101,8.29,52.31004,4.96843,2023-08-11 07:09:05
"67","$2023-08-11 07:09:07",5552818,6032932,-6.8668242,2.9019,54.68376,27.00809,100.4,8.29,52.31004,4.96843,2023-08-11 07:09:07
"68","$2023-08-11 07:09:09",5552526,6032645,-6.8654947,3.8614,54.69596,27.00809,100.7,8.29,52.31004,4.96843,2023-08-11 07:09:09
"69","$2023-08-11 07:09:11",5552255,6032395,-6.8646927,2.2376,54.66392,27.03746,100.7,8.29,52.31004,4.96843,2023-08-11 07:09:11
"70","$2023-08-11 07:09:13",5552005,6032122,-6.8646402,0.1536,54.66392,27.03746,100.4,8.29,52.31004,4.96843,2023-08-11 07:09:13
"71","$2023-08-11 07:09:23",5550716,6030799,-6.8653383,0.5492,54.63188,27.05081,100.7,8.29,52.30998,4.96846,2023-08-11 07:09:23
"72","$2023-08-11 07:09:25",5550450,6030547,-6.8651552,0.5319,54.65477,27.05081,100.7,8.29,52.31,4.96848,2023-08-11 07:09:25
"73","$2023-08-11 07:09:33",5549404,6029483,-6.8655405,0.094,54.57695,27.07752,100.7,8.29,52.31,4.96848,2023-08-11 07:09:33
"74","$2023-08-11 07:09:55",5544912,6026466,-6.9106598,12.7756,54.52201,27.12024,100.7,8.29,52.31001,4.96848,2023-08-11 07:09:55
"75","$2023-08-11 07:09:57",5542379,6025374,-6.9051352,16.2062,54.47776,27.13626,100.4,8.29,52.31001,4.96848,2023-08-11 07:09:57
"76","$2023-08-11 07:10:03",5544528,6025712,-6.9099741,15.9513,54.4686,27.14961,101,8.29,52.31001,4.96848,2023-08-11 07:10:03
"77","$2023-08-11 07:10:05",5544578,6025528,-6.8968267,38.3125,54.4686,27.14961,100.4,8.29,52.31001,4.96848,2023-08-11 07:10:05
"78","$2023-08-11 07:10:07",5544353,6025275,-6.8874741,27.1818,54.45792,27.16296,100.7,8.29,52.31001,4.96848,2023-08-11 07:10:07
"79","$2023-08-11 07:10:09",5544093,6025007,-6.884181,9.5635,54.43046,27.13626,100.7,8.29,52.31001,4.96848,2023-08-11 07:10:09
"80","$2023-08-11 07:10:11",5543845,6024748,-6.8834248,2.1956,54.41215,27.17632,100.7,8.29,52.31001,4.96848,2023-08-11 07:10:11
"81","$2023-08-11 07:10:13",5543588,6024491,-6.883399,0.075,54.40757,27.14961,100.4,8.29,52.31001,4.96848,2023-08-11 07:10:13
"82","$2023-08-11 07:10:15",5543518,6024254,-6.8830471,1.0251,54.43503,27.16296,100.4,8.29,52.31001,4.96848,2023-08-11 07:10:15
"83","$2023-08-11 07:10:25",5541049,6022785,-6.9071836,34.3046,54.32059,27.19234,100.7,8.29,52.31001,4.96848,2023-08-11 07:10:25
"84","$2023-08-11 07:10:27",5536254,6021071,-6.9071178,0.1874,54.36637,27.17632,100.4,8.29,52.31001,4.96848,2023-08-11 07:10:27
"85","$2023-08-11 07:10:37",5535246,6019975,-6.9608173,1.3515,54.31296,27.22171,100.4,8.29,52.31,4.9685,2023-08-11 07:10:37
"86","$2023-08-11 07:10:40",5539639,6021410,-6.9509249,28.8307,54.29008,27.23506,100.4,8.29,52.31,4.96851,2023-08-11 07:10:40
"87","$2023-08-11 07:10:42",5540278,6021376,-6.9276781,67.5141,54.27482,27.20836,100.7,8.29,52.31,4.96851,2023-08-11 07:10:42
"88","$2023-08-11 07:10:44",5540462,6021217,-6.9020042,74.6074,54.29923,27.22171,100.7,8.29,52.31,4.96851,2023-08-11 07:10:44
"89","$2023-08-11 07:10:46",5540155,6020937,-6.8873959,42.5746,54.29008,27.23506,100.4,8.29,52.31,4.96851,2023-08-11 07:10:46
"90","$2023-08-11 07:10:48",5539634,6020643,-6.8842793,9.0207,54.27176,27.26444,101,8.29,52.31,4.96851,2023-08-11 07:10:48
"91","$2023-08-11 07:10:56",5538829,6019709,-6.8864317,1.3159,54.22446,27.26444,95.6,8.29,52.31,4.96851,2023-08-11 07:10:56
"92","$2023-08-11 07:10:58",5539115,6019732,-6.8852377,3.4921,54.26108,27.26444,100.7,8.29,52.31,4.96851,2023-08-11 07:10:58
"93","$2023-08-11 07:11:00",5538484,6019414,-6.8839855,3.7445,54.20157,27.26444,98.3,8.29,52.31004,4.96854,2023-08-11 07:11:00
"94","$2023-08-11 07:11:12",5537024,6018120,-6.891263,1.2781,54.14817,27.30717,98.6,8.29,52.30993,4.96867,2023-08-11 07:11:12
"95","$2023-08-11 07:11:14",5536766,6017850,-6.8905983,1.971,54.16648,27.27779,98.6,8.29,52.30993,4.96867,2023-08-11 07:11:14
"96","$2023-08-11 07:11:16",5536534,6017605,-6.8902006,1.2031,54.14817,27.30717,96.6,8.29,52.30993,4.96867,2023-08-11 07:11:16
"97","$2023-08-11 07:11:18",5536357,6017423,-6.8898935,0.8994,54.10086,27.30717,100,8.29,52.30993,4.96867,2023-08-11 07:11:18
"98","$2023-08-11 07:11:20",5536071,6017121,-6.8898478,0.1303,54.09781,27.29115,103.4,8.29,52.30991,4.96868,2023-08-11 07:11:20
"99","$2023-08-11 07:11:30",5535238,6016390,-6.8914394,0.2633,54.0322,27.32052,100.7,8.29,52.30989,4.96881,2023-08-11 07:11:30
"100","$2023-08-11 07:11:40",5533887,6015131,-6.8943224,2.4726,53.95438,27.36324,100,8.29,52.30989,4.96881,2023-08-11 07:11:40
"101","$2023-08-11 07:11:42",5533640,6014911,-6.8935976,2.0939,53.92233,27.37659,101,8.29,52.30989,4.96881,2023-08-11 07:11:42
"102","$2023-08-11 07:11:46",5533481,6014538,-6.8939304,0.1666,53.9086,27.36324,103.8,8.29,52.30989,4.96881,2023-08-11 07:11:46
"103","$2023-08-11 07:11:48",5533047,6014338,-6.8933182,1.7975,53.89639,27.37659,99.7,8.29,52.30989,4.96881,2023-08-11 07:11:48
"104","$2023-08-11 07:11:50",5533101,6014217,-6.8930693,0.7334,53.89945,27.38995,100,8.29,52.30996,4.96899,2023-08-11 07:11:50
"105","$2023-08-11 07:12:12",5529977,6011429,-6.8999825,0.3243,53.785,27.41932,99.7,8.28,52.31009,4.96935,2023-08-11 07:12:12
"106","$2023-08-11 07:12:14",5529622,6011147,-6.8998652,0.3469,53.73618,27.41932,99,8.28,52.31009,4.96935,2023-08-11 07:12:14
"107","$2023-08-11 07:12:30",5527668,6009125,-6.906642,4.6973,53.69344,27.44602,99,8.28,52.3103,4.96953,2023-08-11 07:12:30
"108","$2023-08-11 07:12:32",5527543,6009042,-6.9039545,7.9621,53.65835,27.45937,99.7,8.28,52.3103,4.96957,2023-08-11 07:12:32
"109","$2023-08-11 07:12:34",5527210,6008828,-6.9025393,4.1772,53.64767,27.45937,99.3,8.28,52.3103,4.96957,2023-08-11 07:12:34
"110","$2023-08-11 07:12:44",5526198,6007764,-6.904953,0.213,53.579,27.4754,98.6,8.28,52.3103,4.96988,2023-08-11 07:12:44
"111","$2023-08-11 07:12:46",5525846,6007484,-6.9047565,0.5725,53.60342,27.48875,100.4,8.28,52.3103,4.96988,2023-08-11 07:12:46
"112","$2023-08-11 07:13:02",5523946,6005607,-6.9109201,1.6679,53.48745,27.5021,95.6,8.28,52.31027,4.97007,2023-08-11 07:13:02
"113","$2023-08-11 07:13:04",5523571,6005494,-6.9096937,3.6366,53.51034,27.5021,99.3,8.28,52.31027,4.97007,2023-08-11 07:13:04
"114","$2023-08-11 07:13:16",5522268,6004241,-6.9143314,0.5543,53.42489,27.55817,99.7,8.28,52.31016,4.97035,2023-08-11 07:13:16
"115","$2023-08-11 07:13:28",5520701,6002830,-6.9192238,0.1911,53.3959,27.6009,99.3,8.28,52.31015,4.97038,2023-08-11 07:13:28
"116","$2023-08-11 07:13:30",5520331,6002541,-6.9182262,2.9372,53.35622,27.57153,99.3,8.28,52.31015,4.97038,2023-08-11 07:13:30
"117","$2023-08-11 07:13:32",5520314,6002394,-6.9178276,1.2084,53.30586,27.55817,96.6,8.28,52.31015,4.97038,2023-08-11 07:13:32
"118","$2023-08-11 07:13:42",5519196,6001317,-6.9207048,2.1116,53.32265,27.58755,99.3,8.28,52.30987,4.97065,2023-08-11 07:13:42
"119","$2023-08-11 07:13:54",5517660,5999864,-6.9211483,1.388,53.26314,27.6009,98,8.28,52.30971,4.97077,2023-08-11 07:13:54
"120","$2023-08-11 07:13:56",5517336,5999601,-6.9208422,0.8926,53.28755,27.6009,100.4,8.28,52.30971,4.97077,2023-08-11 07:13:56
"121","$2023-08-11 07:14:06",5516347,5998489,-6.9236212,1.3289,53.196,27.6276,99.3,8.28,52.30957,4.97092,2023-08-11 07:14:06
"122","$2023-08-11 07:14:08",5515914,5998209,-6.9226484,2.8545,53.20821,27.61425,99.7,8.28,52.30957,4.97092,2023-08-11 07:14:08
"123","$2023-08-11 07:14:16",5515046,5997342,-6.9238939,1.965,53.19905,27.64363,99,8.28,52.30955,4.97092,2023-08-11 07:14:16
