"","TS","Iref","Isig","ATN","BC","RH","Temp","FR","Vbat","GPSlat","GPSlong","DST_time"
"1","$2023-08-14 08:02:11",5837150,6080570,-2.84762,0.9804,59.7879,23.04532,100.7,7.95,51.92224,4.48109,2023-08-14 08:02:11
"2","$2023-08-14 08:02:13",5836663,6080040,-2.847219,1.1699,59.6994,23.06134,100.4,7.95,51.92224,4.48109,2023-08-14 08:02:13
"3","$2023-08-14 08:02:15",5836204,6079698,-2.8468366,1.1124,59.64904,23.10139,100.4,7.95,51.92224,4.48109,2023-08-14 08:02:15
"4","$2023-08-14 08:02:23",5834328,6077902,-2.8485212,0.4734,59.51324,23.14412,100.7,7.95,51.92224,4.48109,2023-08-14 08:02:23
"5","$2023-08-14 08:02:25",5833795,6077361,-2.8480268,1.4385,59.43389,23.14412,100.7,7.95,51.92224,4.48109,2023-08-14 08:02:25
"6","$2023-08-14 08:02:27",5833358,6076907,-2.8475256,1.4541,59.43389,23.14412,100.7,7.95,51.92224,4.48109,2023-08-14 08:02:27
"7","$2023-08-14 08:02:29",5832854,6076195,-2.8465552,2.8383,59.37591,23.15747,100.7,7.95,51.92218,4.48125,2023-08-14 08:02:29
"8","$2023-08-14 08:02:31",5832363,6075739,-2.8450642,4.3436,59.36676,23.17349,101,7.95,51.92218,4.48125,2023-08-14 08:02:31
"9","$2023-08-14 08:02:33",5831894,6075309,-2.8438683,3.4651,59.29351,23.15747,101,7.95,51.92218,4.48125,2023-08-14 08:02:33
"10","$2023-08-14 08:02:35",5831317,6074663,-2.8433733,1.4304,59.24621,23.21356,101,7.95,51.92218,4.48125,2023-08-14 08:02:35
"11","$2023-08-14 08:02:37",5830828,6074191,-2.8430982,0.8014,59.24774,23.22958,101.4,7.95,51.92218,4.48125,2023-08-14 08:02:37
"12","$2023-08-14 08:02:39",5830376,6073723,-2.8425908,1.4568,59.17906,23.24293,101,7.95,51.92211,4.4814,2023-08-14 08:02:39
"13","$2023-08-14 08:02:41",5829852,6073367,-2.8425407,0.1456,59.10124,23.25628,100.7,7.95,51.92211,4.4814,2023-08-14 08:02:41
"14","$2023-08-14 08:02:47",5828346,6071493,-2.8415136,4.859,58.98985,23.28565,100.4,7.95,51.92211,4.4814,2023-08-14 08:02:47
"15","$2023-08-14 08:02:49",5827859,6071008,-2.8391213,7.0075,58.94103,23.28565,100.4,7.95,51.92211,4.48142,2023-08-14 08:02:49
"16","$2023-08-14 08:02:51",5827312,6070642,-2.8381133,2.9477,58.85252,23.29901,100.7,7.95,51.92211,4.48142,2023-08-14 08:02:51
"17","$2023-08-14 08:02:55",5826168,6069019,-2.8384824,0.7868,58.81133,23.34173,100.4,7.95,51.92211,4.48142,2023-08-14 08:02:55
