"","time","number","diam","LDSA","surface","mass","sigma","idiff","ucor","DV","T","RH","P","flow","bat","Ipump","error","PWMpump","steps","n10.00","n16.26","n26.43","n42.96","n69.83","n113.52","n184.55","n300.00","A1","A2","A3","A4","A5","Part_time"
"1",3,37777,19,32.3,51.6,0.25,1.41,0,0,360,21.6,62,1014.9,0.497,3.96,20.88,0,57,100,25427,77338,74793,1461,0,0,0,0,5.16137,2.12638,0,0,0,2023-08-14 08:05:00
"2",7,16741,22,33.4,71,0.98,1.92,2.01,3573,362,21.7,59,1014.8,0.5,3.94,19.68,0,56,100,14650,30502,18522,2629,10991,2035,0,0,3.79354,1.56286,1.37099,0,0,2023-08-14 08:05:04
"3",11,9195,21,9.1,54.2,1.36,1.93,2.01,3583,719,21.7,58,1015,0.498,3.96,20.64,0,57,100,8434,17559,12115,2019,0,2595,820,30,2.10461,0.86706,0.76061,0.37836,0,2023-08-14 08:05:08
"4",15,21015,19,26.1,135.6,5.09,1.86,1.98,3576,1199,21.7,59,1015.1,0.5,3.96,20.2,0,57,100,21524,43831,27788,718,0,3598,1210,916,4.31184,1.77639,1.55831,0.77516,0.21966,2023-08-14 08:05:12
"5",19,18727,23,28.3,151.9,5.3,1.98,2,3577,99,21.7,60,1015.2,0.496,3.96,20.48,0,57,100,14364,30306,24725,11063,3352,2412,1651,869,4.62336,2.68198,1.67089,0.83116,0.23553,2023-08-14 08:05:16
"6",23,10393,31,22.3,141.2,4.43,2.32,1.99,3576,362,21.7,60,1014.9,0.5,3.96,20.48,0,57,100,6372,13254,10205,4904,6853,6626,348,688,3.9975,2.31892,2.04482,0.71865,0.20364,2023-08-14 08:05:20
"7",27,11851,28,24.9,152.3,5.02,2.32,2,3572,719,21.7,59,1015,0.501,3.96,19.52,0,56,100,8513,17569,12502,3958,5345,6732,773,766,4.15251,2.40884,2.12411,0.83502,0.21154,2023-08-14 08:05:24
"8",31,15519,24,28,143.5,3.54,2.26,1.99,3571,1199,21.8,58,1015.1,0.5,3.96,20,0,57,100,14055,28568,16766,0,2739,9922,1421,68,4.43697,2.57386,2.26962,0.89222,0.16805,2023-08-14 08:05:28
"9",35,9970,49,28.6,163.7,3.98,1.96,1.98,3573,100,21.8,58,1015.1,0.501,3.96,19.8,0,57,62,1467,3967,7975,12129,12235,8650,489,332,4.61763,3.9394,2.36203,0.92854,0.17489,2023-08-14 08:05:32
"10",39,10215,47,29.5,165,4.3,1.95,2,3575,361,21.7,58,1014.9,0.501,3.96,19.48,0,57,73,1500,4105,8610,13072,12332,8057,214,513,4.62245,3.94351,2.24977,0.92951,0.17507,2023-08-14 08:05:36
"11",43,10907,46,30,163.1,4.04,1.93,2.01,3575,718,21.8,58,1014.7,0.5,3.96,19.44,0,57,100,1651,4473,9383,14230,13420,8049,9,471,4.73493,4.03947,2.30451,0.88169,0.17933,2023-08-14 08:05:40
"12",47,10744,45,27.4,177,5.7,1.91,2.01,3572,1199,21.7,57,1014.9,0.5,3.96,19.48,0,56,100,1450,4477,9752,15573,15052,2497,1169,940,4.53352,3.86764,2.20649,0.84419,0.2694,2023-08-14 08:05:44
"13",51,10484,47,28.6,171.9,4.95,1.92,1.98,3569,99,21.8,58,1014.9,0.5,3.95,19.32,0,56,34,1445,4074,8739,13806,14161,6658,0,796,4.66785,3.99381,2.27187,0.8692,0.27738,2023-08-14 08:05:48
"14",55,10359,51,30.3,177,4.18,1.94,2.01,3569,362,21.8,58,1015.1,0.5,3.96,19.36,0,56,100,1393,3700,7594,12087,13897,9414,734,269,4.99439,4.27319,2.5993,0.93001,0.29679,2023-08-14 08:05:52
"15",59,10285,49,30,186.9,5.32,1.99,2,3571,718,21.8,57,1014.9,0.5,3.95,19.08,0,56,70,1548,4039,8187,12518,12990,8140,618,695,4.8744,4.17054,2.53686,1.0158,0.28966,2023-08-14 08:05:56
"16",63,10146,51,29.5,172.7,3.88,1.95,2.01,3569,1198,21.8,57,1015,0.5,3.96,18.8,0,56,72,1358,3725,7582,11861,12780,9644,1000,127,4.90483,4.19657,2.5527,1.02214,0.18212,2023-08-14 08:06:00
"17",67,10280,48,29.4,174.3,4.16,2.02,1.98,3569,99,21.8,57,1015,0.5,3.96,19.16,0,56,72,1790,4604,8032,11558,12174,9300,1031,225,4.89326,4.07483,2.54667,1.01973,0.18169,2023-08-14 08:06:04
"18",71,10777,47,30.3,175.8,4.46,2.01,2.02,3571,361,21.8,56,1014.8,0.5,3.96,18.92,0,56,78,1924,4963,9029,12917,12410,8699,721,404,4.93335,4.10821,2.44682,1.02809,0.18318,2023-08-14 08:06:08
"19",75,11696,45,31.2,173.5,4.29,1.99,1.99,3569,718,21.8,56,1014.9,0.501,3.96,18.44,0,56,100,2289,5738,9961,14019,14036,8893,0,490,5.06032,4.21395,2.5098,0.9016,0.1879,2023-08-14 08:06:12
"20",79,11319,47,31.2,168.6,3.88,1.97,2.01,3569,1198,21.8,56,1015,0.5,3.96,19.2,0,56,99,2011,5126,9211,13419,14106,9414,4,347,5.02844,4.1874,2.49399,0.89592,0.19611,2023-08-14 08:06:16
"21",83,12730,41,32.8,179.7,4.74,2.08,2,3569,100,21.8,56,1014.9,0.5,3.96,18.88,0,56,98,3724,8618,11670,13745,13368,8353,253,593,5.16985,4.16203,2.56412,0.92111,0.20163,2023-08-14 08:06:20
"22",87,11958,43,31.7,169.9,4.29,2.02,1.99,3567,361,21.8,56,1014.9,0.5,3.96,18.28,0,56,99,2826,6826,10682,13963,13421,8425,0,521,5.03581,4.05412,2.39798,0.89723,0.1964,2023-08-14 08:06:24
"23",91,11647,41,30.8,168,4.3,2.03,2.01,3569,718,21.9,56,1014.9,0.499,3.96,18.76,0,56,37,2693,7154,11222,14881,12827,3460,2806,146,4.76148,3.83327,2.26735,0.95162,0.1857,2023-08-14 08:06:28
"24",95,10481,41,27.9,164.7,5.37,2.04,1.99,3568,1198,21.8,56,1015,0.499,3.96,18.44,0,56,65,2608,6415,10076,12973,11260,5313,0,1022,4.31586,3.47452,2.05515,0.86256,0.21324,2023-08-14 08:06:32
"25",99,12296,33,26.9,169.8,5.82,2.22,1.98,3567,99,21.9,56,1015.1,0.499,3.96,19.08,0,56,100,6276,13475,12996,9770,8408,6051,178,1109,4.53545,3.0614,2.15971,0.90644,0.22409,2023-08-14 08:06:36
"26",103,12013,35,28.9,180.2,5.84,2.27,2,3567,361,21.9,56,1015.1,0.501,3.96,18.48,0,56,100,5813,12440,11755,8925,9187,7354,487,967,4.78927,3.23273,2.41566,0.95717,0.23664,2023-08-14 08:06:40
"27",107,13085,30,29.9,168.8,5.11,2.3,2,3567,718,21.8,56,1015.2,0.501,3.95,18.56,0,56,100,8320,17447,13750,6485,6473,7685,1238,609,4.61035,3.11196,2.32541,0.97213,0.22779,2023-08-14 08:06:44
"28",111,16468,24,29.8,145.9,3.04,2.28,1.98,3569,1198,21.9,56,1015.1,0.5,3.96,18.2,0,55,100,14355,30215,18042,0,91,15334,0,0,4.64542,3.13564,2.3431,0.97953,0.05198,2023-08-14 08:06:48
"29",115,12846,35,29.4,154.4,3.09,2.25,1.98,3567,98,21.9,56,1015.1,0.5,3.96,18.32,0,55,93,5745,13831,13731,10239,3007,14275,47,0,4.7426,3.77636,2.39212,1.00002,0.05307,2023-08-14 08:06:52
"30",119,11079,44,29.1,162.3,3.5,2.08,1.97,3567,361,21.8,56,1014.9,0.5,3.96,17.8,0,55,100,2671,6599,9750,12162,10795,9456,1019,47,4.88804,3.89217,2.39624,1.03069,0.0547,2023-08-14 08:06:56
"31",123,11178,44,29.6,155.4,3.13,2.03,1.98,3568,718,21.8,56,1015,0.499,3.96,18.08,0,55,71,2557,6326,9484,12254,12008,10006,258,76,4.87869,3.88473,2.39166,0.94098,0.05459,2023-08-14 08:07:00
"32",127,11478,41,28.1,164.5,4.51,2.08,1.99,3565,1198,21.9,56,1015.1,0.5,3.96,17.84,0,55,72,3286,7751,10806,12761,11268,7869,4,645,4.67651,3.72374,2.29255,0.90198,0.13698,2023-08-14 08:07:04
"33",131,10986,46,30.9,165.8,3.67,2,2,3565,99,21.9,56,1015,0.5,3.96,17.56,0,55,100,2101,5315,9007,12615,12843,9480,510,185,4.97625,4.05352,2.43948,0.95979,0.14576,2023-08-14 08:07:08
"34",135,9481,49,29.6,150.4,3.11,2,2,3569,361,21.9,56,1015.2,0.5,3.96,17.72,0,55,69,1657,4231,7147,10340,11620,9185,730,17,4.5139,3.6769,2.31765,0.87062,0.13222,2023-08-14 08:07:12
"35",139,11108,44,30.2,153.7,2.97,2.06,2,3567,717,21.9,56,1015.2,0.5,3.96,17.44,0,55,82,2837,6676,8890,11002,12783,10256,155,37,4.81314,3.92066,2.47129,0.82333,0.14098,2023-08-14 08:07:16
"36",143,12255,40,31,157.8,2.96,2.16,2,3568,1198,21.9,56,1015.1,0.5,3.96,17.56,0,55,71,4264,9895,10454,10201,11350,11908,0,0,4.97958,4.05623,2.55675,0.8518,0.08265,2023-08-14 08:07:20
"37",147,11852,42,30.5,157.2,2.93,2.11,1.98,3568,100,21.9,55,1015,0.501,3.96,17.68,0,55,87,3480,8391,9784,10867,12113,11527,0,0,4.96354,4.07961,2.54851,0.84906,0.08238,2023-08-14 08:07:24
"38",151,11498,45,30.1,148.6,2.75,1.95,2.02,3567,361,21.9,55,1015.2,0.5,3.95,17.28,0,55,76,2156,5604,9888,14014,13488,9275,21,40,4.87335,4.00548,2.27793,0.83363,0.08088,2023-08-14 08:07:28
"39",155,11781,43,30.2,147.2,2.84,1.97,2,3567,717,21.9,55,1015.2,0.5,3.96,17.68,0,55,85,2473,6339,10663,14464,12975,8804,8,99,4.80496,3.94927,2.24597,0.80408,0.07975,2023-08-14 08:07:32
"40",159,11835,44,30.8,149.8,2.71,1.95,2,3568,1196,21.9,55,1015.1,0.5,3.96,17.56,0,55,86,2279,5957,10306,14435,13652,9419,13,21,4.95435,4.07205,2.31579,0.82908,0.06682,2023-08-14 08:07:36
"41",163,11983,42,30.7,145.4,2.6,2,1.98,3568,100,21.9,55,1015,0.5,3.96,17.48,0,55,77,2862,7086,10717,13797,12988,9318,11,4,4.87887,3.9035,2.28051,0.81645,0.0658,2023-08-14 08:07:40
"42",167,12765,36,29.9,148.6,2.8,2.24,2,3567,360,21.9,55,1015.2,0.5,3.96,17.56,0,55,100,5924,13966,11017,7527,10736,11321,0,0,4.74025,3.79259,2.40599,0.79325,0.06393,2023-08-14 08:07:44
"43",171,13263,37,28.8,152.1,2.69,2.2,1.99,3565,717,21.9,55,1014.9,0.499,3.96,18.08,0,55,100,5796,13824,9124,6610,18437,9059,0,0,5.04032,4.03268,2.55829,0.67526,0.06798,2023-08-14 08:07:48
"44",175,12087,40,27.7,144.6,2.56,2.14,2,3563,1197,21.9,55,1015.1,0.5,3.96,17.36,0,55,100,4595,9971,9035,8660,16190,8824,0,0,4.77947,3.82398,2.42589,0.64031,0.16331,2023-08-14 08:07:52
"45",179,11227,48,30.3,150.9,2.65,1.91,2.01,3567,100,22,55,1015.1,0.5,3.96,17.08,0,55,100,1862,4833,8141,12654,16767,8945,0,0,4.9279,4.13322,2.50123,0.6602,0.16839,2023-08-14 08:07:56
"46",183,12432,45,31.2,151.3,2.58,1.87,2,3564,361,22,55,1015.1,0.5,3.96,17.24,0,55,93,1935,5235,10388,16047,17051,8254,0,2,5.14798,4.31782,2.38527,0.68969,0.17591,2023-08-14 08:08:00
"47",187,11554,45,31,156.2,3.31,1.92,1.99,3565,718,22,55,1015,0.5,3.95,17.28,0,55,94,1902,5037,9950,14847,14393,8378,3,238,4.91513,4.12251,2.27737,0.81479,0.16795,2023-08-14 08:08:04
"48",191,11808,46,30.9,150.8,2.69,1.9,2,3567,1197,21.9,55,1015.1,0.5,3.96,17.16,0,55,91,1865,5150,10141,15154,14373,9249,8,14,4.98982,4.18516,2.31198,0.82717,0.07632,2023-08-14 08:08:08
"49",195,12113,42,30.3,144.9,2.73,1.99,2.02,3565,99,22,55,1015.1,0.5,3.96,17.12,0,54,95,2928,7275,11229,14398,12772,8698,22,74,4.80865,3.88437,2.22804,0.79714,0.07355,2023-08-14 08:08:12
"50",199,12730,42,30.5,151.8,2.92,1.98,1.99,3567,361,21.9,55,1015,0.5,3.96,17,0,54,98,2979,7462,11894,15517,13576,8775,10,111,5.03904,4.07047,2.30028,0.83533,0.07708,2023-08-14 08:08:16
"51",203,13361,39,30.5,144.9,2.5,2.02,2,3564,717,21.9,55,1015,0.5,3.95,17.36,0,54,97,3907,9620,12421,14588,14169,8608,0,0,5.00977,4.04683,2.28692,0.68494,0.07663,2023-08-14 08:08:20
"52",207,12860,41,30.6,142.7,2.45,1.99,2.01,3568,1198,21.9,55,1015.2,0.5,3.96,17.32,0,54,100,3381,8253,11708,14720,14692,8177,5,1,4.94377,3.99351,2.25679,0.67592,0.10197,2023-08-14 08:08:24
"53",211,12098,45,30.2,143.6,2.43,1.84,2.01,3564,100,22,55,1014.8,0.5,3.96,17.12,0,54,100,1605,4843,10534,16649,16072,7618,3,4,4.92777,4.16221,2.24949,0.67373,0.10164,2023-08-14 08:08:28
"54",215,11117,48,29.8,147.3,2.55,1.89,2.02,3564,361,22,55,1015.1,0.5,3.96,17.16,0,54,92,1661,4928,7793,12551,17445,8303,0,0,4.84907,4.09574,2.41836,0.66297,0.10002,2023-08-14 08:08:32
"55",219,10936,48,31,160.2,3.23,1.93,1.99,3564,717,21.9,55,1015,0.5,3.95,16.76,0,54,63,1657,4502,8646,13063,13522,10303,0,127,4.93852,4.17129,2.46297,0.90487,0.10187,2023-08-14 08:08:36
"56",223,10952,48,30.8,158.6,3.01,1.93,2.01,3565,1197,22,55,1015.2,0.5,3.96,16.76,0,54,67,1614,4399,8542,13033,13784,10366,128,30,4.96089,4.19018,2.47412,0.90896,0.11696,2023-08-14 08:08:40
"57",227,10752,50,30.7,159.1,2.98,1.91,2.02,3565,100,22,55,1015.2,0.5,3.96,16.92,0,54,60,1450,4032,8120,12736,13915,10521,173,2,4.96766,4.21567,2.4775,0.91021,0.11712,2023-08-14 08:08:44
"58",231,11157,47,30.5,158.8,3.31,1.92,1.99,3564,361,22,55,1015,0.5,3.96,16.84,0,54,78,1644,4534,9282,14102,13671,9445,0,192,4.90744,4.16457,2.35503,0.89917,0.1157,2023-08-14 08:08:48
"59",235,11222,48,30.4,157.9,2.95,1.9,1.99,3564,717,22,55,1015.2,0.5,3.96,17.04,0,54,69,1549,4314,8880,13832,14405,10148,6,43,5.02891,4.26765,2.41332,0.88759,0.11856,2023-08-14 08:08:52
"60",239,11096,48,31.3,155.9,3,1.9,2.02,3563,1197,22,55,1015,0.5,3.96,17.4,0,54,100,1572,4332,8909,13794,14140,9750,0,83,4.94668,4.19787,2.37386,0.87307,0.13478,2023-08-14 08:08:56
