Partector2 SN 8365
Firmware: rev 275
Hardware: rev 3.2
BLE firmware: rev 9
Calibration: 6.20, calibrated on 21.2.2023
Cal params 1: -2.95, 20.53, 3.85, 0.970, 0.00000682, 1.07, 60, 100
Cal params 2: -4.94, 42.87, 13.57, 0.933, 150, 360
Cal params 3: -19.14, 81.95, 31.46, 0.792, 300, 720
Start: 5.10.2023 10:59:50
statistics: 249572 LDSAmin, 12333 min, 370878 pulses
settings 1: 2.00 Idiff, 50 P, 100 D, 0.5 duty cycle, 2.0 pulse period, 1 zeroHV, 1 pulsing
settings 2: 1820 dp setpoint, 10 P, 500 I, 0.50 flow%
settings 3: 0 integration time, 1 adaptive DV, 4 multi DV, 0 multiDV on, 20 DV switchtime, 1 antispike, 90 RH shutdown, 80 RH autoheat, 1.00 RH corr, 0 RTCcal, 0.00 offs 1T, 0.00 offs 2T, 0.00 offs 4T, 3 ADCmedian, 0 SD, 0 heater, 989.0 dPcal_p, 293.6 dPcal_T, 988.0 cal_p, 296.6 cal_T, 123 compensation, 0 OEM
settings 4: 999999 alarmlevel, 0 USBtransmit, 0 bluetooth, 15 brightness, 127 contrast, 1 low power, 1 selftest, 360000 selftest interval, 0 autopower
environment: T 12.6...35.7, RH 13.0...81.9
gain	1516.0	1553.0
startup	1454.3	1491.3
ST: Ipump 17.2mA	Display 16.4V	CE -23.6V	+ 2.50V	- -2.50V

time	number	diam	LDSA	surface	mass	A1	A2	idiff	HV	EM1	EM2	DV	T	RH	P	flow	bat	Ipump	error	PWMpump
4021.0	   4175	 36	 8.06	37.77	0.75	1.299	0.488	0.00	273	-1.56	-0.93	361	23.2	49	1025.4	0.500	3.95	15.12	0	52
4022.0	   4376	 33	 7.84	34.42	0.64	1.264	0.439	2.03	3572	2.62	1.00	361	23.2	49	1025.4	0.500	3.95	14.84	0	52
4023.0	   4089	 34	 7.45	33.21	0.63	1.201	0.425	0.00	276	-1.25	-0.50	361	23.2	49	1025.5	0.500	3.95	14.80	0	52
4024.0	   4016	 34	 7.31	32.57	0.61	1.179	0.417	2.00	3572	2.56	1.06	362	23.2	49	1025.5	0.500	3.94	15.32	0	52
4025.0	   4495	 32	 7.67	32.34	0.57	1.237	0.408	0.00	273	-1.68	-0.62	362	23.2	49	1025.5	0.500	3.94	15.20	0	52
4026.0	   4945	 31	 8.11	32.98	0.56	1.307	0.412	2.00	3571	2.49	1.12	362	23.2	49	1025.7	0.500	3.95	15.20	0	52
4027.0	   3886	 38	 7.97	39.37	0.83	1.285	0.513	0.00	272	-1.43	-0.81	362	23.2	49	1025.7	0.499	3.95	14.92	0	52
4028.0	   3649	 39	 7.75	39.47	0.86	1.249	0.516	2.05	3572	2.62	1.00	360	23.2	49	1025.7	0.500	3.95	15.12	0	52
4029.0	   3951	 35	 7.44	34.20	0.67	1.201	0.441	0.00	277	-1.31	-0.93	362	23.2	49	1025.3	0.500	3.95	15.32	0	52
4030.0	   3694	 35	 6.97	32.04	0.62	1.124	0.413	2.02	3571	2.74	1.12	362	23.2	49	1025.3	0.500	3.95	15.24	0	52
4031.0	   3847	 36	 7.51	35.61	0.72	1.212	0.461	0.00	271	-1.50	-0.75	361	23.2	49	1025.3	0.500	3.95	14.80	0	52
4032.0	   5550	 27	 8.10	29.77	0.46	1.306	0.357	2.00	3572	2.93	1.00	362	23.2	49	1025.4	0.500	3.95	14.96	0	52
4033.0	   6004	 25	 7.95	26.88	0.38	1.282	0.309	0.00	275	-1.25	-0.44	362	23.2	49	1025.4	0.500	3.95	15.16	0	52
4034.0	   5277	 29	 8.04	30.71	0.49	1.297	0.374	1.99	3572	2.37	1.06	362	23.2	49	1025.4	0.500	3.94	15.40	0	52
4035.0	   5220	 29	 7.96	30.39	0.48	1.283	0.371	0.00	272	-1.56	-0.75	361	23.2	49	1025.5	0.500	3.95	14.92	0	52
4036.0	   5605	 27	 8.01	28.96	0.44	1.293	0.345	1.98	3571	2.62	1.06	361	23.2	49	1025.5	0.500	3.95	15.16	0	52
4037.0	   5370	 29	 8.34	32.41	0.53	1.346	0.398	0.00	272	-1.68	-0.62	362	23.2	49	1025.5	0.500	3.95	15.20	0	52
4038.0	   4641	 33	 8.32	36.56	0.68	1.341	0.467	2.00	3572	2.56	1.18	362	23.2	49	1025.4	0.500	3.95	15.40	0	52
4039.0	   4241	 35	 8.14	38.02	0.75	1.314	0.491	0.00	271	-1.62	-0.62	362	23.2	49	1025.4	0.500	3.95	15.20	0	52
4040.0	   4712	 32	 8.12	34.53	0.62	1.310	0.437	1.97	3571	2.43	1.18	362	23.3	49	1025.4	0.500	3.95	14.84	0	52
4041.0	   5364	 28	 8.03	30.20	0.47	1.295	0.366	0.00	269	-2.12	-0.62	362	23.3	49	1025.5	0.500	3.95	15.24	0	52
4042.0	   4105	 35	 7.78	35.91	0.70	1.255	0.463	1.99	3572	2.68	0.93	362	23.3	49	1025.5	0.500	3.94	15.24	0	52
4043.0	   4152	 35	 7.81	35.84	0.70	1.260	0.462	0.00	272	-2.12	-0.81	362	23.2	49	1025.5	0.499	3.95	15.12	0	52
4044.0	   5808	 27	 8.48	31.23	0.48	1.368	0.375	2.03	3571	2.99	1.06	361	23.2	49	1025.7	0.500	3.95	14.96	0	52
4045.0	   5890	 28	 8.70	32.37	0.50	1.404	0.390	0.00	272	-1.50	-0.81	362	23.2	49	1025.7	0.500	3.95	15.00	0	52
4046.0	   4545	 33	 8.03	34.86	0.64	1.295	0.443	1.97	3571	2.18	1.00	361	23.2	49	1025.7	0.500	3.94	15.44	0	52
4047.0	   3094	 43	 7.28	40.58	0.97	1.175	0.532	0.00	269	-1.31	-0.75	362	23.2	49	1025.4	0.500	3.95	15.40	0	52
4048.0	   2959	 46	 7.51	44.67	1.15	1.211	0.585	1.98	3570	2.31	1.43	361	23.2	49	1025.4	0.501	3.95	15.16	0	52
4049.0	   4016	 38	 8.42	42.41	0.91	1.358	0.554	0.00	272	-1.62	-0.81	361	23.2	49	1025.4	0.500	3.95	14.80	0	52
4050.0	   4527	 35	 8.54	39.24	0.76	1.377	0.506	2.05	3574	2.74	1.00	361	23.2	49	1025.6	0.500	3.95	15.08	0	52
4051.0	   3875	 36	 7.64	36.49	0.74	1.232	0.473	0.00	272	-1.56	-0.69	362	23.2	49	1025.6	0.500	3.95	15.40	0	52
4052.0	   3943	 34	 7.15	31.77	0.60	1.153	0.406	1.98	3571	2.49	1.18	361	23.2	49	1025.6	0.500	3.95	15.12	0	52
4053.0	   4736	 31	 8.01	33.51	0.59	1.292	0.422	0.00	271	-1.68	-0.62	361	23.2	49	1025.4	0.500	3.95	15.00	0	52
4054.0	   4364	 34	 8.15	37.18	0.72	1.315	0.478	2.00	3572	2.62	1.18	362	23.2	49	1025.4	0.500	3.95	15.16	0	52
4055.0	   4608	 31	 7.55	30.72	0.52	1.218	0.383	0.00	275	-1.75	-0.69	362	23.3	49	1025.4	0.499	3.95	15.32	0	52
4056.0	   6088	 25	 8.06	27.25	0.38	1.300	0.302	2.01	3571	2.24	0.87	362	23.3	49	1025.5	0.500	3.95	15.40	0	52
4057.0	   5485	 28	 8.05	29.76	0.46	1.299	0.358	0.00	271	-1.68	-0.44	362	23.3	49	1025.5	0.500	3.95	14.92	0	52
4058.0	   4032	 37	 8.04	38.76	0.79	1.296	0.503	2.00	3571	2.74	1.18	362	23.3	49	1025.5	0.500	3.95	15.04	0	52
4059.0	   3776	 40	 8.30	43.63	0.98	1.339	0.572	0.00	272	-1.81	-0.56	361	23.3	49	1025.6	0.500	3.95	15.36	0	52
4060.0	   3789	 38	 7.96	40.16	0.86	1.283	0.525	2.00	3574	2.56	1.00	361	23.3	49	1025.6	0.500	3.94	15.44	0	52
4061.0	   4066	 36	 7.92	37.43	0.75	1.277	0.485	0.00	271	-1.68	-0.62	362	23.2	49	1025.6	0.500	3.94	15.00	0	52
4062.0	   4415	 35	 8.36	38.58	0.75	1.349	0.497	1.99	3571	3.05	1.18	361	23.2	49	1025.4	0.500	3.93	15.00	0	52
4063.0	   4515	 35	 8.58	39.67	0.78	1.383	0.512	0.00	271	-1.62	-0.62	362	23.2	49	1025.4	0.500	3.95	15.32	0	52
4064.0	   4380	 33	 7.92	35.08	0.66	1.277	0.448	2.00	3571	2.56	1.12	362	23.2	49	1025.4	0.499	3.95	15.44	0	52
4065.0	   3909	 37	 7.82	37.86	0.78	1.262	0.492	0.01	271	-1.68	-0.93	362	23.2	49	1025.6	0.500	3.95	15.16	0	52
4066.0	   4225	 36	 8.35	40.01	0.81	1.347	0.519	2.00	3571	2.43	1.25	362	23.2	49	1025.6	0.500	3.95	15.08	0	52
4067.0	   5019	 31	 8.49	35.47	0.62	1.369	0.446	0.00	269	-1.81	-1.06	363	23.2	49	1025.6	0.500	3.94	15.08	0	52
4068.0	   4764	 33	 8.47	37.02	0.68	1.367	0.472	2.04	3572	2.87	1.00	361	23.2	49	1025.5	0.500	3.94	15.36	0	52
4069.0	   4991	 32	 8.51	35.86	0.64	1.373	0.452	0.00	273	-1.62	-0.69	362	23.2	49	1025.5	0.500	3.95	15.28	0	52
4070.0	   5873	 28	 8.74	32.70	0.51	1.410	0.395	1.99	3572	2.74	0.93	362	23.2	49	1025.5	0.499	3.95	15.12	0	53
4071.0	   5354	 31	 8.79	35.79	0.61	1.417	0.447	0.00	272	-1.87	-0.50	362	23.2	49	1025.5	0.500	3.95	14.76	0	52
4072.0	   4422	 33	 7.98	35.31	0.66	1.287	0.451	1.99	3574	2.56	1.00	361	23.2	49	1025.5	0.500	3.95	15.20	0	52
4073.0	   4136	 34	 7.68	34.86	0.67	1.239	0.448	0.00	272	-1.43	-0.44	361	23.3	49	1025.5	0.500	3.95	15.24	0	52
4074.0	   4298	 33	 7.72	33.98	0.63	1.244	0.434	2.00	3571	2.74	1.06	361	23.3	49	1025.6	0.500	3.95	15.48	0	52
4075.0	   3862	 38	 7.95	39.39	0.83	1.282	0.514	0.00	272	-1.56	-0.69	362	23.3	49	1025.6	0.500	3.95	14.96	0	52
4076.0	   3894	 39	 8.39	43.34	0.96	1.354	0.567	1.97	3574	2.62	1.25	361	23.3	49	1025.6	0.500	3.95	14.92	0	52
4077.0	   3713	 39	 7.87	40.08	0.87	1.270	0.524	0.00	271	-1.75	-0.62	362	23.3	49	1025.6	0.500	3.95	14.96	0	52
4078.0	   4042	 36	 7.96	37.96	0.77	1.283	0.492	1.97	3572	2.62	1.12	362	23.3	49	1025.6	0.500	3.95	15.20	0	52
4079.0	   4383	 34	 8.16	37.09	0.71	1.316	0.477	0.00	272	-1.62	-0.62	361	23.2	49	1025.6	0.499	3.95	15.20	0	52
4080.0	   3916	 37	 7.96	39.10	0.82	1.285	0.509	2.00	3572	2.49	1.18	361	23.2	49	1025.4	0.500	3.94	14.84	0	52
4081.0	   3128	 45	 7.79	45.63	1.15	1.257	0.598	0.00	275	-1.25	-0.62	362	23.2	49	1025.4	0.499	3.95	14.84	0	53
4082.0	   3454	 42	 8.02	44.16	1.04	1.293	0.579	2.01	3574	2.49	1.12	363	23.3	49	1025.4	0.500	3.95	15.40	0	52
4083.0	   4224	 36	 8.37	40.14	0.82	1.350	0.521	0.00	272	-1.75	-0.81	362	23.3	49	1025.7	0.500	3.95	15.16	0	52
4084.0	   3832	 39	 8.10	41.13	0.89	1.307	0.538	2.00	3570	3.05	1.06	361	23.3	49	1025.7	0.500	3.95	15.12	0	52
4085.0	   3709	 39	 7.87	40.11	0.87	1.270	0.524	0.01	273	-1.68	-0.69	362	23.2	49	1025.7	0.500	3.95	14.84	0	52
4086.0	   3822	 38	 7.97	40.01	0.86	1.286	0.522	2.01	3571	2.31	1.12	362	23.2	49	1025.4	0.500	3.94	15.20	0	52
4087.0	   4597	 33	 8.19	35.86	0.66	1.321	0.457	0.00	272	-1.56	-0.87	362	23.2	49	1025.4	0.500	3.95	14.88	0	52
4088.0	   4684	 34	 8.60	38.65	0.73	1.388	0.496	2.02	3572	2.49	1.06	362	23.2	49	1025.4	0.500	3.94	15.08	0	52
4089.0	   4494	 34	 8.28	37.33	0.71	1.336	0.479	0.00	272	-1.81	-0.81	362	23.2	49	1025.5	0.500	3.95	14.68	0	52
4090.0	   4114	 34	 7.68	34.98	0.67	1.239	0.450	2.01	3574	2.37	0.93	361	23.2	49	1025.5	0.499	3.94	15.12	0	52
4091.0	   4118	 35	 7.89	36.80	0.73	1.273	0.475	0.00	272	-1.81	-0.75	361	23.3	49	1025.5	0.500	3.95	15.28	0	52
4092.0	   4407	 35	 8.33	38.34	0.75	1.343	0.494	1.99	3574	2.93	1.06	362	23.3	49	1025.6	0.500	3.95	15.32	0	52
4093.0	   3384	 43	 8.01	44.90	1.08	1.293	0.589	0.00	272	-1.68	-1.00	362	23.3	49	1025.6	0.500	3.95	15.00	0	52
4094.0	   3290	 41	 7.44	40.10	0.93	1.201	0.526	1.99	3570	2.68	1.37	362	23.2	49	1025.6	0.500	3.94	14.84	0	52
4095.0	   4229	 35	 8.05	37.31	0.73	1.299	0.481	0.00	271	-1.43	-0.69	362	23.2	49	1025.5	0.500	3.95	15.04	0	52
4096.0	   4798	 32	 8.21	34.71	0.62	1.325	0.438	1.98	3570	3.05	1.31	362	23.2	49	1025.5	0.500	3.95	15.56	0	52
4097.0	   4791	 32	 8.25	35.06	0.63	1.331	0.443	0.00	272	-1.31	-0.50	361	23.2	49	1025.5	0.500	3.95	15.24	0	52
4098.0	   4213	 34	 7.78	35.16	0.67	1.256	0.451	1.99	3571	2.37	1.12	362	23.2	49	1025.4	0.499	3.94	15.00	0	52
4099.0	   4200	 33	 7.45	32.45	0.60	1.201	0.413	0.00	275	-1.68	-0.62	362	23.2	49	1025.4	0.500	3.95	15.00	0	52
4100.0	   4703	 32	 8.12	34.53	0.62	1.309	0.437	1.97	3571	2.49	1.12	362	23.2	49	1025.4	0.500	3.94	15.36	0	52
4101.0	   4034	 37	 8.02	38.63	0.79	1.294	0.502	0.00	269	-1.56	-0.75	362	23.2	49	1025.6	0.500	3.95	15.08	0	52
4102.0	   4598	 31	 7.67	31.66	0.55	1.236	0.397	1.99	3571	2.56	1.06	362	23.2	49	1025.6	0.500	3.95	15.08	0	52
4103.0	   5021	 29	 7.70	29.54	0.47	1.241	0.361	0.00	273	-1.81	-0.50	362	23.2	49	1025.6	0.500	3.95	15.28	0	52
4104.0	   4681	 30	 7.56	30.38	0.51	1.220	0.378	2.02	3574	2.56	1.00	362	23.2	49	1025.7	0.499	3.95	15.32	0	52
4105.0	   3503	 38	 7.17	35.40	0.74	1.157	0.461	0.00	272	-1.81	-0.50	362	23.2	49	1025.7	0.500	3.95	15.08	0	52
4106.0	   3633	 40	 8.01	42.18	0.95	1.292	0.553	1.99	3570	2.93	1.31	362	23.2	49	1025.7	0.500	3.94	14.88	0	52
4107.0	   5350	 31	 8.86	36.37	0.63	1.429	0.455	0.00	275	-1.62	-0.81	361	23.2	49	1025.6	0.499	3.95	15.32	0	52
4108.0	   5289	 30	 8.56	34.46	0.58	1.381	0.428	2.01	3572	2.43	0.81	362	23.2	49	1025.6	0.500	3.95	15.44	0	52
4109.0	   4126	 36	 8.14	38.92	0.79	1.313	0.505	0.00	272	-1.62	-0.81	362	23.3	49	1025.6	0.500	3.95	14.92	0	52
4110.0	   4695	 31	 7.89	32.79	0.57	1.272	0.412	2.00	3571	2.93	1.25	362	23.3	49	1025.4	0.500	3.94	14.80	0	52
4111.0	   5060	 30	 8.27	33.59	0.57	1.334	0.419	0.00	275	-1.50	-0.93	362	23.3	49	1025.4	0.500	3.95	15.40	0	52
4112.0	   4879	 32	 8.44	36.00	0.65	1.362	0.456	2.01	3571	2.62	1.37	362	23.2	49	1025.4	0.500	3.94	15.48	0	52
4113.0	   4722	 33	 8.39	36.64	0.67	1.354	0.467	0.00	271	-1.62	-0.50	360	23.2	49	1025.5	0.500	3.95	15.28	0	52
4114.0	   4812	 33	 8.49	36.84	0.67	1.369	0.468	2.00	3572	2.62	1.12	362	23.2	49	1025.5	0.500	3.95	15.00	0	52
4115.0	   4800	 31	 7.96	32.71	0.56	1.284	0.410	0.00	273	-1.62	-0.62	362	23.2	49	1025.5	0.500	3.95	14.80	0	52
4116.0	   4946	 30	 8.03	32.42	0.55	1.295	0.403	2.00	3572	2.49	1.00	362	23.2	49	1025.4	0.500	3.95	15.20	0	52
4117.0	   5339	 31	 8.80	35.97	0.62	1.419	0.450	0.00	271	-1.50	-0.87	361	23.2	49	1025.4	0.500	3.95	15.04	0	52
4118.0	   5514	 30	 8.99	36.39	0.62	1.450	0.453	2.00	3572	2.43	1.37	362	23.2	49	1025.4	0.500	3.94	15.16	0	52
4119.0	   5516	 30	 8.79	34.89	0.58	1.417	0.432	0.00	273	-1.62	-0.69	362	23.2	49	1025.6	0.500	3.95	15.00	0	52
4120.0	   4492	 35	 8.42	38.46	0.74	1.357	0.495	1.97	3572	3.30	0.87	362	23.2	49	1025.6	0.500	3.94	15.64	0	52
4121.0	   3692	 44	 8.92	50.86	1.25	1.439	0.667	0.00	272	-2.12	-0.75	361	23.2	49	1025.6	0.500	3.95	15.28	0	52
4122.0	   4633	 39	 9.98	51.50	1.14	1.610	0.674	2.01	3574	2.87	1.56	362	23.2	49	1025.6	0.500	3.94	15.04	0	52
4123.0	   5591	 32	 9.80	42.27	0.77	1.581	0.537	0.00	275	-1.56	-0.75	361	23.2	49	1025.6	0.499	3.95	14.92	0	53
4124.0	   5323	 33	 9.60	42.44	0.79	1.548	0.542	2.02	3571	2.80	1.06	361	23.3	49	1025.6	0.500	3.94	15.44	0	52
4125.0	   5160	 35	 9.66	44.15	0.85	1.559	0.568	0.00	271	-1.93	-0.93	361	23.3	49	1025.7	0.500	3.95	15.40	0	52
4126.0	   4652	 36	 9.07	42.87	0.86	1.462	0.555	2.03	3572	3.24	1.12	362	23.3	49	1025.7	0.500	3.94	15.16	0	52
4127.0	   4666	 39	 9.89	50.31	1.09	1.595	0.658	0.00	275	-2.56	-0.56	362	23.2	49	1025.7	0.501	3.95	14.72	0	52
4128.0	   6054	 37	12.07	58.18	1.19	1.946	0.756	2.00	3574	3.74	1.37	361	23.2	49	1025.6	0.500	3.94	15.32	0	52
4129.0	   6479	 36	12.53	58.84	1.17	2.020	0.761	0.00	279	-1.87	-1.00	362	23.2	49	1025.6	0.500	3.95	15.36	0	53
4130.0	   5276	 40	11.42	59.22	1.31	1.843	0.775	2.03	3572	2.93	1.37	362	23.2	49	1025.6	0.499	3.95	15.36	0	53
4131.0	   4692	 42	10.74	58.41	1.36	1.732	0.766	0.00	272	-1.99	-0.93	362	23.2	49	1025.7	0.500	3.95	15.00	0	52
4132.0	   5474	 36	10.57	49.62	0.99	1.705	0.642	2.00	3571	3.12	1.31	362	23.2	49	1025.7	0.500	3.94	15.00	0	52
4133.0	   5437	 35	10.18	46.49	0.90	1.642	0.598	0.00	269	-1.93	-1.00	362	23.3	49	1025.7	0.500	3.95	15.36	0	52
4134.0	   4955	 37	 9.94	48.19	0.99	1.603	0.626	2.03	3575	2.68	1.43	362	23.3	49	1025.6	0.500	3.94	15.48	0	52
4135.0	   5398	 34	10.07	45.89	0.88	1.625	0.590	0.00	271	-2.06	-0.69	362	23.3	49	1025.6	0.500	3.95	15.12	0	52
4136.0	   4993	 35	 9.51	44.05	0.87	1.533	0.568	2.00	3572	2.80	1.43	362	23.3	49	1025.6	0.500	3.95	15.08	0	53
4137.0	   5384	 31	 8.96	36.94	0.64	1.445	0.463	0.00	272	-1.81	-1.00	362	23.3	49	1025.6	0.500	3.95	15.00	0	53
4138.0	   5973	 29	 9.16	35.20	0.57	1.478	0.430	2.00	3572	2.31	1.12	362	23.3	49	1025.6	0.499	3.94	15.52	0	53
4139.0	   4582	 35	 8.76	40.71	0.80	1.412	0.526	0.00	272	-1.68	-0.75	361	23.2	49	1025.6	0.499	3.95	15.48	0	53
4140.0	   4428	 36	 8.62	40.73	0.82	1.390	0.527	2.00	3572	2.49	1.25	361	23.2	49	1025.4	0.500	3.94	15.32	0	53
4141.0	   4567	 35	 8.60	39.52	0.77	1.388	0.509	0.00	269	-1.93	-0.81	361	23.2	49	1025.4	0.500	3.95	15.08	0	53
4142.0	   4298	 37	 8.55	41.13	0.84	1.378	0.534	2.00	3571	3.37	1.12	362	23.3	49	1025.4	0.499	3.94	15.24	0	53
4143.0	   5211	 35	 9.94	46.13	0.91	1.603	0.595	0.00	275	-2.49	-0.93	362	23.3	49	1025.7	0.500	3.95	15.32	0	52
4144.0	   5828	 36	11.35	53.63	1.08	1.830	0.694	1.98	3574	4.55	1.31	361	23.3	49	1025.7	0.500	3.94	15.36	0	53
4145.0	   6314	 39	13.45	68.71	1.50	2.169	0.898	0.00	272	-3.05	-1.00	361	23.2	49	1025.7	0.500	3.95	15.00	0	52
4146.0	   7644	 38	15.62	77.00	1.62	2.520	1.003	2.00	3574	4.74	1.81	362	23.2	49	1025.7	0.500	3.95	15.12	0	52
4147.0	   7308	 38	15.29	76.89	1.65	2.466	1.004	0.00	276	-2.99	-1.43	362	23.2	49	1025.7	0.500	3.95	15.44	0	52
4148.0	   6158	 43	14.65	82.36	1.99	2.362	1.081	2.01	3572	4.67	1.68	362	23.2	49	1025.7	0.500	3.94	15.44	0	52
4149.0	   7431	 39	15.73	79.97	1.73	2.538	1.045	0.00	277	-3.55	-1.31	362	23.2	49	1025.3	0.500	3.95	15.08	0	52
4150.0	   8335	 36	16.52	79.28	1.62	2.664	1.029	1.96	3572	4.55	1.87	362	23.2	49	1025.3	0.499	3.94	15.20	0	53
4151.0	   7125	 43	16.69	92.63	2.21	2.692	1.215	0.00	272	-3.55	-1.37	362	23.3	49	1025.3	0.500	3.95	15.32	0	53
4152.0	   6833	 46	17.22	101.87	2.60	2.778	1.334	1.98	3572	6.92	1.81	362	23.3	49	1025.6	0.500	3.94	15.44	0	52
4153.0	   7304	 51	20.66	135.04	3.84	3.332	1.748	0.00	272	-6.05	-1.50	360	23.3	49	1025.6	0.500	3.97	15.16	0	52
4154.0	   9139	 51	26.07	171.68	4.92	4.205	2.220	1.99	3572	7.98	3.12	362	23.2	49	1025.6	0.500	3.95	14.84	0	52
4155.0	   9942	 52	28.97	194.40	5.68	4.673	2.505	0.00	272	-6.17	-2.31	362	23.2	49	1025.5	0.500	3.95	15.16	0	52
4156.0	   9934	 53	29.62	202.78	6.06	4.778	2.603	2.00	3574	6.17	3.55	362	23.2	49	1025.5	0.499	3.94	15.52	0	52
4157.0	  10880	 45	27.23	160.10	4.06	4.392	2.097	0.00	273	-4.67	-2.62	362	23.3	49	1025.5	0.500	3.95	14.84	0	52
4158.0	  10156	 44	24.37	138.06	3.37	3.930	1.811	2.04	3576	6.30	2.93	362	23.3	49	1025.6	0.500	3.95	15.32	0	52
4159.0	   8741	 49	23.61	148.35	4.04	3.809	1.932	0.00	271	-4.92	-2.24	360	23.3	49	1025.6	0.499	3.95	15.52	0	53
4160.0	   8459	 50	23.47	150.86	4.21	3.785	1.958	2.00	3572	5.11	2.68	362	23.2	49	1025.6	0.500	3.94	15.36	0	53
4161.0	   8465	 46	21.36	126.41	3.23	3.444	1.655	0.00	272	-3.43	-2.06	361	23.2	49	1025.4	0.500	3.95	15.04	0	52
4162.0	   7821	 43	18.44	102.87	2.47	2.974	1.350	2.02	3572	4.18	1.99	362	23.2	49	1025.4	0.501	3.94	14.80	0	52
4163.0	   7697	 39	16.58	85.52	1.88	2.674	1.119	0.00	271	-2.43	-1.56	362	23.3	49	1025.4	0.500	3.95	15.20	0	52
4164.0	   7082	 37	14.46	71.19	1.49	2.332	0.927	2.04	3572	3.05	1.62	362	23.3	49	1025.6	0.500	3.94	15.48	0	52
4165.0	   7191	 32	12.49	53.44	0.96	2.014	0.677	0.01	273	-2.18	-1.25	361	23.3	49	1025.6	0.500	3.95	15.32	0	52
4166.0	   6514	 31	10.84	44.72	0.77	1.749	0.561	1.98	3571	2.87	1.00	361	23.3	49	1025.6	0.500	3.95	15.16	0	52
4167.0	   5313	 33	 9.58	42.33	0.79	1.545	0.541	0.00	268	-2.06	-0.93	361	23.3	49	1025.6	0.500	3.95	15.16	0	52
4168.0	   6652	 26	 9.03	31.17	0.45	1.456	0.363	1.98	3571	2.74	1.31	362	23.3	49	1025.6	0.499	3.95	15.52	0	53
4169.0	   6017	 27	 8.70	31.74	0.48	1.403	0.379	0.00	272	-2.06	-0.69	361	23.2	49	1025.6	0.499	3.95	15.20	0	52
4170.0	   5108	 33	 9.15	40.18	0.75	1.475	0.513	2.01	3572	3.37	0.93	362	23.2	49	1025.4	0.500	3.94	14.76	0	52
4171.0	   5291	 34	 9.87	44.91	0.87	1.591	0.577	0.00	271	-1.99	-0.87	361	23.2	49	1025.4	0.500	3.95	15.08	0	52
4172.0	   5699	 35	10.73	49.29	0.96	1.731	0.635	2.00	3574	2.68	1.12	362	23.3	49	1025.4	0.500	3.95	15.12	0	52
4173.0	   5232	 38	10.80	53.69	1.14	1.742	0.700	0.00	272	-1.75	-0.93	361	23.3	49	1025.5	0.500	3.95	15.24	0	52
4174.0	   5164	 36	10.11	48.00	0.97	1.631	0.622	2.00	3572	2.93	1.31	363	23.3	49	1025.5	0.500	3.94	15.24	0	52
4175.0	   5909	 32	10.13	42.90	0.76	1.635	0.542	0.00	272	-1.81	-1.00	362	23.3	50	1025.5	0.500	3.95	14.76	0	52
4176.0	   5545	 33	10.01	44.33	0.83	1.615	0.567	2.00	3574	2.80	1.37	362	23.3	50	1025.6	0.500	3.95	14.96	0	52
4177.0	   4436	 40	 9.58	49.57	1.10	1.546	0.649	0.00	271	-1.93	-0.69	362	23.3	50	1025.6	0.499	3.95	15.52	0	52
4178.0	   3548	 48	 9.38	57.80	1.54	1.512	0.754	2.00	3575	3.55	1.12	362	23.3	49	1025.6	0.500	3.94	15.44	0	52
4179.0	   3745	 50	10.37	66.58	1.86	1.673	0.864	0.00	275	-2.49	-1.00	361	23.3	49	1025.4	0.501	3.95	14.92	0	52
4180.0	   4220	 46	10.83	65.10	1.69	1.747	0.852	2.00	3571	3.49	1.37	361	23.3	49	1025.4	0.500	3.95	14.96	0	52
4181.0	   3764	 54	11.27	77.39	2.32	1.817	0.993	0.00	271	-4.05	-0.93	362	23.2	50	1025.4	0.500	3.95	15.04	0	52
4182.0	   5901	 48	15.66	96.81	2.59	2.525	1.263	2.00	3576	6.54	1.93	362	23.2	50	1025.6	0.500	3.94	15.36	0	52
4183.0	   7928	 47	20.79	127.31	3.37	3.354	1.662	0.00	275	-4.92	-1.62	362	23.2	50	1025.6	0.500	3.95	15.12	0	52
4184.0	   8581	 49	23.19	145.74	3.97	3.741	1.898	2.02	3574	5.73	2.68	362	23.2	49	1025.6	0.499	3.94	14.96	0	52
4185.0	   8535	 48	22.82	142.10	3.83	3.681	1.852	0.00	273	-5.17	-1.93	362	23.2	49	1025.5	0.500	3.95	15.04	0	52
4186.0	   8741	 48	23.13	142.68	3.81	3.730	1.862	1.98	3571	5.42	2.31	361	23.2	49	1025.5	0.500	3.94	15.08	0	52
4187.0	   9755	 42	22.70	125.24	2.97	3.661	1.643	0.00	269	-4.05	-2.06	362	23.2	50	1025.5	0.500	3.95	15.44	0	53
4188.0	   9452	 40	20.66	108.00	2.41	3.333	1.414	2.01	3574	3.30	2.18	362	23.2	50	1025.5	0.500	3.95	15.44	0	53
4189.0	   9113	 34	16.87	76.28	1.46	2.720	0.980	0.00	272	-2.24	-1.62	362	23.2	50	1025.5	0.501	3.95	15.28	0	53
4190.0	   7780	 29	12.11	47.11	0.77	1.953	0.579	1.98	3571	3.18	1.25	361	23.2	50	1025.5	0.500	3.94	14.88	0	52
4191.0	   4939	 38	10.20	50.78	1.08	1.646	0.662	0.00	271	-2.49	-0.81	362	23.2	50	1025.4	0.500	3.95	15.08	0	52
