"","A"," deviceID","time","latitude","longitude","PM1","PM25","PM10","bin0","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin20","bin21","bin22","bin23","flowrate","countglitch","laser_status","temperature_opc","humidity_opc","data_is_valid","temperature","humidity","ambient_IR","object_IR","gas_op1_w","gas_op1_r","gas_op2_w","gas_op2_r","noise","time_local","PM25_cs3","temperature_opc_cs3","humidity_opc_cs3","gas_op2_w_cs3"
"192",0,"220054000c504e5354303420",1689914093,52.313423,4.971715,1.09,2.48,3.85,151,10,8,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,20,633,24.97,46.56,1,19,61.6,"na","na",283,278,378,236,20,2023-07-21 06:34:53,10.8742175,24.97,46.56,25.2933375
"193",0,"220054000c504e5354303420",1689914098,52.313423,4.971715,1.07,1.68,2.35,173,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,19,633,24.97,46.55,1,19,61.6,"na","na",285,278,378,236,15,2023-07-21 06:34:58,10.8015745833333,24.97,46.55,25.2945875
"194",0,"220054000c504e5354303420",1689914103,52.313423,4.971715,1.38,3.09,3.62,181,19,5,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,16,633,24.97,46.54,1,19,61.6,"na","na",284,278,377,236,18,2023-07-21 06:35:03,11.0580570833333,24.97,46.54,25.2882875
"195",0,"220054000c504e5354303420",1689914108,52.313423,4.971715,0.93,1.54,7.01,161,10,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,18,633,24.97,46.53,1,19,61.6,"na","na",285,278,376,235,19,2023-07-21 06:35:08,10.7610029166667,24.97,46.53,25.2213916666667
"197",0,"220054000c504e5354303420",1689914113,52.313423,4.971715,0.91,1.08,43.29,157,13,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,487,14,633,24.95,46.58,1,19,61.7,"na","na",285,278,375,234,19,2023-07-21 06:35:13,10.6323833333333,24.95,46.58,25.1240333333333
"198",0,"220054000c504e5354303420",1689914118,52.313423,4.971715,1.31,2.95,5.91,175,16,7,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,16,633,24.94,46.62,1,18.9,61.6,"na","na",286,278,377,236,18,2023-07-21 06:35:18,10.93012375,24.94,46.62,25.219075
"199",0,"220054000c504e5354303420",1689914123,52.313423,4.971715,1.33,2.51,62.77,183,13,7,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,482,14,633,24.92,46.57,1,18.9,61.7,"na","na",284,278,375,232,19,2023-07-21 06:35:23,10.7881083333333,24.92,46.57,24.9146083333333
"200",0,"220054000c504e5354303420",1689914128,52.313423,4.971715,1.15,1.58,1.61,144,24,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,16,633,24.94,46.62,1,18.9,61.6,"na","na",285,278,372,232,18,2023-07-21 06:35:28,10.75062875,24.94,46.62,24.995175
"201",0,"220054000c504e5354303420",1689914133,52.313423,4.971715,1.16,2.35,4.69,176,16,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,16,633,24.97,46.58,1,18.9,61.6,"na","na",285,278,376,234,13,2023-07-21 06:35:33,10.88139875,24.97,46.58,25.199975
"202",0,"220054000c504e5354303420",1689914138,52.313423,4.971715,1.25,2.92,5.94,175,27,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,16,633,24.92,46.59,1,18.9,61.6,"na","na",285,278,373,234,21,2023-07-21 06:35:38,10.8892788690476,24.92,46.59,24.7679958333333
"204",0,"220054000c504e5354303420",1689914143,52.313423,4.971715,1.22,2.39,3.14,188,9,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,18,633,24.89,46.55,1,18.9,61.5,"na","na",285,278,374,236,21,2023-07-21 06:35:43,10.8210941666667,24.89,46.55,24.7988529761905
"205",0,"220054000c504e5354303420",1689914148,52.313423,4.971715,1.12,1.91,2.22,171,17,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,21,633,24.91,46.57,1,18.9,61.6,"na","na",285,278,374,234,17,2023-07-21 06:35:48,10.80686,24.91,46.57,24.8317404761905
"206",0,"220054000c504e5354303420",1689914153,52.313423,4.971715,1.25,2.15,4.32,184,12,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,23,633,24.89,46.53,1,18.9,61.6,"na","na",285,278,374,236,20,2023-07-21 06:35:53,10.7446391666667,24.89,46.53,24.8025196428572
"207",0,"220054000c504e5354303420",1689914158,52.313423,4.971715,1.24,2.4,24.93,193,15,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,503,25,633,24.89,46.54,1,18.9,61.6,"na","na",285,278,375,234,15,2023-07-21 06:35:58,10.8315383333333,24.89,46.54,24.8207458333333
"208",0,"220054000c504e5354303420",1689914163,52.313423,4.971715,1.46,2.18,19.96,207,14,8,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,481,15,633,24.89,46.54,1,18.9,61.6,"na","na",285,278,376,234,18,2023-07-21 06:36:03,10.7428095833333,24.89,46.54,24.8234708333333
"209",0,"220054000c504e5354303420",1689914168,52.313423,4.971715,1.37,2.17,2.49,201,24,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,17,633,24.87,46.57,1,18.9,61.6,"na","na",285,278,375,238,18,2023-07-21 06:36:08,10.6380895833333,24.87,46.57,24.7007708333333
"211",0,"220054000c504e5354303420",1689914173,52.313423,4.971715,1.49,2.15,19.78,218,25,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,485,19,633,24.88,46.56,1,18.9,61.6,"na","na",284,278,372,234,20,2023-07-21 06:36:13,10.6351620833333,24.88,46.56,24.567375
"212",0,"220054000c504e5354303420",1689914178,52.313423,4.971715,1.47,2.05,26.88,202,17,7,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,486,18,633,24.87,46.57,1,18.9,61.5,"na","na",286,278,373,235,16,2023-07-21 06:36:18,10.6954670833333,24.87,46.57,24.5539083333333
"213",0,"220054000c504e5354303420",1689914183,52.313423,4.971715,1.22,3.54,5.36,187,14,4,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,12,633,24.89,46.59,1,18.9,61.5,"na","na",287,278,373,234,23,2023-07-21 06:36:23,10.8925620833333,24.89,46.59,24.6561333333333
"214",0,"220054000c504e5354303420",1689914188,52.313423,4.971715,1.17,1.89,2.08,176,22,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,22,633,24.84,46.6,1,18.9,61.6,"na","na",285,278,374,237,15,2023-07-21 06:36:28,10.67327625,24.84,46.6,24.5629613095238
"215",0,"220054000c504e5354303420",1689914193,52.313423,4.971715,1.24,2.95,38.48,177,17,6,2,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,528,17,633,24.84,46.59,1,18.9,61.5,"na","na",286,278,373,237,20,2023-07-21 06:36:33,10.82923875,24.84,46.59,24.4268916666667
"216",0,"220054000c504e5354303420",1689914198,52.313423,4.971715,1.4,3.39,9.92,220,25,4,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,11,633,24.85,46.6,1,18.9,61.5,"na","na",285,278,374,235,19,2023-07-21 06:36:38,10.8968491666667,24.85,46.6,24.5652113095238
"218",0,"220054000c504e5354303420",1689914203,52.313423,4.971715,1.44,2.99,3.84,199,24,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,19,633,24.82,46.61,1,18.9,61.6,"na","na",287,278,374,234,23,2023-07-21 06:36:43,10.851681547619,24.82,46.61,24.5250607142857
"219",0,"220054000c504e5354303420",1689914208,52.313423,4.971715,1.17,2.46,8.55,170,14,5,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,16,633,24.82,46.59,1,18.9,61.6,"na","na",286,278,374,236,22,2023-07-21 06:36:48,10.7934329166667,24.82,46.59,24.4993107142857
"220",0,"220054000c504e5354303420",1689914213,52.313423,4.971715,1.19,3.64,7.08,155,13,5,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,18,633,24.81,46.65,1,18.9,61.6,"na","na",284,278,372,232,19,2023-07-21 06:36:53,10.8702379166667,24.81,46.65,24.4859202380952
"221",0,"220054000c504e5354303420",1689914218,52.313423,4.971715,1.05,2.04,2.4,152,14,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,17,633,24.82,46.67,1,18.9,61.7,"na","na",286,278,375,236,21,2023-07-21 06:36:58,10.6745041666667,24.82,46.67,24.5634327380952
"222",0,"220054000c504e5354303420",1689914223,52.313423,4.971715,1.17,2.54,5.13,157,16,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,19,633,24.82,46.69,1,18.9,61.7,"na","na",286,278,375,238,16,2023-07-21 06:37:03,10.76542125,24.82,46.69,24.5648827380952
"223",0,"220054000c504e5354303420",1689914228,52.313423,4.971715,1.33,2.48,2.75,164,10,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,15,633,24.81,46.73,1,18.9,61.8,"na","na",285,278,375,235,37,2023-07-21 06:37:08,10.8062633333333,24.81,46.73,24.6647327380952
"225",0,"220054000c504e5354303420",1689914233,52.313423,4.971715,1.08,1.79,2.01,141,9,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,12,633,24.78,46.76,1,18.9,61.6,"na","na",288,278,375,237,19,2023-07-21 06:37:13,10.6634554166667,24.78,46.76,23.5638708333333
"226",0,"220054000c504e5354303420",1689914238,52.313423,4.971715,1.32,3.02,25.72,169,9,6,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,405,16,633,24.82,46.79,1,18.9,61.9,"na","na",289,278,376,239,20,2023-07-21 06:37:18,10.8696816666667,24.82,46.79,24.6276494047619
"227",0,"220054000c504e5354303420",1689914243,52.313423,4.971715,1.42,2.54,2.92,181,12,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,19,633,24.77,46.86,1,18.9,61.9,"na","na",288,278,374,237,22,2023-07-21 06:37:23,10.77974625,24.77,46.86,22.7538988095238
"228",0,"220054000c504e5354303420",1689914248,52.313423,4.971715,1.35,3.25,6.68,183,18,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,16,633,24.79,46.9,1,18.9,61.9,"na","na",285,278,373,234,28,2023-07-21 06:37:28,11.02988,24.79,46.9,23.9191958333333
"229",0,"220054000c504e5354303420",1689914253,52.313423,4.971715,1.81,18.36,154.32,150,14,3,3,8,7,7,7,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,421,12,633,24.78,46.92,1,18.9,61.9,"na","na",287,278,375,237,19,2023-07-21 06:37:33,17.0387876785714,24.78,46.92,23.6323833333333
"230",0,"220054000c504e5354303420",1689914258,52.313423,4.971715,1.55,15.53,112.87,140,16,2,3,3,9,9,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,440,12,633,24.77,46.96,1,18.9,62,"na","na",288,278,375,235,19,2023-07-21 06:37:38,16.9557425595238,24.77,46.96,22.6041625
"232",0,"220054000c504e5354303420",1689914263,52.310535,4.970517,0.97,3.4,7.12,150,9,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,18,633,24.77,47.01,1,18.9,61.9,"na","na",285,278,375,238,26,2023-07-21 06:37:43,10.890825,24.77,47.01,22.6050333333333
"233",0,"220054000c504e5354303420",1689914268,52.310535,4.970517,1.41,2.93,3.91,164,13,10,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,20,633,24.77,46.99,1,18.9,62,"na","na",285,278,373,239,19,2023-07-21 06:37:48,10.8817216666667,24.77,46.99,22.45955
"234",0,"220054000c504e5354303420",1689914273,52.310535,4.970517,1.26,2.3,8.36,191,17,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,21,633,24.74,47.03,1,18.9,62.1,"na","na",286,278,371,234,19,2023-07-21 06:37:53,10.5975879166667,24.74,47.03,21.988325
"235",0,"220054000c504e5354303420",1689914278,52.310535,4.970517,1.01,2.15,2.41,147,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,16,633,24.74,47.09,1,18.9,62.1,"na","na",285,278,375,241,21,2023-07-21 06:37:58,10.5485229166667,24.74,47.09,21.9634833333333
"236",0,"220054000c504e5354303420",1689914283,52.310535,4.970517,1.18,3.26,88.47,154,15,4,0,3,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,471,18,633,24.74,47.08,1,18.9,62.1,"na","na",285,278,373,237,21,2023-07-21 06:38:03,11.1103808333333,24.74,47.08,21.8609114583333
"237",0,"220054000c504e5354303420",1689914288,52.310535,4.970517,0.98,1.53,7.28,144,14,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,13,633,24.75,47.11,1,18.9,62,"na","na",288,278,374,238,29,2023-07-21 06:38:08,10.5084583333333,24.75,47.11,21.8696571428571
"239",0,"220054000c504e5354303420",1689914293,52.310535,4.970517,1.06,1.57,1.62,142,9,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,18,633,24.72,47.18,1,18.9,62.2,"na","na",288,278,372,238,19,2023-07-21 06:38:13,10.4757016666667,24.72,47.18,22.314875
"240",0,"220054000c504e5354303420",1689914298,52.310535,4.970517,1.05,3.57,18.74,134,19,4,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,13,634,24.72,47.22,1,18.8,62.2,"na","na",287,278,374,238,22,2023-07-21 06:38:18,10.9765125,24.72,47.22,22.9848779761905
"241",0,"220054000c504e5354303420",1689914303,52.310535,4.970517,1.33,13.55,73.54,139,12,4,2,5,3,6,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,18,633,24.72,47.27,1,18.8,62.3,"na","na",288,278,375,240,17,2023-07-21 06:38:23,16.4633985714286,24.72,47.27,22.99405
"242",0,"220054000c504e5354303420",1689914308,52.310535,4.970517,1.87,15.87,167.1,125,18,11,2,7,9,11,1,3,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,447,20,633,24.72,47.28,1,18.8,62.3,"na","na",287,278,372,235,22,2023-07-21 06:38:28,16.8448930357143,24.72,47.28,22.9484
"243",0,"220054000c504e5354303420",1689914313,52.310535,4.970517,1.39,8.17,110.25,126,8,11,1,2,6,3,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,438,13,633,24.71,47.34,1,18.8,62.4,"na","na",285,278,370,234,58,2023-07-21 06:38:33,13.4339131150794,24.71,47.34,23.0623083333333
"244",0,"220054000c504e5354303420",1689914318,52.310493,4.970274,1.29,4.04,25.33,161,16,6,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,454,18,633,24.72,47.38,1,18.8,62.6,"na","na",287,278,370,235,16,2023-07-21 06:38:38,11.3436717857143,24.72,47.38,23.1107333333333
"246",0,"220054000c504e5354303420",1689914323,52.310493,4.970274,1.14,3.93,8.47,121,14,4,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,7,633,24.71,47.43,1,18.8,62.6,"na","na",287,278,372,236,651,2023-07-21 06:38:43,11.4044891666667,24.71,47.43,23.5096791666666
"247",0,"220054000c504e5354303420",1689914328,52.310493,4.970274,1.29,8.2,116.34,117,9,1,1,4,5,1,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,369,10,633,24.71,47.52,1,18.8,62.7,"na","na",288,278,372,236,163,2023-07-21 06:38:48,13.487501031746,24.71,47.52,23.5079458333333
"248",0,"220054000c504e5354303420",1689914333,52.310493,4.970274,4.33,65.06,566.31,120,30,11,8,24,29,27,17,15,3,6,3,0,0,1,0,0,0,0,0,0,0,0,0,371,14,633,24.71,47.53,1,18.8,63,"na","na",287,278,369,236,19,2023-07-21 06:38:53,18.2607293939394,24.71,47.53,23.3154791666666
"249",0,"220054000c504e5354303420",1689914338,52.310493,4.970274,5.68,80.77,534.57,86,38,27,11,25,47,39,8,21,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,372,7,633,24.68,47.66,1,18.8,63.2,"na","na",287,278,371,235,19,2023-07-21 06:38:58,18.2308485010822,24.68,47.66,23.4176916666666
"250",0,"220054000c504e5354303420",1689914343,52.310493,4.970274,7.18,107.27,952.44,115,52,22,18,39,63,42,24,24,11,7,7,1,0,0,0,0,0,0,0,0,0,0,0,385,14,634,24.7,47.79,1,18.8,63,"na","na",285,278,368,233,16,2023-07-21 06:39:03,18.2694377867965,24.7,47.79,24.2738
"251",0,"220054000c504e5354303420",1689914348,52.310493,4.970274,5.59,84.84,725.47,120,30,30,9,30,31,37,26,15,7,6,3,0,1,1,0,0,0,0,0,0,0,0,0,366,21,633,24.68,47.85,1,18.8,63,"na","na",287,278,370,236,40,2023-07-21 06:39:08,18.2951689177489,24.68,47.85,24.2524083333333
"253",0,"220054000c504e5354303420",1689914353,52.310493,4.970274,1.56,16.67,117.4,84,9,4,2,8,3,9,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,350,10,633,24.67,47.89,1,18.8,63.1,"na","na",287,278,373,236,344,2023-07-21 06:39:13,17.1475227380952,24.67,47.89,24.3965625
"254",0,"220054000c504e5354303420",1689914358,52.310493,4.970274,3.38,46.24,361.53,90,24,10,4,15,16,15,10,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,312,15,633,24.68,47.9,1,18.8,63.4,"na","na",288,278,373,238,134,2023-07-21 06:39:18,18.3616468948413,24.68,47.9,24.5825041666666
"255",0,"220054000c504e5354303420",1689914363,52.310493,4.970274,3.04,38.62,519.9,94,21,6,9,10,10,16,7,6,7,2,3,2,0,0,0,0,0,0,0,0,0,0,0,308,11,633,24.67,47.98,1,18.8,63.5,"na","na",289,278,371,237,195,2023-07-21 06:39:23,18.3250145643939,24.67,47.98,24.5825476190476
"256",0,"220054000c504e5354303420",1689914368,52.310493,4.970274,1.99,22.71,203.96,113,11,7,3,1,5,9,5,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,290,13,633,24.66,48.15,1,18.8,63.6,"na","na",290,278,371,239,162,2023-07-21 06:39:28,17.3534367361111,24.66,48.15,24.8187434523809
"257",0,"220054000c504e5354303420",1689914373,52.310493,4.970274,3.22,36.17,379.73,96,14,13,3,11,14,16,1,7,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,294,9,633,24.67,48.28,1,18.8,63.6,"na","na",289,278,370,237,19,2023-07-21 06:39:33,18.2757567667749,24.67,48.28,24.5899726190476
"258",0,"220054000c504e5354303420",1689914378,52.310078,4.970814,2.78,28.32,384.45,138,17,8,6,6,9,10,3,10,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,314,19,633,24.66,48.27,1,18.8,63.7,"na","na",288,278,369,237,17,2023-07-21 06:39:38,17.4543952200577,24.66,48.27,24.6498767857143
"260",0,"220054000c504e5354303420",1689914383,52.310097,4.970855,2.79,35.18,310.47,146,18,10,3,7,10,16,10,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,331,12,633,24.66,48.43,1,18.8,63.6,"na","na",289,278,368,236,20,2023-07-21 06:39:43,18.1113549404762,24.66,48.43,25.072275
"261",0,"220054000c504e5354303420",1689914388,52.310108,4.970901,1.19,5.86,80.3,99,12,2,0,1,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,331,12,633,24.66,48.43,1,18.8,63.6,"na","na",288,278,368,237,126,2023-07-21 06:39:48,12.0342913095238,24.66,48.43,25.072275
"262",0,"220054000c504e5354303420",1689914393,52.310108,4.970901,2.69,27.97,349.51,85,15,13,5,9,6,9,4,8,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,299,9,633,24.66,48.4,1,18.8,63.8,"na","na",289,278,369,237,136,2023-07-21 06:39:53,17.3122291774892,24.66,48.4,25.0941416666666
"263",0,"220054000c504e5354303420",1689914398,52.310108,4.970901,1.72,11.27,90.39,117,12,4,1,1,2,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,11,634,24.6,48.42,1,18.8,63.9,"na","na",288,278,373,240,171,2023-07-21 06:39:58,15.0777788392857,24.6,48.42,25.1156708333333
"264",0,"220054000c504e5354303420",1689914403,52.310108,4.970901,1.5,4.96,13.19,118,9,2,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,15,633,24.67,48.51,1,18.8,64.1,"na","na",290,278,371,240,88,2023-07-21 06:40:03,12.0935356845238,24.67,48.51,25.20595
"265",0,"220054000c504e5354303420",1689914408,52.310108,4.970901,1.53,3.43,4.95,147,11,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,13,633,24.64,48.55,1,18.8,64.3,"na","na",291,278,372,237,271,2023-07-21 06:40:08,11.5426747916667,24.64,48.55,25.1307083333333
"267",0,"220054000c504e5354303420",1689914413,52.310108,4.970901,1.83,2.33,21.04,166,16,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,16,633,24.63,48.75,1,18.8,64.3,"na","na",288,278,375,240,22,2023-07-21 06:40:13,11.0385504166667,24.63,48.75,25.3570541666667
"268",0,"220054000c504e5354303420",1689914418,52.309875,4.97134,2.4,3,3.05,208,20,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,18,633,24.61,48.84,1,18.8,64.2,"na","na",287,278,374,237,100,2023-07-21 06:40:18,11.3692525,24.61,48.84,25.5832904761904
"269",0,"220054000c504e5354303420",1689914423,52.309875,4.971362,1.58,2.05,43.33,136,17,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,292,17,633,24.61,48.8,1,18.8,64.1,"na","na",289,278,375,240,73,2023-07-21 06:40:23,10.9714470833333,24.61,48.8,25.601975
"270",0,"220054000c504e5354303420",1689914428,52.309875,4.971362,1.68,6,14.88,135,15,5,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,11,633,24.64,48.76,1,18.8,64.2,"na","na",286,278,372,238,181,2023-07-21 06:40:28,12.7024345833333,24.64,48.76,25.5630666666666
"271",0,"220054000c504e5354303420",1689914433,52.309875,4.971362,1.82,4.69,7.26,130,14,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,18,633,24.61,48.71,1,18.8,64.1,"na","na",289,278,377,243,243,2023-07-21 06:40:33,12.5481197619047,24.61,48.71,24.2488583333333
"272",0,"220054000c504e5354303420",1689914438,52.309875,4.971362,1.35,3.27,4.61,90,8,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,10,633,24.61,48.7,1,18.7,64.1,"na","na",288,278,375,238,150,2023-07-21 06:40:38,11.9128180357143,24.61,48.7,23.8534416666667
