"","time","number","diam","LDSA","surface","mass","sigma","idiff","ucor","DV","T","RH","P","flow","bat","Ipump","error","PWMpump","steps","n10.00","n16.26","n26.43","n42.96","n69.83","n113.52","n184.55","n300.00","A1","A2","A3","A4","A5","Part_time"
"82",327,13706,27,23.9,95.4,1.84,2.03,2.03,3551,359,23.6,48,1012.5,0.5,4.09,17.4,0,55,100,8668,18739,16556,10004,5997,4293,690,0,3.73042,2.36906,1.38637,0.4976,0.04192,2023-07-21 06:38:27
"83",331,17326,24,25.4,104.4,1.88,2.01,1.97,3548,719,23.6,48,1012.4,0.5,4.09,17.96,0,55,100,13339,28364,21497,7835,3149,7844,78,0,4.1617,2.64296,1.54665,0.58027,0.04677,2023-07-21 06:38:31
"84",335,13044,29,23.6,122.5,3.92,2.01,1.99,3547,1198,23.6,48,1012.4,0.5,4.09,17.8,0,55,100,6788,14747,15444,12743,9007,2275,3,805,3.96711,2.51937,1.47433,0.55314,0.15981,2023-07-21 06:38:35
"85",339,13824,25,25,118.5,4.1,2.02,2,3549,98,23.6,48,1012.6,0.5,4.09,17.96,0,55,100,9526,20009,16955,9191,6415,2521,8,884,3.86996,1.98778,1.43823,0.53959,0.1559,2023-07-21 06:38:39
"86",343,14748,23,23.3,110.3,3.71,1.98,2.05,3549,359,23.6,48,1012.5,0.5,4.1,18.2,0,55,100,11446,23870,18592,7604,4733,2660,245,735,3.70541,1.90326,1.33831,0.51665,0.14927,2023-07-21 06:38:43
"87",347,16510,22,24.4,121.6,4.15,1.96,1.99,3551,718,23.6,48,1012.4,0.501,4.09,17.76,0,55,100,13815,28791,21661,7067,2018,3276,908,703,3.92994,2.01859,1.4194,0.66434,0.15832,2023-07-21 06:38:47
"88",351,15154,26,27.2,153.6,6.35,2.02,1.97,3549,1199,23.6,49,1012.5,0.501,4.09,17.4,0,55,100,9941,21037,19229,12050,6866,1115,0,1574,4.41362,2.26703,1.5941,0.74611,0.24636,2023-07-21 06:38:51
"89",355,15844,27,24.4,136.6,3.97,2.02,2.01,3551,101,23.5,49,1012.4,0.501,4.09,17.96,0,55,100,9661,20953,20429,13990,5424,2163,2078,380,4.31248,2.96667,1.55757,0.72901,0.24072,2023-07-21 06:38:55
"90",359,10149,33,22.5,125.7,4.21,2.08,2.01,3549,360,23.6,49,1012.7,0.5,4.09,17.48,0,55,100,4291,9489,11063,10695,8593,3094,9,857,3.61222,2.48493,1.51003,0.61063,0.20163,2023-07-21 06:38:59
"91",363,11855,30,23.8,126.7,4.17,2.09,1.99,3548,717,23.6,49,1012.3,0.5,4.1,17.52,0,55,74,6292,13441,13332,10422,8781,3066,1,844,3.75133,2.58064,1.56818,0.57041,0.20939,2023-07-21 06:39:03
"92",367,9101,35,20.7,91.6,1.87,2.06,2.05,3551,1200,23.6,49,1012.3,0.5,4.09,17.88,0,55,100,3583,8119,9398,9252,7800,4845,0,127,3.26526,2.24625,1.36499,0.4965,0.0338,2023-07-21 06:39:07
"93",371,14927,23,21.7,96,1.79,2.08,1.99,3549,100,23.5,48,1012.4,0.5,4.09,17.56,0,55,100,12587,27239,17103,2353,3432,8021,0,0,3.55068,2.34812,1.4843,0.5399,0.03675,2023-07-21 06:39:11
"94",375,9129,35,21.2,92.4,2,2.05,1.98,3552,360,23.5,49,1012.4,0.499,4.09,17.36,0,55,100,3505,7991,9505,9629,8034,4406,4,181,3.31045,2.18925,1.32342,0.50337,0.03427,2023-07-21 06:39:15
"95",379,13530,25,21.2,87,1.54,2.07,1.98,3549,719,23.5,49,1012.3,0.499,4.09,17.68,0,55,100,10503,22319,15416,4432,5264,6183,0,0,3.3823,2.23677,1.35214,0.41713,0.03501,2023-07-21 06:39:19
"96",383,13421,29,25.8,117.1,3.13,2.05,1.97,3547,1200,23.5,49,1012.6,0.501,4.1,17.24,0,55,100,7484,15995,15021,10976,10056,3530,36,501,4.04619,2.67581,1.61755,0.49901,0.17339,2023-07-21 06:39:23
"97",387,12784,28,22.4,104.5,2.72,2.06,2,3553,99,23.6,49,1012.6,0.499,4.09,17.72,0,55,74,8071,16998,14443,8554,8419,3615,77,402,3.63104,2.37783,1.45158,0.44781,0.1556,2023-07-21 06:39:27
"98",391,11585,28,22.1,97.8,2.37,2.11,2.01,3551,360,23.5,49,1012.3,0.5,4.09,18,0,55,100,7483,15580,12495,6630,8114,4288,13,293,3.40522,2.22995,1.4476,0.41996,0.14592,2023-07-21 06:39:31
"99",395,12483,27,22.9,135.7,4.56,2.14,1.96,3552,719,23.6,49,1012.5,0.499,4.09,17.8,0,55,100,8003,17228,15521,9113,3386,3988,1225,690,3.76477,2.46541,1.60045,0.80994,0.16133,2023-07-21 06:39:35
"100",399,13438,24,22.6,115.4,2.93,2.12,2.01,3551,1199,23.5,49,1012.6,0.499,4.09,17.8,0,55,100,10266,21903,17257,6506,0,5700,2045,0,3.59061,2.35136,1.52642,0.77247,0.12773,2023-07-21 06:39:39
"101",403,13590,26,25.4,141.7,4.68,2.14,2.02,3549,100,23.5,49,1012.2,0.5,4.1,17.72,0,55,100,9280,19840,17013,8759,2675,4907,1247,675,4.01931,2.53621,1.70866,0.8647,0.14298,2023-07-21 06:39:43
"102",407,13452,26,25.5,137.2,4.23,2.16,2.01,3551,359,23.5,49,1012.3,0.501,4.09,17.4,0,55,100,9479,20185,16612,7696,2449,5318,1536,467,3.97351,2.50731,1.73174,0.85485,0.14135,2023-07-21 06:39:47
"103",411,13624,27,25.7,137.6,4.17,2.16,1.97,3548,718,23.5,49,1012.4,0.501,4.09,17.36,0,55,100,9095,19215,15675,7880,6132,5238,729,597,4.16271,2.6267,1.81419,0.70318,0.14808,2023-07-21 06:39:51
"104",415,15674,24,25.3,116.4,2.38,2.13,1.97,3551,1199,23.6,49,1012.5,0.501,4.09,17.36,0,55,100,12894,26928,18352,3741,2542,9418,399,0,4.07442,2.57099,1.77572,0.68827,0.06366,2023-07-21 06:39:55
"105",419,13190,27,24.5,112.5,2.49,2.15,1.98,3552,99,23.5,49,1012.4,0.501,4.09,17.32,0,55,100,9220,19397,15128,6498,4750,6665,789,57,3.95408,2.32607,1.72327,0.66794,0.06178,2023-07-21 06:39:59
"106",423,11011,32,24.9,120.1,3.36,2.11,2,3551,359,23.5,49,1012.5,0.499,4.09,17.84,0,55,100,5267,11563,11927,9928,7932,5027,9,523,3.96181,2.33062,1.64098,0.66925,0.0619,2023-07-21 06:40:03
"107",427,14570,24,25.5,107.6,2.31,2.1,2.05,3549,718,23.5,49,1012.4,0.5,4.09,17.8,0,55,100,11562,24229,17486,5076,2884,6935,871,0,3.8251,2.2502,1.58436,0.62139,0.05976,2023-07-21 06:40:07
"108",431,14084,24,22.9,104.5,2.36,2.09,1.96,3548,1199,23.5,49,1012.6,0.499,4.09,17.6,0,55,100,11209,23354,16935,5075,3273,5817,1051,26,3.70587,2.18006,1.53497,0.60202,0.099,2023-07-21 06:40:11
"109",435,14170,25,23.9,117.6,3.3,2.1,1.98,3548,99,23.5,49,1012.3,0.499,4.09,17.6,0,55,100,10737,22472,16939,6222,4282,5592,484,418,3.88952,2.21137,1.61103,0.63185,0.10391,2023-07-21 06:40:15
"110",439,13318,26,23.7,113.8,3.58,2.04,1.99,3544,359,23.5,49,1012.5,0.5,4.09,17.52,0,55,100,8914,18969,16512,9322,5051,3328,391,624,3.74174,2.12736,1.41336,0.60784,0.09996,2023-07-21 06:40:19
"111",443,14462,25,23.4,121.8,3.79,2.04,2,3551,718,23.5,49,1012.4,0.501,4.08,17.32,0,55,100,10062,21361,18199,9554,4355,3657,757,583,3.9699,2.25708,1.49954,0.67505,0.10605,2023-07-21 06:40:23
