"","A"," deviceID","time","latitude","longitude","PM1","PM25","PM10","bin0","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin20","bin17.1","bin22","bin23","flowrate","countglitch","laser_status","temperature_opc","humidity_opc","data_is_valid","temperature","humidity","ambient_IR","object_IR","gas_op1_w","gas_op1_r","gas_op2_w","gas_op2_r","noise","time_local","PM25_cs3","temperature_opc_cs3","humidity_opc_cs3","gas_op2_w_cs3"
"6428",0,"220054000c504e5354303420",1689567664,"51.922546","4.480918","4.05",9.15,14.94,144,50,12,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,7,630,26.63,44.95,1,20.5,59.7,"na","na",281,278,331,246,20,2023-07-17 06:21:04,16.0910319345238,26.63,44.95,16.3849647292572
"6429",0,"220054000c504e5354303420",1689567669,"51.922546","4.480918","4.22",12.78,21.57,133,39,15,5,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,12,631,26.62,44.99,1,20.4,59.7,"na","na",282,278,330,240,19,2023-07-17 06:21:09,15.608010843254,26.62,44.99,15.2632688467275
"6430",0,"220054000c504e5354303420",1689567674,"51.922546","4.480918","5.53",20.27,38.77,178,39,21,5,4,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,13,632,26.58,45.02,1,20.4,59.8,"na","na",280,278,330,249,23,2023-07-17 06:21:14,16.0452956448413,26.58,45.02,15.2546730133942
"6431",0,"220054000c504e5354303420",1689567679,"51.922546","4.480918","5.2",11.37,13.1,193,58,12,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,7,631,26.59,45.12,1,20.4,59.9,"na","na",282,278,333,249,16,2023-07-17 06:21:19,15.691860515873,26.59,45.12,16.4631081439394
"6432",0,"220054000c504e5354303420",1689567684,"51.922546","4.480918","5.03",17.55,55.26,184,41,17,8,3,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,6,633,26.58,45.16,1,20.3,60,"na","na",283,278,334,249,19,2023-07-17 06:21:24,15.9096674494949,26.58,45.16,17.1449703282828
"6433",0,"220054000c504e5354303420",1689567689,"51.922546","4.480918","5.21",12.84,28.74,228,70,25,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,13,633,26.55,45.22,1,20.3,60,"na","na",282,278,335,250,24,2023-07-17 06:21:29,15.5813146527778,26.55,45.22,17.2180575203963
"6435",0,"220054000c504e5354303420",1689567694,"51.922546","4.480918","4.21",13.51,29.06,170,44,12,5,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,9,633,26.55,45.19,1,20.3,60.2,"na","na",282,278,335,251,19,2023-07-17 06:21:34,15.7506375793651,26.55,45.19,17.2223075203963
"6436",0,"220054000c504e5354303420",1689567699,"51.922546","4.480918","4.32",15.12,65.71,137,35,13,1,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,11,634,26.51,45.25,1,20.3,60.2,"na","na",283,278,337,254,15,2023-07-17 06:21:39,15.8552990972222,26.51,45.25,17.4080752349624
"6437",0,"220054000c504e5354303420",1689567704,"51.922546","4.480918","5.01",14.18,18.6,157,48,6,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,14,634,26.5,45.32,1,20.3,60.3,"na","na",282,278,335,254,19,2023-07-17 06:21:44,15.3858304960317,26.5,45.32,17.2326241870629
"6438",0,"220054000c504e5354303420",1689567709,"51.922546","4.480918","5.29",19.67,61.57,173,38,13,3,6,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,9,634,26.44,45.37,1,20.2,60.4,"na","na",283,278,339,258,26,2023-07-17 06:21:49,15.8969815268759,26.44,45.37,18.093237797619
"6439",0,"220054000c504e5354303420",1689567714,"51.922546","4.480918","4.67",10.42,12.27,150,45,9,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,13,633,26.47,45.42,1,20.2,60.5,"na","na",282,278,336,259,15,2023-07-17 06:21:54,15.1635880456349,26.47,45.42,17.1089604166667
"6440",0,"220054000c504e5354303420",1689567719,"51.922546","4.480918","5.28",15.33,36.38,169,60,12,6,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,10,633,26.42,45.5,1,20.2,60.6,"na","na",284,278,337,259,21,2023-07-17 06:21:59,15.8587303174603,26.42,45.5,17.4824502349624
"6442",0,"220054000c504e5354303420",1689567724,"51.922546","4.480918","5.49",16.76,28.01,208,60,14,7,8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,12,634,26.4,45.51,1,20.1,60.7,"na","na",281,278,337,258,20,2023-07-17 06:22:04,15.9174485506854,26.4,45.51,17.5177210682957
"6443",0,"220054000c504e5354303420",1689567729,"51.922546","4.480918","4.09",13.71,52.93,188,49,8,5,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,12,633,26.35,45.56,1,20.1,60.8,"na","na",283,278,333,257,18,2023-07-17 06:22:09,15.7123143452381,26.35,45.56,16.6128164772727
"6444",0,"220054000c504e5354303420",1689567734,"51.922546","4.480918","4.43",12,25,212,46,16,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,15,633,26.35,45.56,1,20,60.9,"na","na",282,278,335,260,17,2023-07-17 06:22:14,15.4794236805556,26.35,45.56,17.3554075203963
"6445",0,"220054000c504e5354303420",1689567739,"51.922546","4.480918","4.57",11.52,13.47,242,64,21,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,11,633,26.31,45.63,1,20,60.9,"na","na",282,278,330,255,18,2023-07-17 06:22:19,15.3954459447387,26.31,45.63,15.2917230133942
"6446",0,"220054000c504e5354303420",1689567744,"51.922546","4.480918","3.63",12.14,32.52,201,54,16,8,1,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,13,633,26.27,45.64,1,20,61,"na","na",283,278,331,253,16,2023-07-17 06:22:24,15.3811052281746,26.27,45.64,16.4470876459238
"6447",0,"220054000c504e5354303420",1689567749,"51.922546","4.480918","3.61",8.15,9.49,225,51,12,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,16,633,26.28,45.66,1,19.9,61.1,"na","na",282,278,330,252,17,2023-07-17 06:22:29,15.1455937003968,26.28,45.66,15.2910230133942
"6449",0,"220054000c504e5354303420",1689567754,"51.922546","4.480918","4.09",13.22,35.35,209,61,20,2,5,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,12,633,26.27,45.66,1,19.9,61.3,"na","na",283,278,328,248,22,2023-07-17 06:22:34,15.6798178869048,26.27,45.66,13.6134746212121
"6450",0,"220054000c504e5354303420",1689567759,"51.922546","4.480918","4.71",11.01,14,250,63,24,9,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,15,633,26.21,45.7,1,19.9,61.4,"na","na",282,278,325,247,21,2023-07-17 06:22:39,15.1055370571789,26.21,45.7,10.8689056796722
"6451",0,"220054000c504e5354303420",1689567764,"51.922546","4.480918","3.62",7.71,9.72,182,45,10,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,6,633,26.23,45.8,1,19.9,61.4,"na","na",281,278,326,247,16,2023-07-17 06:22:44,14.4325507440476,26.23,45.8,12.3319792159439
"6452",0,"220054000c504e5354303420",1689567769,"51.922546","4.480918","4.36",12.87,22.77,189,30,12,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,9,633,26.19,45.81,1,19.9,61.5,"na","na",283,278,328,248,17,2023-07-17 06:22:49,15.1188966621573,26.19,45.81,13.6782204545455
"6453",0,"220054000c504e5354303420",1689567774,"51.922546","4.480918","4.26",11.62,16.88,170,42,8,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,12,633,26.17,45.94,1,19.9,61.6,"na","na",282,278,328,248,17,2023-07-17 06:22:54,15.4282903905123,26.17,45.94,14.0483204545455
"6454",0,"220054000c504e5354303420",1689567779,"51.922546","4.480918","4.15",9.65,11.27,168,38,12,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,13,633,26.19,46.04,1,19.8,61.7,"na","na",282,278,327,248,20,2023-07-17 06:22:59,15.3374830059524,26.19,46.04,12.9511737927892
"6456",0,"220054000c504e5354303420",1689567784,"51.922546","4.480918","4.27",10.04,13.63,159,44,16,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,10,633,26.14,46.06,1,19.8,61.7,"na","na",283,278,328,249,16,2023-07-17 06:23:04,15.0343118542568,26.14,46.06,14.3322037878788
"6457",0,"220054000c504e5354303420",1689567789,"51.922546","4.480918","4.19",14.28,19.86,148,40,9,3,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,13,633,26.12,46.04,1,19.8,61.8,"na","na",283,278,324,246,21,2023-07-17 06:23:09,15.5904488194444,26.12,46.04,11.4286433154217
"6458",0,"220054000c504e5354303420",1689567794,"51.922546","4.480918","4.6",13.41,18.46,157,42,10,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,9,633,26.11,46.13,1,19.8,61.9,"na","na",282,278,324,246,19,2023-07-17 06:23:14,15.6346736210317,26.11,46.13,11.2508308154217
"6459",0,"220054000c504e5354303420",1689567799,"51.922546","4.480918","4.95",12.07,15.15,164,39,13,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,8,633,26.1,46.2,1,19.7,62,"na","na",284,278,323,247,16,2023-07-17 06:23:19,15.3389294642857,26.1,46.2,10.4091407341165
"6460",0,"220054000c504e5354303420",1689567804,"51.922546","4.480918","5.51",15.03,18.89,157,51,13,3,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,8,632,26.07,46.23,1,19.7,62.1,"na","na",283,278,322,242,19,2023-07-17 06:23:24,15.9161902480159,26.07,46.23,10.9303537573461
"6461",0,"220054000c504e5354303420",1689567809,"51.922546","4.480918","4.84",11.54,37.81,210,47,13,3,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,15,633,26.07,46.26,1,19.7,62.2,"na","na",285,278,324,243,19,2023-07-17 06:23:29,15.2034229996392,26.07,46.26,12.248101648755
"6463",0,"220054000c504e5354303420",1689567814,"51.922546","4.480918","4.61",14.37,24.82,192,49,12,5,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,15,633,26.04,46.28,1,19.6,62.3,"na","na",282,278,324,246,18,2023-07-17 06:23:34,15.7696963194444,26.04,46.28,12.343739148755
"6464",0,"220054000c504e5354303420",1689567819,"51.922546","4.480918","4.57",12.19,24.52,238,51,17,3,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,13,633,26.01,46.35,1,19.6,62.4,"na","na",282,278,322,242,20,2023-07-17 06:23:39,15.4736705555556,26.01,46.35,11.3023787573461
"6465",0,"220054000c504e5354303420",1689567824,"51.922546","4.480918","4.57",13.13,51.72,268,56,20,5,3,6,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,12,633,25.99,46.38,1,19.5,62.5,"na","na",284,278,321,241,23,2023-07-17 06:23:44,15.6791308730158,25.99,46.38,12.0972169839302
"6466",0,"220054000c504e5354303420",1689567829,"51.922546","4.480918","4.45",11.23,14.06,182,62,12,3,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,14,633,25.99,46.47,1,19.5,62.6,"na","na",281,278,325,247,17,2023-07-17 06:23:49,15.1169576920996,25.99,46.47,13.2442024116984
"6467",0,"220054000c504e5354303420",1689567834,"51.922546","4.480918","4.83",12.19,18.11,241,71,24,5,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,19,633,25.99,46.43,1,19.5,62.7,"na","na",282,278,320,243,17,2023-07-17 06:23:54,15.4767555555556,25.99,46.43,12.0172263449888
"6468",0,"220054000c504e5354303420",1689567839,"51.922546","4.480918","4.7",14.58,48.37,257,59,24,11,5,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,13,633,25.93,46.49,1,19.5,62.5,"na","na",282,278,319,242,15,2023-07-17 06:23:59,15.6825775992063,25.93,46.49,10.837353168014
"6470",0,"220054000c504e5354303420",1689567844,"51.922546","4.480918","4.54",11.89,15,252,62,26,8,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,10,633,25.93,46.46,1,19.5,62.6,"na","na",283,278,320,241,16,2023-07-17 06:24:04,15.4424450036075,25.93,46.46,11.9475930116554
"6471",0,"220054000c504e5354303420",1689567849,"51.922546","4.480918","4",11.14,16.86,248,53,21,5,12,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,13,633,25.9,46.51,1,19.5,62.7,"na","na",281,278,318,240,19,2023-07-17 06:24:09,15.177569527417,25.9,46.51,12.2832431912718
"6472",0,"220054000c504e5354303420",1689567854,"51.922546","4.480918","3.74",11.97,36.54,154,41,7,4,8,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,10,633,25.9,46.54,1,19.5,62.8,"na","na",282,278,317,240,16,2023-07-17 06:24:14,15.4222868290043,25.9,46.54,13.3506306544048
"6473",0,"220054000c504e5354303420",1689567859,"51.922546","4.480918","4.01",8.87,14.54,162,47,12,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,7,633,25.89,46.59,1,19.5,62.9,"na","na",283,278,318,238,22,2023-07-17 06:24:19,15.0556813888889,25.89,46.59,12.3251431912718
"6474",0,"220054000c504e5354303420",1689567864,"51.922546","4.480918","5.23",18.57,25.97,127,59,13,2,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,13,633,25.86,46.69,1,19.5,63,"na","na",282,278,317,239,20,2023-07-17 06:24:24,16.1880998890693,25.86,46.69,13.3855058718957
"6475",0,"220054000c504e5354303420",1689567869,"51.922546","4.480918","5.66",16.17,23.78,210,60,12,5,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,13,632,25.86,46.71,1,19.4,63,"na","na",283,278,317,235,21,2023-07-17 06:24:29,16.0169358820346,25.86,46.71,13.2276263084036
"6477",0,"220054000c504e5354303420",1689567874,"51.922546","4.480918","4.81",15.06,32.39,208,36,14,2,6,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,14,633,25.81,46.69,1,19.4,63.1,"na","na",284,278,319,237,18,2023-07-17 06:24:34,16.0599146825397,25.81,46.69,10.454879282096
"6478",0,"220054000c504e5354303420",1689567879,"51.922546","4.480918","5.15",16.26,49.52,168,44,12,3,6,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,6,633,25.83,46.76,1,19.4,63.2,"na","na",283,278,317,237,22,2023-07-17 06:24:39,15.9182904058442,25.83,46.76,13.4028809079707
"6479",0,"220054000c504e5354303420",1689567884,"51.922546","4.480918","5.4",14.54,31.73,211,59,18,6,7,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,8,633,25.81,46.84,1,19.4,63.3,"na","na",283,278,318,239,39,2023-07-17 06:24:44,15.637670218254,25.81,46.84,12.2509253764779
"6480",0,"220054000c504e5354303420",1689567889,"51.922546","4.480918","4.82",14.43,20.67,238,82,15,3,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,12,633,25.81,46.94,1,19.3,63.4,"na","na",284,278,317,238,17,2023-07-17 06:24:49,15.7542561111111,25.81,46.94,13.2355567884084
"6481",0,"220054000c504e5354303420",1689567894,"51.922546","4.480918","3.02",5.62,6.3,190,37,8,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,8,633,25.76,46.91,1,19.3,63.5,"na","na",281,278,321,240,21,2023-07-17 06:24:54,12.4072188690476,25.76,46.91,12.2095122220255
"6482",0,"220054000c504e5354303420",1689567899,"51.922546","4.480918","4.42",10.35,12.98,191,43,24,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,14,633,25.75,46.96,1,19.3,63.6,"na","na",284,278,319,242,22,2023-07-17 06:24:59,15.1982270039683,25.75,46.96,10.5351785786328
"6484",0,"220054000c504e5354303420",1689567904,"51.922546","4.480918","4.05",8.77,9.94,178,43,13,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,8,633,25.73,47.05,1,19.3,63.7,"na","na",284,278,321,243,14,2023-07-17 06:25:04,14.9485531673882,25.73,47.05,12.2379997220255
"6485",0,"220054000c504e5354303420",1689567909,"51.922546","4.480918","4.82",14.28,72.39,206,58,22,3,6,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,273,18,633,25.7,47.09,1,19.2,63.7,"na","na",283,278,319,244,16,2023-07-17 06:25:09,15.7951769173881,25.7,47.09,10.5785744119662
"6486",0,"220054000c504e5354303420",1689567914,"51.922546","4.480918","4.63",13.74,24.57,187,56,18,7,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,13,633,25.72,47.15,1,19.2,63.8,"na","na",285,278,320,240,15,2023-07-17 06:25:14,15.8623418650794,25.72,47.15,12.1300242918487
"6487",0,"220054000c504e5354303420",1689567919,"51.922546","4.480918","4.8",16.1,25.31,160,47,15,5,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,8,633,25.66,47.15,1,19.2,63.9,"na","na",282,278,323,243,19,2023-07-17 06:25:19,16.2532866188672,25.66,47.15,12.0218867658625
"6488",0,"220054000c504e5354303420",1689567924,"51.922546","4.480918","4.93",15.59,34.66,160,47,10,3,6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,11,633,25.68,47.16,1,19.2,64,"na","na",286,278,323,246,18,2023-07-17 06:25:24,16.2374490158452,25.68,47.16,12.1583867658625
"6489",0,"220054000c504e5354303420",1689567929,"51.922546","4.480918","3.23",9.4,12.86,110,25,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,6,633,25.66,47.24,1,19.2,64,"na","na",282,278,320,242,19,2023-07-17 06:25:29,15.0319945598846,25.66,47.24,11.7802296489915
"6491",0,"220054000c504e5354303420",1689567934,"51.922546","4.480918","4.99",14.31,17.25,99,27,15,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,12,633,25.62,47.35,1,19.2,63.9,"na","na",282,278,321,240,19,2023-07-17 06:25:34,15.9207158134921,25.62,47.35,12.5212186073069
"6492",0,"220054000c504e5354303420",1689567939,"51.922546","4.480918","5.38",17.06,56.29,126,39,10,1,8,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,9,633,25.6,47.46,1,19.2,64.2,"na","na",284,278,321,245,15,2023-07-17 06:25:39,16.524258997114,25.6,47.46,12.6098811073069
"6493",0,"220054000c504e5354303420",1689567944,"51.922546","4.480918","4.59",12.09,16.21,155,30,7,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,15,633,25.56,47.54,1,19.2,64.3,"na","na",283,278,320,243,21,2023-07-17 06:25:44,15.2102334920635,25.56,47.54,12.2830449267693
"6494",0,"220054000c504e5354303420",1689567949,"51.922546","4.480918","5.3",12.48,16,151,45,13,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,11,633,25.56,47.65,1,19.2,64.4,"na","na",285,278,320,244,22,2023-07-17 06:25:49,15.4606144642857,25.56,47.65,12.4132407601027
"6495",0,"220054000c504e5354303420",1689567954,"51.922546","4.480918","6.65",21.28,27.27,169,68,8,3,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,9,633,25.55,47.66,1,19.1,64.4,"na","na",283,278,320,244,21,2023-07-17 06:25:54,16.742100625,25.55,47.66,12.3544907601027
"6496",0,"220054000c504e5354303420",1689567959,"51.922546","4.480918","5.45",17.18,35.63,160,58,16,2,8,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,8,633,25.52,47.73,1,19.1,64.5,"na","na",285,278,318,241,31,2023-07-17 06:25:59,16.5659002669553,25.52,47.73,13.4662611508383
"6498",0,"220054000c504e5354303420",1689567964,"51.922546","4.480918","5.08",15.6,23.41,182,46,15,3,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,8,633,25.52,47.8,1,19.1,64.6,"na","na",283,278,317,243,21,2023-07-17 06:26:04,16.2876758026695,25.52,47.8,14.3510684911984
"6499",0,"220054000c504e5354303420",1689567969,"51.922546","4.480918","4.9",12.73,27.31,195,44,13,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,13,633,25.49,47.82,1,19.1,64.6,"na","na",283,278,315,237,21,2023-07-17 06:26:09,15.551252797619,25.49,47.82,14.3780437650193
"6500",0,"220054000c504e5354303420",1689567974,"51.922546","4.480918","4.44",15.99,31.14,90,35,7,4,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,9,632,25.46,47.86,1,19,64.7,"na","na",285,278,315,237,28,2023-07-17 06:26:14,16.1406901181457,25.46,47.86,14.4210864598245
"6501",0,"220054000c504e5354303420",1689567979,"51.922546","4.480918","4.75",20.98,41.1,146,40,4,2,4,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,12,633,25.46,47.93,1,19,64.7,"na","na",285,278,315,237,47,2023-07-17 06:26:19,16.7894848809524,25.46,47.93,14.4924406264912
"6502",0,"220054000c504e5354303420",1689567984,"51.922546","4.480918","4.81",9.75,17.32,110,41,11,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,10,633,25.46,47.93,1,19,64.9,"na","na",282,278,316,242,23,2023-07-17 06:26:24,15.0578630636724,25.46,47.93,14.0829759259451
"6503",0,"220054000c504e5354303420",1689567989,"51.922546","4.480918","6.36",18.52,30.43,194,41,14,5,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,12,633,25.42,48,1,19,64.9,"na","na",282,278,315,237,37,2023-07-17 06:26:29,16.6168528264791,25.42,48,14.4273272620778
"6505",0,"220054000c504e5354303420",1689567994,"51.922546","4.480918","6.8",19.5,24.49,238,76,16,12,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,13,633,25.42,48.06,1,19,65,"na","na",284,278,316,238,58,2023-07-17 06:26:34,16.4125161300505,25.42,48.06,13.9822863931952
"6506",0,"220054000c504e5354303420",1689567999,"51.922546","4.480918","4.87",13.77,50.79,209,59,16,6,5,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,14,633,25.39,48.06,1,19,65.1,"na","na",282,278,317,237,19,2023-07-17 06:26:39,16.0155038492063,25.39,48.06,14.9241707195485
"6507",0,"220054000c504e5354303420",1689568004,"51.922546","4.480918","3.38",6.65,7.3,133,34,8,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,9,633,25.38,48.13,1,19,65,"na","na",284,278,316,237,18,2023-07-17 06:26:44,13.3519160227273,25.38,48.13,14.2263048275387
"6508",0,"220054000c504e5354303420",1689568009,"51.922546","4.480918","4.29",7.51,40.53,133,29,13,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,6,633,25.35,48.15,1,19,65.1,"na","na",284,278,316,241,18,2023-07-17 06:26:49,13.9979761706349,25.35,48.15,14.2932048275387
"6509",0,"220054000c504e5354303420",1689568014,"51.922546","4.480918","5.78",18.76,80.78,219,67,15,1,3,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,219,9,633,25.36,48.25,1,19,65.1,"na","na",283,278,314,240,18,2023-07-17 06:26:54,16.4112871717172,25.36,48.25,14.6192733757179
"6510",0,"220054000c504e5354303420",1689568019,"51.922546","4.480918","5.24",14.91,18.78,231,50,15,5,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,17,633,25.33,48.21,1,18.9,65.1,"na","na",283,278,314,239,18,2023-07-17 06:26:59,16.301630297619,25.33,48.21,14.7332954895619
"6512",0,"220054000c504e5354303420",1689568024,"51.922546","4.480918","5.24",17.7,26.05,271,62,16,7,12,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,12,633,25.3,48.22,1,18.9,65.2,"na","na",282,278,322,243,25,2023-07-17 06:27:04,16.5783513383838,25.3,48.22,13.0672093337142
"6513",0,"220054000c504e5354303420",1689568029,"51.922546","4.480918","4.29",13.31,17.68,212,66,17,2,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,14,633,25.29,48.29,1,18.9,65.3,"na","na",282,278,316,239,16,2023-07-17 06:27:09,15.8102215124459,25.29,48.29,14.1275298275387
"6514",0,"220054000c504e5354303420",1689568034,"51.922546","4.480918","4.66",15.03,30.87,211,70,16,8,2,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,17,633,25.28,48.34,1,18.9,65.3,"na","na",284,278,316,238,19,2023-07-17 06:27:14,16.2750288690476,25.28,48.34,14.0802363751577
"6515",0,"220054000c504e5354303420",1689568039,"51.922546","4.480918","4.8",11.36,14.69,270,86,21,5,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,15,633,25.25,48.3,1,18.9,65.3,"na","na",283,278,316,240,18,2023-07-17 06:27:19,15.1352988690476,25.25,48.3,14.156450660872
"6516",0,"220054000c504e5354303420",1689568044,"51.922546","4.480918","3.98",11.48,21.23,257,66,13,7,10,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,12,633,25.23,48.33,1,18.9,65.3,"na","na",284,278,315,240,19,2023-07-17 06:27:24,15.2325853084416,25.23,48.33,14.7273581867087
"6517",0,"220054000c504e5354303420",1689568049,"51.922546","4.480918","4.43",13.53,27.65,268,72,20,10,8,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,16,633,25.25,48.33,1,18.9,65.3,"na","na",283,278,314,238,28,2023-07-17 06:27:29,15.9909961255411,25.25,48.33,14.6454959677092
"6519",0,"220054000c504e5354303420",1689568054,"51.922546","4.480918","4.03",9.53,13,167,59,17,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,14,633,25.25,48.33,1,18.9,65.4,"na","na",282,278,317,241,17,2023-07-17 06:27:34,14.999295625,25.25,48.33,14.7815832195485
"6520",0,"220054000c504e5354303420",1689568059,"51.922546","4.480918","5.58",14.04,17.36,202,54,13,7,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,9,634,25.19,48.37,1,18.8,65.4,"na","na",284,278,314,239,17,2023-07-17 06:27:39,16.2546049350649,25.19,48.37,14.8879195358492
"6521",0,"220054000c504e5354303420",1689568064,"51.922546","4.480918","5.33",10.8,13.09,212,68,17,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,14,634,25.18,48.48,1,18.8,65.5,"na","na",283,278,313,238,20,2023-07-17 06:27:44,14.7152070734127,25.18,48.48,13.6359112977766
