"","A"," deviceID","time","latitude","longitude","PM1","PM25","PM10","bin0","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin20","bin17.1","bin22","bin23","flowrate","countglitch","laser_status","temperature_opc","humidity_opc","data_is_valid","temperature","humidity","ambient_IR","object_IR","gas_op1_w","gas_op1_r","gas_op2_w","gas_op2_r","noise","time_local","PM25_cs3","temperature_opc_cs3","humidity_opc_cs3","gas_op2_w_cs3"
"8365",0,"220054000c504e5354303420",1689575969,"51.922455","4.480692","5.11",15.11,81.15,251,71,14,7,4,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,275,15,634,25.01,50.85,1,19.3,66.8,"na","na",285,278,328,278,40,2023-07-17 08:39:29,17.3034466178266,25.01,50.85,20.8532178571428
"8367",0,"220054000c504e5354303420",1689575974,"51.922455","4.480692","4.48",12.4,50.15,219,76,17,2,3,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,10,634,24.99,50.77,1,19.3,66.7,"na","na",285,278,328,276,20,2023-07-17 08:39:34,16.6634370833333,24.99,50.77,20.6094886904762
"8368",0,"220054000c504e5354303420",1689575979,"51.922455","4.480692","4.74",12.1,26.27,297,76,14,8,7,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,14,634,25.01,50.55,1,19.2,66.5,"na","na",282,278,328,277,27,2023-07-17 08:39:39,16.6710680357142,25.01,50.55,20.7946220238095
"8369",0,"220054000c504e5354303420",1689575984,"51.922455","4.480692","5.44",15.14,52.75,294,84,22,8,11,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,18,634,24.99,50.41,1,19.2,66.5,"na","na",282,278,328,278,20,2023-07-17 08:39:44,16.9958681042568,24.99,50.41,20.4586928571429
"8370",0,"220054000c504e5354303420",1689575989,"51.922455","4.480692","4.52",12.17,18.08,259,93,17,4,6,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,12,634,25.01,50.31,1,19.2,66.4,"na","na",283,278,325,275,22,2023-07-17 08:39:49,16.7466764393939,25.01,50.31,18.3400618408158
"8371",0,"220054000c504e5354303420",1689575994,"51.922455","4.480692","4.19",11.63,19.45,278,67,23,6,8,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,18,633,24.99,50.26,1,19.2,66.4,"na","na",284,278,328,279,27,2023-07-17 08:39:54,16.2543940178571,24.99,50.26,20.4478845238095
"8372",0,"220054000c504e5354303420",1689575999,"51.922455","4.480692","4.57",10.85,42.3,291,102,26,4,7,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,20,634,25.02,50.18,1,19.2,66.4,"na","na",284,278,329,279,22,2023-07-17 08:39:59,16.5092170833333,25.02,50.18,20.6782006831132
"8374",0,"220054000c504e5354303420",1689576004,"51.922455","4.480692","4.58",12.81,24.15,300,91,29,6,6,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,21,634,24.99,50.23,1,19.2,66.5,"na","na",286,278,329,279,27,2023-07-17 08:40:04,16.1387836760462,24.99,50.23,20.4635506831132
"8375",0,"220054000c504e5354303420",1689576009,"51.922455","4.480692","4.42",12.13,19.4,269,89,26,7,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,15,634,24.99,50.26,1,19.2,66.5,"na","na",285,278,328,279,24,2023-07-17 08:40:09,16.3678156953463,24.99,50.26,20.4478845238095
"8376",0,"220054000c504e5354303420",1689576014,"51.922455","4.480692","4.42",14.03,23.77,287,92,17,6,9,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,14,634,25.01,50.27,1,19.2,66.7,"na","na",285,278,324,277,29,2023-07-17 08:40:14,16.0654573115079,25.01,50.27,18.2057071249898
"8377",0,"220054000c504e5354303420",1689576019,"51.922455","4.480692","3.57",8.11,10.33,176,46,13,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,13,634,24.99,50.29,1,19.2,66.5,"na","na",285,278,324,274,25,2023-07-17 08:40:19,16.3661990476191,24.99,50.29,17.9308946249898
"8378",0,"220054000c504e5354303420",1689576024,"51.922455","4.480692","4.57",10.9,14.16,164,43,8,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,14,634,25.01,50.28,1,19.2,66.8,"na","na",286,278,326,275,25,2023-07-17 08:40:24,16.4820577083333,25.01,50.28,19.8077144039465
"8379",0,"220054000c504e5354303420",1689576029,"51.922455","4.480692","5.51",13.56,19.13,152,39,12,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,8,634,24.99,50.42,1,19.2,67,"na","na",286,278,324,276,24,2023-07-17 08:40:29,16.8805877768759,24.99,50.42,17.9883904583231
"8381",0,"220054000c504e5354303420",1689576034,"51.922455","4.480692","6.45",21.07,63.93,165,48,9,3,3,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,10,634,24.99,50.59,1,19.2,67.1,"na","na",285,278,323,274,25,2023-07-17 08:40:34,20.9884549693362,24.99,50.59,17.927758250196
"8382",0,"220054000c504e5354303420",1689576039,"51.922455","4.480692","6.68",16.13,61.19,185,53,13,3,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,14,634,24.98,50.62,1,19.2,67.2,"na","na",288,278,324,274,19,2023-07-17 08:40:39,16.851984265873,24.98,50.62,18.3104586401413
"8383",0,"220054000c504e5354303420",1689576044,"51.922455","4.480692","8.26",30.16,55.41,174,48,8,6,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,10,634,24.98,50.69,1,19.2,67.2,"na","na",285,278,324,274,56,2023-07-17 08:40:44,22.8565952823565,24.98,50.69,18.2118555893633
"8384",0,"220054000c504e5354303420",1689576049,"51.922455","4.480692","6.86",21.99,39.03,149,23,9,2,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,11,634,24.98,50.75,1,19.2,67.3,"na","na",288,278,325,273,40,2023-07-17 08:40:49,21.2258457125513,24.98,50.75,18.3348368408158
"8385",0,"220054000c504e5354303420",1689576054,"51.922455","4.480692","6.21",11.74,13.3,143,30,11,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,8,634,24.98,50.8,1,19.2,67.3,"na","na",285,278,326,274,34,2023-07-17 08:40:54,16.7200988988095,24.98,50.8,19.7944894039465
"8386",0,"220054000c504e5354303420",1689576059,"51.922455","4.480692","7.39",15.25,54.51,174,72,15,4,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,9,634,24.97,50.82,1,19.2,67.3,"na","na",286,278,325,275,36,2023-07-17 08:40:59,17.0240639980159,24.97,50.82,18.8138972574825
"8388",0,"220054000c504e5354303420",1689576064,"51.922455","4.480692","6.01",20.82,38.59,161,57,8,3,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,10,634,24.97,50.83,1,19.1,67.2,"na","na",286,278,326,275,26,2023-07-17 08:41:04,20.3018200297619,24.97,50.83,20.1705998206131
"8389",0,"220054000c504e5354303420",1689576069,"51.922455","4.480692","6.26",12.68,14.6,144,42,13,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,12,634,24.99,50.79,1,19.1,67.2,"na","na",286,278,324,274,34,2023-07-17 08:41:09,16.7213722916666,24.99,50.79,18.0854139226966
"8390",0,"220054000c504e5354303420",1689576074,"51.922455","4.480692","5.87",14.52,57.12,155,38,8,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,8,634,24.97,50.73,1,19.1,67.2,"na","na",286,278,326,279,49,2023-07-17 08:41:14,16.7118462887806,24.97,50.73,20.1266623206131
"8391",0,"220054000c504e5354303420",1689576079,"51.922455","4.480692","7.66",16.77,20.8,194,61,15,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,16,634,24.99,50.69,1,19.1,67.2,"na","na",284,278,325,278,41,2023-07-17 08:41:19,17.2055104166666,24.99,50.69,18.2159118408158
"8392",0,"220054000c504e5354303420",1689576084,"51.922455","4.480692","6.39",17.27,36.21,230,60,20,4,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,18,634,24.97,50.66,1,19.1,67.2,"na","na",285,278,327,276,24,2023-07-17 08:41:24,17.2644977380952,24.97,50.66,20.2375231325287
"8393",0,"220054000c504e5354303420",1689576089,"51.922455","4.480692","4.95",13.22,21.63,186,43,12,3,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,16,634,24.97,50.7,1,19.1,67.3,"na","na",285,278,328,277,37,2023-07-17 08:41:29,16.7570219047619,24.97,50.7,20.9036699404762
"8395",0,"220054000c504e5354303420",1689576094,"51.922455","4.480692","6.14",16.58,38.78,199,57,19,2,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,12,634,24.98,50.72,1,19.1,67.4,"na","na",285,278,323,272,31,2023-07-17 08:41:34,17.3615225,24.98,50.72,18.1931946055074
"8396",0,"220054000c504e5354303420",1689576099,"51.922455","4.480692","6.64",18.85,56.83,172,57,14,3,6,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,10,634,24.97,50.75,1,19.1,67.5,"na","na",285,278,326,277,34,2023-07-17 08:41:39,18.2588794047619,24.97,50.75,20.1266623206131
"8397",0,"220054000c504e5354303420",1689576104,"51.922455","4.480692","6.56",18.08,124.33,189,46,16,3,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155,10,634,24.95,50.82,1,19.1,67.5,"na","na",286,278,326,277,42,2023-07-17 08:41:44,17.6728907440476,24.95,50.82,20.4307498206131
"8398",0,"220054000c504e5354303420",1689576109,"51.922455","4.480692","8.09",18.73,45.56,313,86,25,8,7,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,18,634,24.97,50.86,1,19.1,67.6,"na","na",286,278,324,276,30,2023-07-17 08:41:49,18.2701839880952,24.97,50.86,18.6429285060299
"8399",0,"220054000c504e5354303420",1689576114,"51.922455","4.480692","5.19",13.78,24.34,238,67,18,9,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,14,634,24.95,50.86,1,19.1,67.6,"na","na",287,278,325,278,29,2023-07-17 08:41:54,16.792238617665,24.95,50.86,19.0743609479586
"8400",0,"220054000c504e5354303420",1689576119,"51.922455","4.480692","5.42",16.18,46.39,232,64,18,3,6,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,16,634,24.98,50.95,1,19.1,67.6,"na","na",285,278,327,277,22,2023-07-17 08:41:59,17.1652512515263,24.98,50.95,20.0219180730049
"8402",0,"220054000c504e5354303420",1689576124,"51.922455","4.480692","2.96",7.95,49.9,116,30,4,1,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,8,633,24.98,50.95,1,19.1,67.4,"na","na",285,278,325,278,23,2023-07-17 08:42:04,16.7297236309524,24.98,50.95,18.4143963646253
"8403",0,"220054000c504e5354303420",1689576129,"51.922455","4.480692","5.29",13.25,29.12,207,63,13,4,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,10,634,24.94,50.88,1,19.1,67.4,"na","na",286,278,325,274,21,2023-07-17 08:42:09,16.8754325595238,24.94,50.88,19.1389026146253
"8404",0,"220054000c504e5354303420",1689576134,"51.922455","4.480692","4.77",15.09,34.75,180,53,14,7,2,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,11,634,24.94,50.73,1,19.1,67.4,"na","na",284,278,325,276,22,2023-07-17 08:42:14,17.1305983820346,24.94,50.73,19.1239109479586
"8405",0,"220054000c504e5354303420",1689576139,"51.922455","4.480692","5.47",15.99,25.03,205,79,20,4,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,11,634,24.97,50.72,1,19.1,67.4,"na","na",285,278,327,274,29,2023-07-17 08:42:19,16.8625363095238,24.97,50.72,20.2661147991954
"8406",0,"220054000c504e5354303420",1689576144,"51.922455","4.480692","4.71",12.63,24.69,178,51,16,2,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,16,634,24.92,50.77,1,19.1,67.5,"na","na",284,278,323,273,29,2023-07-17 08:42:24,16.6641445833333,24.92,50.77,19.0038599464165
"8407",0,"220054000c504e5354303420",1689576149,"51.922455","4.480692","5.27",12.15,15.34,214,69,15,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,8,634,24.95,50.76,1,19.1,67.5,"na","na",284,278,324,277,32,2023-07-17 08:42:29,16.877999375,24.95,50.76,18.8732273696663
"8409",0,"220054000c504e5354303420",1689576154,"51.922455","4.480692","6.4",17.39,26.36,173,61,21,5,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,8,634,24.97,50.75,1,19.1,67.4,"na","na",286,278,325,278,29,2023-07-17 08:42:34,17.3846573214286,24.97,50.75,18.7502139241491
"8410",0,"220054000c504e5354303420",1689576159,"51.922455","4.480692","5.47",11.3,12.93,160,50,13,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,8,634,24.95,50.75,1,19.1,67.4,"na","na",285,278,321,270,32,2023-07-17 08:42:39,16.8291146527778,24.95,50.75,18.1444778664896
"8411",0,"220054000c504e5354303420",1689576164,"51.922455","4.480692","5.85",16.87,25.19,147,45,16,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,14,634,24.97,50.74,1,19.1,67.5,"na","na",285,278,324,274,19,2023-07-17 08:42:44,17.3229818452381,24.97,50.74,18.6252160060299
"8412",0,"220054000c504e5354303420",1689576169,"51.922455","4.480692","6.66",21.81,54.32,265,69,16,0,9,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,20,634,24.94,50.8,1,19.1,67.5,"na","na",286,278,324,272,33,2023-07-17 08:42:49,20.6752526128039,24.94,50.8,18.9958055893633
"8413",0,"220054000c504e5354303420",1689576174,"51.922455","4.480692","6.05",19.38,31.6,270,90,22,5,5,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,16,634,24.94,50.76,1,19.1,67.5,"na","na",285,278,322,273,37,2023-07-17 08:42:54,18.7117339880952,24.94,50.76,18.6233708276316
"8414",0,"220054000c504e5354303420",1689576179,"51.922455","4.480692","5.11",12.21,15.67,279,80,20,3,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,11,634,24.92,50.77,1,19.1,67.4,"na","na",285,278,324,274,30,2023-07-17 08:42:59,16.8092990773809,24.92,50.77,19.0649493393633
"8416",0,"220054000c504e5354303420",1689576184,"51.922455","4.480692","5.02",12.88,51.17,293,94,26,5,8,6,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,363,17,634,24.91,50.72,1,19.1,67.3,"na","na",285,278,320,273,23,2023-07-17 08:43:04,16.6786026785714,24.91,50.72,17.917319546728
"8417",0,"220054000c504e5354303420",1689576189,"51.922455","4.480692","4.19",10.88,16.3,260,71,22,2,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,14,634,24.91,50.65,1,19.1,67.2,"na","na",285,278,324,273,23,2023-07-17 08:43:09,16.8513228571428,24.91,50.65,19.2698482234746
"8418",0,"220054000c504e5354303420",1689576194,"51.922455","4.480692","4.49",11.13,18.36,270,89,22,8,10,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,16,634,24.92,50.66,1,19.1,67.1,"na","na",285,278,321,272,31,2023-07-17 08:43:14,16.4255463392857,24.92,50.66,18.3159373361866
"8419",0,"220054000c504e5354303420",1689576199,"51.922455","4.480692","3.98",9.68,11.71,203,60,11,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,14,633,24.95,50.6,1,19.1,67.2,"na","na",285,278,324,277,41,2023-07-17 08:43:19,16.9052048809524,24.95,50.6,18.8637054204443
"8420",0,"220054000c504e5354303420",1689576204,"51.922455","4.480692","4.49",11.98,15.39,129,54,12,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,9,634,24.92,50.57,1,19.1,67.3,"na","na",284,278,321,271,23,2023-07-17 08:43:24,16.705422172619,24.92,50.57,18.3516498361866
"8421",0,"220054000c504e5354303420",1689576209,"51.922455","4.480692","4.74",13.89,30.28,147,43,12,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,10,634,24.92,50.62,1,19.1,67.3,"na","na",287,278,321,274,28,2023-07-17 08:43:29,16.4767227380952,24.92,50.62,18.3657081695199
"8423",0,"220054000c504e5354303420",1689576214,"51.9226","4.48082","6.37",15.34,19.42,121,34,12,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,7,634,24.94,50.66,1,19,67.2,"na","na",284,278,324,271,33,2023-07-17 08:43:34,16.9287535714285,24.94,50.66,18.9973336401413
"8424",0,"220054000c504e5354303420",1689576219,"51.922615","4.48078","8.14",18.76,22.93,173,51,18,11,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,11,634,24.92,50.61,1,19,67,"na","na",287,278,321,272,26,2023-07-17 08:43:39,18.1666006547619,24.92,50.61,18.3657081695199
"8425",0,"220054000c504e5354303420",1689576224,"51.92263","4.480766","6.06",15.23,19.21,175,47,12,7,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,11,634,24.91,50.52,1,19,66.9,"na","na",283,278,321,271,29,2023-07-17 08:43:44,16.9543714375902,24.91,50.52,18.3996123361866
"8426",0,"220054000c504e5354303420",1689576229,"51.922615","4.48069","7.41",20.47,34.96,249,92,26,6,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,11,634,24.94,50.44,1,19,66.9,"na","na",281,278,321,271,26,2023-07-17 08:43:49,19.4862138501082,24.94,50.44,18.3377213639644
"8427",0,"220054000c504e5354303420",1689576234,"51.922596","4.480651","5.29",13.58,18.37,174,48,14,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,11,633,24.91,50.32,1,19,67.2,"na","na",283,278,322,275,38,2023-07-17 08:43:54,16.7012387400793,24.91,50.32,18.653096449926
"8428",0,"220054000c504e5354303420",1689576239,"51.922577","4.480685","5.61",9.57,10.25,142,38,9,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,7,634,24.89,50.27,1,19,66.9,"na","na",282,278,320,269,34,2023-07-17 08:43:59,16.5265411309524,24.89,50.27,17.7528292689502
"8430",0,"220054000c504e5354303420",1689576244,"51.922588","4.480727","5.94",11.61,30.57,133,44,9,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,7,634,24.89,50.31,1,19,66.9,"na","na",284,278,319,269,30,2023-07-17 08:44:04,16.3567625892857,24.89,50.31,17.2930163819987
"8431",0,"220054000c504e5354303420",1689576249,"51.922607","4.480767","6.2",13.69,15.74,140,52,10,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,7,634,24.89,50.3,1,19,67,"na","na",285,278,319,270,25,2023-07-17 08:44:09,16.647756033977,24.89,50.3,17.2930163819987
"8432",0,"220054000c504e5354303420",1689576254,"51.922607","4.480777","5.51",11.03,14.51,142,40,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,9,634,24.91,50.37,1,19,67.1,"na","na",285,278,321,271,24,2023-07-17 08:44:14,16.4873964583333,24.91,50.37,18.3155026139644
"8433",0,"220054000c504e5354303420",1689576259,"51.922592","4.480747","7.51",18.63,71.91,212,50,18,5,5,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,9,634,24.89,50.42,1,19,67.1,"na","na",285,278,320,272,22,2023-07-17 08:44:19,18.0392775,24.89,50.42,17.8721376022835
"8434",0,"220054000c504e5354303420",1689576264,"51.922588","4.480739","4.66",8.85,9.98,144,39,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,10,634,24.89,50.42,1,19,67.1,"na","na",284,278,320,273,40,2023-07-17 08:44:24,16.5992098214286,24.89,50.42,17.8721376022835
"8435",0,"220054000c504e5354303420",1689576269,"51.922577","4.480743","6.41",14.59,19.19,170,69,12,5,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,15,634,24.89,50.42,1,19,67.1,"na","na",283,278,320,267,31,2023-07-17 08:44:29,16.47073627886,24.89,50.42,17.8721376022835
"8437",0,"220054000c504e5354303420",1689576274,"51.922585","4.480765","5.82",16.68,40.1,170,44,15,5,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,12,634,24.89,50.43,1,19,67.1,"na","na",287,278,322,273,23,2023-07-17 08:44:34,17.2001816396104,24.89,50.43,18.7575631165927
"8438",0,"220054000c504e5354303420",1689576279,"51.922596","4.480805","4.54",10.03,14.15,173,44,8,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,13,634,24.87,50.42,1,19,67.1,"na","na",284,278,321,273,36,2023-07-17 08:44:39,16.7036902380952,24.87,50.42,18.3955776139644
"8439",0,"220054000c504e5354303420",1689576284,"51.922592","4.480827","4.97",12.18,17.37,142,41,10,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,8,634,24.88,50.43,1,19,67,"na","na",285,278,321,273,36,2023-07-17 08:44:44,16.8284696130952,24.88,50.43,18.3978276139644
"8440",0,"220054000c504e5354303420",1689576288,"51.922588","4.480838","6.23",19,26.19,132,39,19,3,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,9,634,24.87,50.37,1,19,67,"na","na",285,278,324,273,27,2023-07-17 08:44:48,18.2474019047619,24.87,50.37,19.1045133749898
"8441",0,"220054000c504e5354303420",1689576293,"51.922588","4.48085","4.99",8.52,9.26,137,35,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,10,634,24.87,50.35,1,19,67.1,"na","na",285,278,324,274,37,2023-07-17 08:44:53,16.463424047619,24.87,50.35,19.1048467083231
"8442",0,"220054000c504e5354303420",1689576298,"51.922585","4.480862","7.76",19.85,96.76,239,75,24,6,7,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,203,13,634,24.88,50.38,1,19,67.1,"na","na",285,278,323,273,28,2023-07-17 08:44:58,18.6405008441558,24.88,50.38,18.9596444244384
"8444",0,"220054000c504e5354303420",1689576304,"51.922592","4.480873","6.1",17.72,65.31,295,80,25,6,2,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,277,16,634,24.85,50.39,1,19,67,"na","na",282,278,319,277,37,2023-07-17 08:45:04,17.3826027380952,24.85,50.39,17.3071629729078
"8445",0,"220054000c504e5354303420",1689576309,"51.922592","4.480876","5.11",15.63,33.23,224,70,23,4,6,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,15,634,24.85,50.4,1,19,67,"na","na",285,278,320,271,43,2023-07-17 08:45:09,16.7919506547619,24.85,50.4,17.8313667689502
"8446",0,"220054000c504e5354303420",1689576314,"51.922588","4.480869","3.89",5.41,5.55,137,42,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,8,634,24.87,50.34,1,19,66.9,"na","na",285,278,321,273,40,2023-07-17 08:45:14,15.5181296861472,24.87,50.34,18.379194280631
"8447",0,"220054000c504e5354303420",1689576319,"51.922585","4.480866","5.85",15.38,39.22,119,31,15,4,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,9,634,24.85,50.33,1,18.9,67.1,"na","na",283,278,319,274,41,2023-07-17 08:45:19,16.8325640575397,24.85,50.33,17.2932338062411
"8448",0,"220054000c504e5354303420",1689576324,"51.922588","4.480872","6.1",18.16,64.25,113,38,12,5,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,14,634,24.84,50.36,1,18.9,67,"na","na",285,278,321,273,33,2023-07-17 08:45:24,17.8079194047619,24.84,50.36,18.204681780631
"8450",0,"220054000c504e5354303420",1689576329,"51.922581","4.480896","5.71",13.45,16.07,141,31,10,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,10,634,24.84,50.36,1,19,66.6,"na","na",282,278,318,273,23,2023-07-17 08:45:29,16.7745615277778,24.84,50.36,17.4068924048531
"8451",0,"220054000c504e5354303420",1689576334,"51.922581","4.480907","5.41",13.42,17.2,103,35,7,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,7,634,24.85,50.13,1,18.9,66.4,"na","na",283,278,321,275,23,2023-07-17 08:45:34,16.4323538095238,24.85,50.13,18.2712151139644
"8452",0,"220054000c504e5354303420",1689576339,"51.922592","4.480905","5.38",18.37,53.4,118,21,10,1,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,8,634,24.84,49.88,1,18.9,66.2,"na","na",282,278,321,273,26,2023-07-17 08:45:39,17.9424431547619,24.84,49.88,18.1374234472977
"8453",0,"220054000c504e5354303420",1689576344,"51.922596","4.480912","5.35",15.5,20.37,129,16,10,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,6,634,24.82,49.7,1,18.9,66.2,"na","na",282,278,318,270,28,2023-07-17 08:45:44,16.2338993650793,24.82,49.7,17.1529013792121
"8454",0,"220054000c504e5354303420",1689576349,"51.922596","4.480912","5.42",14.45,17.75,138,20,9,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,8,634,24.82,49.65,1,18.9,66.4,"na","na",281,278,320,272,24,2023-07-17 08:45:49,16.5877593073593,24.82,49.65,16.9708907787854
"8455",0,"220054000c504e5354303420",1689576354,"51.922596","4.480912","6.19",12.59,14.15,130,43,11,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,12,634,24.81,49.76,1,18.9,66.4,"na","na",281,278,318,271,22,2023-07-17 08:45:54,16.0788622420635,24.81,49.76,16.9846001887359
"8456",0,"220054000c504e5354303420",1689576359,"51.922596","4.480912","7.37",24.27,33.95,230,61,17,6,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,9,634,24.81,49.85,1,18.9,66.5,"na","na",282,278,322,276,24,2023-07-17 08:45:59,19.4322347977839,24.81,49.85,18.5398887419506
"8458",0,"220054000c504e5354303420",1689576364,"51.922596","4.480912","5.87",17.73,34.87,245,59,26,3,6,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,10,634,24.78,49.89,1,18.9,66.5,"na","na",284,278,318,270,31,2023-07-17 08:46:04,17.5428451488095,24.78,49.89,17.1660085220692
"8459",0,"220054000c504e5354303420",1689576369,"51.922596","4.480912","4.55",15.4,70.3,240,60,15,2,9,6,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,295,13,634,24.81,49.85,1,18.9,66.5,"na","na",284,278,318,270,27,2023-07-17 08:46:09,16.5246866666666,24.81,49.85,17.2760210220692
