0,220054000c504e5354303420,1696494156,51.922203,4.480929,1.69,7.77,14.17,61,21,9,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,8,632,24.42,47.73,1,18.6,62.3,na,na,315,278,333,275,13
0,220054000c504e5354303420,1696494161,51.922203,4.480929,1.73,3.12,3.24,67,15,17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,9,632,24.42,47.76,1,18.6,62.3,na,na,310,278,334,273,36
0,220054000c504e5354303420,1696494166,51.922203,4.480929,1.58,6.52,16.68,55,17,10,3,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,9,633,24.39,47.72,1,18.6,62.3,na,na,309,278,335,272,17
0,220054000c504e5354303420,1696494171,51.922203,4.480929,1.97,8.56,27.24,58,17,10,6,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,7,632,24.39,47.77,1,18.6,62.3,na,na,309,278,332,273,15
1,220054000c504e5354303420,1696494172,51.922203,4.480929,-1,-273.4,-0.00,3.75,0,1,0,0,19.2,70.8,3.34,-1.0,100.0
0,220054000c504e5354303420,1696494176,51.922203,4.480929,2.17,14.06,33.38,61,19,8,6,7,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,8,633,24.40,47.74,1,18.6,62.3,na,na,311,278,333,272,21
0,220054000c504e5354303420,1696494181,51.922203,4.480929,1.99,9.20,15.64,44,11,8,7,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,5,633,24.40,47.71,1,18.6,62.3,na,na,309,278,334,270,34
0,220054000c504e5354303420,1696494186,51.922203,4.480929,2.01,7.39,27.80,67,17,12,2,7,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,6,633,24.40,47.73,1,18.6,62.3,na,na,306,278,336,272,22
0,220054000c504e5354303420,1696494191,51.922203,4.480929,2.49,11.51,64.70,60,23,13,6,8,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,290,8,633,24.40,47.78,1,18.7,62.3,na,na,307,278,335,271,19
0,220054000c504e5354303420,1696494196,51.922203,4.480929,1.95,9.89,29.87,49,23,7,2,8,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,8,632,24.40,47.70,1,18.6,62.3,na,na,303,278,334,271,23
0,220054000c504e5354303420,1696494201,51.922203,4.480929,2.30,12.52,35.42,60,19,11,5,10,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,10,633,24.40,47.74,1,18.6,62.3,na,na,303,278,334,268,17
1,220054000c504e5354303420,1696494203,51.922203,4.480929,-1,-273.4,-0.00,3.75,0,1,0,0,19.2,70.7,3.36,-1.5,100.0
0,220054000c504e5354303420,1696494206,51.922203,4.480929,1.85,9.28,19.88,55,17,10,6,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,8,633,24.40,47.76,1,18.6,62.3,na,na,295,278,335,269,18
0,220054000c504e5354303420,1696494211,51.922203,4.480929,2.29,8.66,11.82,69,26,13,6,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,12,633,24.42,47.73,1,18.7,62.3,na,na,296,278,336,272,17
0,220054000c504e5354303420,1696494216,51.922203,4.480929,1.54,4.53,13.70,64,24,11,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,5,633,24.42,47.76,1,18.7,62.3,na,na,293,278,334,271,16
0,220054000c504e5354303420,1696494221,51.922203,4.480929,1.83,7.96,58.05,81,27,7,5,6,4,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,373,10,633,24.43,47.72,1,18.7,62.3,na,na,305,278,334,274,15
0,220054000c504e5354303420,1696494226,51.922203,4.480929,1.80,9.69,29.42,64,14,14,5,5,8,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,8,632,24.40,47.77,1,18.7,62.3,na,na,307,278,335,270,34
