"","TS","Iref","Isig","ATN","BC","RH","Temp","FR","Vbat","GPSlat","GPSlong","DST_time"
"1","$2023-09-05 07:17:35",5538872,5748877,-2.3270755,0.0558,53.0724,26.31915,100,8.15,51.92179,4.48377,2023-09-05 07:17:35
"2","$2023-09-05 07:17:37",5538588,5748595,-2.3269262,0.4404,53.04036,26.3325,100,8.15,51.92179,4.48377,2023-09-05 07:17:37
"3","$2023-09-05 07:17:39",5538306,5748302,-2.3267517,0.5126,53.01595,26.3325,100,8.15,51.92179,4.48377,2023-09-05 07:17:39
"4","$2023-09-05 07:17:51",5544670,5746329,-2.5099158,644.1916,52.95796,26.3592,100.4,8.15,51.92195,4.48164,2023-09-05 07:17:51
"5","$2023-09-05 07:17:53",5544348,5746388,-2.2551599,741.7546,52.97017,26.34585,100.4,8.15,51.92195,4.48164,2023-09-05 07:17:53
"6","$2023-09-05 07:17:55",5544037,5746319,-2.1749911,234.6344,52.97017,26.34585,100,8.15,51.92195,4.48164,2023-09-05 07:17:55
"7","$2023-09-05 07:18:11",5562642,5739712,-2.1342964,188.3426,52.3125,26.38857,100.7,8.14,51.92194,4.48152,2023-09-05 07:18:11
"8","$2023-09-05 07:18:13",5561184,5741209,-1.9800515,451.0555,52.32471,26.37522,100.4,8.15,51.92194,4.48152,2023-09-05 07:18:13
"9","$2023-09-05 07:18:15",5558156,5717074,-1.7781425,586.4739,52.30182,26.38857,100.7,8.14,51.92194,4.48152,2023-09-05 07:18:15
"10","$2023-09-05 07:18:17",5557357,5714508,-1.5915256,528.2017,52.37201,26.38857,100.4,8.14,51.92194,4.48152,2023-09-05 07:18:17
"11","$2023-09-05 07:18:19",5556719,5730090,-1.5010109,265.0285,52.49103,26.40193,100.4,8.14,51.92194,4.48152,2023-09-05 07:18:19
"12","$2023-09-05 07:18:41",5557859,5767415,-2.3124418,12.2226,52.3064,26.41528,100.4,8.14,51.92188,4.48116,2023-09-05 07:18:41
"13","$2023-09-05 07:18:43",5557495,5766428,-2.3043938,23.6689,52.35828,26.458,100.4,8.14,51.92188,4.48116,2023-09-05 07:18:43
"14","$2023-09-05 07:18:45",5557025,5765806,-2.2953558,25.9367,52.28809,26.458,100.4,8.14,51.92188,4.48116,2023-09-05 07:18:45
"15","$2023-09-05 07:18:47",5556939,5759186,-2.2723513,67.2815,52.27588,26.47135,100.4,8.14,51.92188,4.48116,2023-09-05 07:18:47
"16","$2023-09-05 07:18:49",5557129,5754839,-2.2182226,157.6856,52.224,26.458,100.4,8.14,51.92188,4.48116,2023-09-05 07:18:49
"17","$2023-09-05 07:18:51",5558030,5763660,-2.1702318,139.2314,52.15076,26.48737,100.4,8.14,51.92188,4.48116,2023-09-05 07:18:51
"18","$2023-09-05 07:18:57",5559348,5756270,-2.3099937,12.7674,52.03327,26.47135,100.4,8.14,51.92188,4.48116,2023-09-05 07:18:57
"19","$2023-09-05 07:18:59",5559078,5755564,-2.193954,338.1928,52.07447,26.48737,100.4,8.14,51.92188,4.48116,2023-09-05 07:18:59
"20","$2023-09-05 07:19:01",5557789,5754942,-2.0969872,282.7406,52.07447,26.48737,100.4,8.14,51.92188,4.48116,2023-09-05 07:19:01
"21","$2023-09-05 07:19:03",5554659,5756151,-2.0888882,23.7071,51.98596,26.48737,100,8.14,51.92188,4.48116,2023-09-05 07:19:03
"22","$2023-09-05 07:19:11",5554487,5749247,-2.152729,124.8525,51.80744,26.50073,99.7,8.14,51.92188,4.48116,2023-09-05 07:19:11
"23","$2023-09-05 07:19:13",5555006,5749259,-2.0894036,181.6013,51.77082,26.51408,99.7,8.14,51.92185,4.48129,2023-09-05 07:19:13
"24","$2023-09-05 07:19:15",5554474,5748688,-2.0475698,123.6616,51.77082,26.51408,99.7,8.14,51.92185,4.48129,2023-09-05 07:19:15
"25","$2023-09-05 07:19:17",5553936,5747532,-2.0321875,45.3219,51.66705,26.50073,99.7,8.14,51.92185,4.48129,2023-09-05 07:19:17
"26","$2023-09-05 07:19:19",5553650,5742813,-2.0154786,49.3007,51.68078,26.51408,100,8.14,51.92185,4.48129,2023-09-05 07:19:19
"27","$2023-09-05 07:19:21",5553653,5741101,-1.9800391,104.4079,51.61517,26.50073,99.7,8.14,51.92185,4.48129,2023-09-05 07:19:21
"28","$2023-09-05 07:19:23",5553349,5744088,-1.9491925,90.5253,51.55566,26.51408,99.7,8.14,51.92185,4.48129,2023-09-05 07:19:23
"29","$2023-09-05 07:19:25",5550047,5740414,-1.9467349,7.1826,51.52819,26.51408,100,8.14,51.92185,4.48129,2023-09-05 07:19:25
"30","$2023-09-05 07:19:33",5550333,5741987,-1.9803929,0.4919,51.36492,26.54345,99.7,8.14,51.92193,4.48131,2023-09-05 07:19:33
"31","$2023-09-05 07:19:35",5550659,5739844,-1.9762645,12.1632,51.32372,26.51408,100,8.14,51.92193,4.48131,2023-09-05 07:19:35
"32","$2023-09-05 07:19:37",5550364,5741376,-1.9701242,18.0716,51.29015,26.54345,100,8.14,51.92193,4.48131,2023-09-05 07:19:37
"33","$2023-09-05 07:19:39",5549173,5739840,-1.9667659,9.8119,51.24895,26.52743,100,8.14,51.92193,4.48131,2023-09-05 07:19:39
"34","$2023-09-05 07:19:41",5548526,5733631,-1.955369,33.4302,51.18944,26.5568,100,8.14,51.92193,4.48131,2023-09-05 07:19:41
"35","$2023-09-05 07:19:43",5550847,5747163,-1.9527183,7.8325,51.15282,26.57015,99.7,8.14,51.92193,4.48131,2023-09-05 07:19:43
"36","$2023-09-05 07:19:53",5550106,5746538,-2.0704417,0.4016,51.13909,26.57015,99.7,8.14,51.92189,4.48128,2023-09-05 07:19:53
"37","$2023-09-05 07:19:55",5549895,5746331,-2.0704298,0.0353,51.12993,26.58617,99.7,8.14,51.92189,4.48128,2023-09-05 07:19:55
"38","$2023-09-05 07:19:57",5549701,5746152,-2.0703921,0.1104,51.09789,26.5568,100,8.14,51.92189,4.48128,2023-09-05 07:19:57
"39","$2023-09-05 07:20:05",5548809,5745261,-2.0708833,0.1269,50.98955,26.59953,100,8.14,51.92189,0.06667,2023-09-05 07:20:05
"40","$2023-09-05 07:20:07",5548582,5745009,-2.0705972,0.8371,50.98955,26.59953,100,8.14,51.92189,0.06667,2023-09-05 07:20:07
"41","$2023-09-05 07:20:09",5548381,5744791,-2.0702119,1.1279,50.9514,26.58617,100,8.14,51.92189,0.06667,2023-09-05 07:20:09
"42","$2023-09-05 07:20:11",5548160,5744576,-2.0699139,0.8739,50.91478,26.59953,99.7,8.14,51.92189,0.06667,2023-09-05 07:20:11
"43","$2023-09-05 07:20:13",5547957,5744378,-2.0697646,0.438,50.91173,26.58617,99.7,8.14,51.9219,4.48135,2023-09-05 07:20:13
"44","$2023-09-05 07:20:19",5547320,5743593,-2.0695286,1.0721,50.83848,26.61288,100,8.14,51.9219,4.48135,2023-09-05 07:20:19
"45","$2023-09-05 07:20:21",5547115,5743306,-2.0683665,3.4094,50.83848,26.61288,99.7,8.14,51.9219,4.48135,2023-09-05 07:20:21
"46","$2023-09-05 07:20:23",5546902,5743075,-2.0668006,4.5981,50.7744,26.61288,99.7,8.14,51.9219,4.48133,2023-09-05 07:20:23
"47","$2023-09-05 07:20:25",5546701,5742855,-2.0656881,3.2657,50.78813,26.61288,99.7,8.14,51.9219,4.48133,2023-09-05 07:20:25
"48","$2023-09-05 07:20:27",5546498,5742613,-2.0651164,1.671,50.71336,26.62624,100,8.14,51.9219,4.48133,2023-09-05 07:20:27
"49","$2023-09-05 07:20:29",5546274,5742399,-2.0647063,1.2035,50.68742,26.62624,99.7,8.14,51.9219,4.48133,2023-09-05 07:20:29
"50","$2023-09-05 07:20:31",5546068,5742192,-2.0644574,0.7286,50.6508,26.64226,100,8.14,51.9219,4.48133,2023-09-05 07:20:31
"51","$2023-09-05 07:20:33",5545862,5741974,-2.0643587,0.2888,50.63707,26.64226,100,8.14,51.9219,4.48135,2023-09-05 07:20:33
"52","$2023-09-05 07:20:35",5545652,5741773,-2.0642591,0.2942,50.59892,26.64226,100,8.14,51.9219,4.48135,2023-09-05 07:20:35
"53","$2023-09-05 07:20:37",5545463,5741597,-2.0642219,0.1094,50.54856,26.64226,99.7,8.14,51.9219,4.48135,2023-09-05 07:20:37
