"","A"," deviceID","time","latitude","longitude","PM1","PM25","PM10","bin0","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin20","bin21","bin22","bin23","flowrate","countglitch","laser_status","temperature_opc","humidity_opc","data_is_valid","temperature","humidity","ambient_IR","object_IR","gas_op1_w","gas_op1_r","gas_op2_w","gas_op2_r","noise","time_local","PM25_cs3","temperature_opc_cs3","humidity_opc_cs3","gas_op2_w_cs3"
"834",0,"220054000c504e5354303420",1693891126,"51.921761","4.481293","3.02",3.83,11.75,321,34,9,0,0,0,0,0,1,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,19,633,27.7,44.8,1,21.1,59.9,"na","na",282,278,470,205,45,2023-09-05 07:18:46,11.85750375,27.7,44.8,16.8758979166667
"835",0,"220054000c504e5354303420",1693891131,"51.921761","4.481297","2.4",3.45,7.08,232,26,3,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,15,633,27.68,44.75,1,21.1,59.8,"na","na",283,278,467,204,49,2023-09-05 07:18:51,11.30250625,27.68,44.75,16.8576229166667
"836",0,"220054000c504e5354303420",1693891136,"51.921757","4.481302","2.83",3.95,4.05,236,25,4,4,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,16,633,27.65,44.77,1,21.1,59.8,"na","na",283,278,468,204,60,2023-09-05 07:18:56,11.9317820833333,27.65,44.77,16.9614145833333
"837",0,"220054000c504e5354303420",1693891141,"51.921757","4.481307","2.71",5.6,10.6,279,14,4,1,1,1,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,16,633,27.65,44.79,1,21.1,59.8,"na","na",284,278,470,206,53,2023-09-05 07:19:01,12.2891516666667,27.65,44.79,16.9614145833333
"838",0,"220054000c504e5354303420",1693891146,"51.921757","4.481308","3.04",3.52,3.56,305,35,2,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,21,633,27.67,44.79,1,21.1,59.8,"na","na",283,278,465,204,36,2023-09-05 07:19:06,11.3373136309524,27.67,44.79,16.8325395833333
"840",0,"220054000c504e5354303420",1693891151,"51.921753","4.481305","2.54",3.96,5.19,288,26,3,0,0,1,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,16,633,27.65,44.84,1,21.1,59.9,"na","na",284,278,465,206,33,2023-09-05 07:19:11,12.0573679166667,27.65,44.84,16.9788645833333
"841",0,"220054000c504e5354303420",1693891156,"51.921753","4.481301","2.7",2.99,3,270,30,7,1,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,19,633,27.64,44.89,1,21.1,59.9,"na","na",283,278,468,206,29,2023-09-05 07:19:16,11.3515036904762,27.64,44.89,16.9603520833333
"842",0,"220054000c504e5354303420",1693891161,"51.921749","4.481302","2.29",3.17,3.26,191,14,7,1,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,11,633,27.65,44.88,1,21.1,59.9,"na","na",283,278,469,210,28,2023-09-05 07:19:21,11.7674291666667,27.65,44.88,16.9947645833333
"843",0,"220054000c504e5354303420",1693891166,"51.921745","4.481304","2.36",3.27,3.55,225,18,2,2,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,9,634,27.65,44.86,1,21.1,59.9,"na","na",283,278,466,209,25,2023-09-05 07:19:26,11.9279675,27.65,44.86,17.0061145833333
"844",0,"220054000c504e5354303420",1693891171,"51.921741","4.481307","2.63",3.49,32.53,245,22,5,0,2,0,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,294,9,633,27.61,44.94,1,21.1,59.9,"na","na",283,278,469,211,29,2023-09-05 07:19:31,11.6135033333333,27.61,44.94,16.9576020833333
"845",0,"220054000c504e5354303420",1693891176,"51.921734","4.481312","2.86",4.81,6.22,270,20,8,0,1,1,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,14,634,27.63,44.93,1,21.1,59.8,"na","na",284,278,468,209,25,2023-09-05 07:19:36,12.0340630357143,27.63,44.93,16.9603520833333
"847",0,"220054000c504e5354303420",1693891181,"51.92173","4.481333","2.81",3.55,3.61,232,18,7,2,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,14,634,27.61,44.89,1,21.1,59.8,"na","na",283,278,467,212,30,2023-09-05 07:19:41,11.6843508333333,27.61,44.89,16.9446770833333
"848",0,"220054000c504e5354303420",1693891186,"51.92173","4.481348","2.89",5.22,6.96,258,27,4,0,0,2,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,7,634,27.61,44.9,1,21.1,59.8,"na","na",283,278,466,212,32,2023-09-05 07:19:46,12.0654230357143,27.61,44.9,16.9446770833333
"849",0,"220054000c504e5354303420",1693891191,"51.921726","4.481353","3.26",4.3,32.11,321,25,9,1,0,1,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,309,17,633,27.6,44.91,1,21.1,59.8,"na","na",283,278,464,212,28,2023-09-05 07:19:51,11.9823817857143,27.6,44.91,16.8204270833333
"850",0,"220054000c504e5354303420",1693891196,"51.921715","4.481362","3.03",4.8,13.11,299,29,9,2,1,1,0,0,1,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,19,633,27.57,44.91,1,21.1,59.5,"na","na",282,278,466,213,22,2023-09-05 07:19:56,12.0629147023809,27.57,44.91,16.7843854166667
"851",0,"220054000c504e5354303420",1693891201,"51.9217","4.481397","2.7",2.91,2.91,302,28,9,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,19,634,27.58,44.94,1,21.1,59.8,"na","na",283,278,466,213,25,2023-09-05 07:20:01,11.19054125,27.58,44.94,16.8396770833333
"852",0,"220054000c504e5354303420",1693891206,"51.921688","4.481409","2.77",3.62,4.5,335,39,6,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,21,634,27.56,44.98,1,21.1,59.8,"na","na",284,278,462,212,29,2023-09-05 07:20:06,11.7518091666667,27.56,44.98,16.7333229166667
"854",0,"220054000c504e5354303420",1693891211,"51.921688","4.481418","2.41",3.05,3.24,294,29,9,0,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,15,634,27.54,45,1,21.1,59.8,"na","na",284,278,464,214,23,2023-09-05 07:20:11,11.3287597222222,27.54,45,16.7313104166667
"855",0,"220054000c504e5354303420",1693891216,"51.9217","4.481426","2.28",2.63,2.66,292,24,6,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,21,634,27.53,45,1,21.1,59.8,"na","na",284,278,460,212,39,2023-09-05 07:20:16,10.7076125,27.53,45,16.7572104166667
"856",0,"220054000c504e5354303420",1693891221,"51.921707","4.481429","1.88",3.44,18.63,243,13,5,0,0,1,1,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,23,634,27.53,45.06,1,21.1,59.8,"na","na",283,278,464,215,32,2023-09-05 07:20:21,11.79264125,27.53,45.06,16.75305625
"857",0,"220054000c504e5354303420",1693891226,"51.921711","4.481425","2.12",2.28,2.28,228,19,6,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,14,634,27.53,45.04,1,21.1,59.8,"na","na",285,278,461,213,20,2023-09-05 07:20:26,10.6298216666667,27.53,45.04,16.78085625
"858",0,"220054000c504e5354303420",1693891231,"51.921726","4.481422","2.13",3.26,3.55,205,18,3,2,1,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,11,634,27.5,45.08,1,21.1,59.9,"na","na",283,278,464,219,18,2023-09-05 07:20:31,12.0571383333333,27.5,45.08,16.75658125
"859",0,"220054000c504e5354303420",1693891236,"51.921738","4.481411","2.52",3.34,3.43,222,20,1,1,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,12,634,27.49,45.11,1,21.1,59.8,"na","na",281,278,463,215,22,2023-09-05 07:20:36,11.8787291666667,27.49,45.11,16.7511645833333
"861",0,"220054000c504e5354303420",1693891241,"51.921749","4.481406","3",7.09,59.88,213,34,1,3,1,2,2,0,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,262,11,635,27.5,45.12,1,21.1,59.8,"na","na",281,278,464,217,24,2023-09-05 07:20:41,14.1973340061328,27.5,45.12,16.7511645833333
"862",0,"220054000c504e5354303420",1693891246,"51.921753","4.481419","2.94",4.2,4.54,246,20,4,1,1,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,11,634,27.47,45.08,1,21.1,59.8,"na","na",281,278,462,216,19,2023-09-05 07:20:46,12.2413567857143,27.47,45.08,16.80460625
"863",0,"220054000c504e5354303420",1693891251,"51.921753","4.481432","3.37",6.25,8.09,269,30,6,1,1,2,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,17,634,27.49,45.07,1,21.1,59.8,"na","na",284,278,458,216,22,2023-09-05 07:20:51,13.1639865773809,27.49,45.07,16.78438125
"864",0,"220054000c504e5354303420",1693891256,"51.921753","4.481432","2.92",5.89,7.68,267,16,5,1,2,2,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,18,634,27.47,45.07,1,21.1,59.8,"na","na",283,278,460,219,24,2023-09-05 07:20:56,12.7949292857143,27.47,45.07,16.83240625
"865",0,"220054000c504e5354303420",1693891261,"51.921753","4.481431","2.98",4.86,35.85,259,24,6,0,1,2,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,280,15,635,27.47,45.1,1,21.1,59.8,"na","na",284,278,458,219,26,2023-09-05 07:21:01,12.4717942857143,27.47,45.1,16.8269895833333
"866",0,"220054000c504e5354303420",1693891266,"51.921745","4.481438","2.92",4.04,4.16,247,30,3,1,3,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,17,635,27.46,45.13,1,21.1,59.9,"na","na",283,278,460,219,27,2023-09-05 07:21:06,12.5597638690476,27.46,45.13,16.8244895833333
"868",0,"220054000c504e5354303420",1693891271,"51.921745","4.481435","2.67",3.85,5,268,22,1,2,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,21,635,27.44,45.19,1,21.1,60,"na","na",285,278,456,215,21,2023-09-05 07:21:11,12.380280952381,27.44,45.19,16.7592729166667
"869",0,"220054000c504e5354303420",1693891276,"51.921753","4.481431","3.14",4.5,5.62,307,25,9,0,1,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,20,634,27.43,45.21,1,21.1,59.9,"na","na",285,278,459,216,21,2023-09-05 07:21:16,12.1806259523809,27.43,45.21,16.8367729166667
"870",0,"220054000c504e5354303420",1693891281,"51.921757","4.481429","2.38",3.39,6.84,259,18,4,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,20,634,27.43,45.22,1,21.1,59.9,"na","na",283,278,456,215,24,2023-09-05 07:21:21,11.96323375,27.43,45.22,16.7601895833333
"871",0,"220054000c504e5354303420",1693891286,"51.921764","4.481422","2.99",3.95,4.2,292,24,7,2,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,14,635,27.4,45.25,1,21,59.9,"na","na",284,278,456,219,20,2023-09-05 07:21:26,12.2773592857143,27.4,45.25,16.7666270833333
"872",0,"220054000c504e5354303420",1693891291,"51.921772","4.481417","2.76",5.62,12.52,272,24,6,2,1,1,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,23,634,27.39,45.29,1,21.1,59.9,"na","na",285,278,456,217,25,2023-09-05 07:21:31,12.4205005357143,27.39,45.29,16.7666270833333
"873",0,"220054000c504e5354303420",1693891296,"51.92178","4.481407","3.16",4.66,5,324,26,7,0,3,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,13,635,27.37,45.28,1,21.1,59.9,"na","na",284,278,453,216,17,2023-09-05 07:21:36,12.2637855357143,27.37,45.28,16.41533125
"875",0,"220054000c504e5354303420",1693891301,"51.921776","4.481411","2.48",3.64,3.76,195,23,6,1,3,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,15,634,27.39,45.33,1,21,59.9,"na","na",285,278,454,217,36,2023-09-05 07:21:41,11.9626995833333,27.39,45.33,16.41693125
"876",0,"220054000c504e5354303420",1693891306,"51.921776","4.481416","2.76",3.69,36.89,231,15,6,1,2,0,0,0,0,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,266,11,635,27.37,45.35,1,21,59.9,"na","na",284,278,454,217,26,2023-09-05 07:21:46,11.9929841666667,27.37,45.35,16.42593125
"877",0,"220054000c504e5354303420",1693891311,"51.921776","4.481422","2.8",3.71,4,244,23,3,1,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,14,634,27.36,45.3,1,21,59.9,"na","na",284,278,451,219,25,2023-09-05 07:21:51,12.15217375,27.36,45.3,16.43265625
"878",0,"220054000c504e5354303420",1693891316,"51.921776","4.481432","3.52",4.76,23.56,314,21,10,0,2,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,13,634,27.34,45.31,1,21,59.8,"na","na",283,278,449,215,29,2023-09-05 07:21:56,12.3343155357143,27.34,45.31,16.8162479166667
"879",0,"220054000c504e5354303420",1693891321,"51.921776","4.481434","2.81",5.04,9.64,258,28,8,0,1,0,1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,19,634,27.36,45.28,1,21,59.9,"na","na",284,278,452,219,34,2023-09-05 07:22:01,12.2870788690476,27.36,45.28,16.41258125
"880",0,"220054000c504e5354303420",1693891326,"51.921776","4.48143","2.3",2.43,2.43,237,19,4,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,14,634,27.36,45.34,1,21,59.9,"na","na",284,278,449,214,22,2023-09-05 07:22:06,10.82598875,27.36,45.34,16.8162479166667
"882",0,"220054000c504e5354303420",1693891331,"51.921776","4.481424","3.32",5.67,6.45,356,25,4,1,2,3,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,27,634,27.34,45.32,1,21,60.2,"na","na",284,278,449,219,25,2023-09-05 07:22:11,12.4796280357143,27.34,45.32,16.8162479166667
"883",0,"220054000c504e5354303420",1693891336,"51.92178","4.481423","2.76",4.27,5.35,319,15,4,1,2,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,16,634,27.32,45.35,1,21,59.9,"na","na",284,278,451,217,23,2023-09-05 07:22:16,12.2334655357143,27.32,45.35,16.44165625
"884",0,"220054000c504e5354303420",1693891341,"51.921776","4.481422","2.17",3.71,4.23,227,15,3,1,1,2,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,16,634,27.3,45.39,1,21,59.9,"na","na",282,278,451,220,25,2023-09-05 07:22:21,12.1874104166667,27.3,45.39,16.44165625
"885",0,"220054000c504e5354303420",1693891346,"51.921772","4.481418","2.68",4.24,4.77,269,29,2,1,1,2,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,9,634,27.3,45.42,1,21,59.8,"na","na",285,278,449,218,32,2023-09-05 07:22:26,12.24965875,27.3,45.42,16.9083229166667
"886",0,"220054000c504e5354303420",1693891351,"51.921772","4.481403","2.67",3.96,5.06,290,20,3,1,1,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,17,633,27.29,45.36,1,21,59.8,"na","na",283,278,447,218,31,2023-09-05 07:22:31,12.3679505357143,27.29,45.36,16.9263354166667
"887",0,"220054000c504e5354303420",1693891356,"51.921761","4.481383","2.62",3.27,19.07,276,27,5,2,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,19,634,27.29,45.34,1,21,59.8,"na","na",283,278,448,222,31,2023-09-05 07:22:36,12.1620933333333,27.29,45.34,16.8162479166667
"889",0,"220054000c504e5354303420",1693891361,"51.921761","4.481368","2.6",5.75,18.52,278,25,4,0,1,1,1,1,1,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,16,633,27.27,45.36,1,21,59.9,"na","na",283,278,446,221,35,2023-09-05 07:22:41,12.6498488690476,27.27,45.36,16.97590625
"890",0,"220054000c504e5354303420",1693891366,"51.921761","4.481357","2.89",3.6,3.67,283,34,7,0,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,20,634,27.26,45.41,1,21,59.9,"na","na",283,278,446,220,44,2023-09-05 07:22:46,12.0318154166667,27.26,45.41,16.99955625
"891",0,"220054000c504e5354303420",1693891371,"51.921761","4.48135","2.34",3.91,12.36,267,15,3,1,1,1,0,0,1,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,11,633,27.26,45.41,1,21,59.9,"na","na",285,278,445,219,46,2023-09-05 07:22:51,12.2413602976191,27.26,45.41,16.9536354166667
"892",0,"220054000c504e5354303420",1693891376,"51.921761","4.481343","2.46",3.21,3.3,204,22,4,0,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,14,634,27.27,45.47,1,21,60,"na","na",283,278,447,222,81,2023-09-05 07:22:56,12.10035125,27.27,45.47,17.0053270833333
"893",0,"220054000c504e5354303420",1693891381,"51.921764","4.481323","2.93",3.45,3.5,243,21,6,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,13,633,27.23,45.52,1,21,60,"na","na",285,278,445,219,71,2023-09-05 07:23:01,11.9926598214286,27.23,45.52,16.8848645833333
"894",0,"220054000c504e5354303420",1693891386,"51.921772","4.481324","3.04",4.29,4.61,263,22,7,1,1,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,13,633,27.24,45.51,1,21,59.9,"na","na",283,278,444,220,56,2023-09-05 07:23:06,12.1520027380952,27.24,45.51,16.8841729166667
"896",0,"220054000c504e5354303420",1693891391,"51.92178","4.481316","2.59",3.45,3.55,224,16,2,1,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,12,633,27.22,45.48,1,21,59.9,"na","na",284,278,445,220,41,2023-09-05 07:23:11,11.9290570833333,27.22,45.48,16.88159375
"897",0,"220054000c504e5354303420",1693891396,"51.92178","4.481315","3.18",5.15,9.53,260,17,6,0,2,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,16,633,27.2,45.49,1,21,59.9,"na","na",283,278,445,223,40,2023-09-05 07:23:16,12.24763,27.2,45.49,16.84553125
"898",0,"220054000c504e5354303420",1693891401,"51.92178","4.481313","3.13",5.33,16.19,266,24,2,0,2,1,0,0,1,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,19,633,27.19,45.49,1,21,60,"na","na",283,278,445,222,36,2023-09-05 07:23:21,12.318375,27.19,45.49,16.87838125
"899",0,"220054000c504e5354303420",1693891406,"51.921772","4.481311","2.88",4.05,4.36,215,18,8,2,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,14,633,27.19,45.52,1,21,60,"na","na",284,278,441,218,25,2023-09-05 07:23:26,12.5344798214286,27.19,45.52,16.86310625
"900",0,"220054000c504e5354303420",1693891411,"51.921768","4.481316","3.2",5.53,7.07,240,23,12,1,1,1,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,15,632,27.19,45.55,1,20.9,60,"na","na",282,278,441,217,27,2023-09-05 07:23:31,12.3896448214286,27.19,45.55,16.8763979166667
"901",0,"220054000c504e5354303420",1693891416,"51.921764","4.481319","2.85",4.14,4.46,251,20,5,2,1,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,12,633,27.17,45.55,1,20.9,60,"na","na",284,278,439,222,22,2023-09-05 07:23:36,12.3506160714286,27.17,45.55,16.8727729166667
"903",0,"220054000c504e5354303420",1693891421,"51.921768","4.481319","3.06",7.23,10.31,250,29,3,0,3,2,2,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,15,633,27.14,45.58,1,20.9,60,"na","na",283,278,439,218,24,2023-09-05 07:23:41,13.9904527876984,27.14,45.58,16.8727729166667
"904",0,"220054000c504e5354303420",1693891426,"51.921772","4.481313","2.65",3.37,34.84,229,21,4,1,1,0,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,271,21,633,27.16,45.65,1,20.9,60,"na","na",284,278,438,217,26,2023-09-05 07:23:46,11.9442544047619,27.16,45.65,16.87838125
"905",0,"220054000c504e5354303420",1693891431,"51.921783","4.481314","3.21",6.61,14.01,290,36,8,0,1,2,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,13,633,27.14,45.63,1,20.9,60,"na","na",283,278,437,218,27,2023-09-05 07:23:51,13.2413946825397,27.14,45.63,16.93250625
