"","A"," deviceID","time","latitude","longitude","PM1","PM25","PM10","bin0","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin20","bin21","bin22","bin23","flowrate","countglitch","laser_status","temperature_opc","humidity_opc","data_is_valid","temperature","humidity","ambient_IR","object_IR","gas_op1_w","gas_op1_r","gas_op2_w","gas_op2_r","noise","time_local","PM25_cs3","temperature_opc_cs3","humidity_opc_cs3","gas_op2_w_cs3"
"451",0,"220054000c504e5354303420",1689143154,52.310307,4.970454,3.86,24.61,65.2,141,18,10,12,7,20,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,7,633,25.26,57.07,1,19.9,74.2,"na","na",288,278,353,246,39,2023-07-12 08:25:54,21.759252063492,25.26,57.07,21.5563875
"452",0,"220054000c504e5354303420",1689143159,52.31031,4.970451,4.44,23.38,38.16,208,24,16,5,16,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,10,633,25.25,57.13,1,19.9,74.2,"na","na",289,278,354,251,24,2023-07-12 08:25:59,21.6570652899878,25.25,57.13,21.5576041666667
"453",0,"220054000c504e5354303420",1689143164,52.310314,4.970449,4.62,24.48,38.51,179,29,17,11,10,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,16,633,25.25,57.18,1,19.9,74.2,"na","na",288,278,353,251,24,2023-07-12 08:26:04,21.7106792261905,25.25,57.18,21.561775
"454",0,"220054000c504e5354303420",1689143169,52.310303,4.970459,4.26,20.98,61.4,195,28,18,5,13,10,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,16,634,25.28,57.25,1,19.9,74.3,"na","na",289,278,355,250,61,2023-07-12 08:26:09,21.5661683351371,25.28,57.25,21.4466166666667
"456",0,"220054000c504e5354303420",1689143174,52.310249,4.97053,3.73,22.45,64.6,129,17,18,7,12,12,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,9,633,25.32,57.3,1,19.9,74.5,"na","na",287,278,353,248,260,2023-07-12 08:26:14,21.2152792361111,25.32,57.3,21.2290166666667
"457",0,"220054000c504e5354303420",1689143179,52.310177,4.970587,4.07,18.96,43.86,148,28,15,11,13,9,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,14,633,25.32,57.26,1,19.9,74.7,"na","na",289,278,355,253,123,2023-07-12 08:26:19,21.2183720238095,25.32,57.26,21.4100875
"458",0,"220054000c504e5354303420",1689143184,52.31012,4.97063,3.36,13.2,19.99,122,14,16,5,14,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,14,634,25.35,57.35,1,19.9,74.8,"na","na",289,278,357,252,49,2023-07-12 08:26:24,17.4524095265152,25.35,57.35,21.4961291666667
"459",0,"220054000c504e5354303420",1689143189,52.31007,4.970684,3,10.9,16.84,126,24,14,5,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,9,633,25.35,57.39,1,19.9,74.4,"na","na",289,278,357,252,91,2023-07-12 08:26:29,17.0268295833333,25.35,57.39,21.4166291666667
"460",0,"220054000c504e5354303420",1689143194,52.310017,4.970733,4.02,22.21,66.41,164,21,16,6,13,8,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,17,634,25.36,57.13,1,19.9,74.5,"na","na",288,278,357,254,109,2023-07-12 08:26:34,21.509910813492,25.36,57.13,22.0293166666667
"461",0,"220054000c504e5354303420",1689143199,52.309967,4.970787,3.85,14.79,59.63,163,27,23,8,6,8,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,304,9,633,25.38,56.99,1,19.9,74.5,"na","na",289,278,358,253,139,2023-07-12 08:26:39,19.1112767261905,25.38,56.99,22.3575458333334
"463",0,"220054000c504e5354303420",1689143204,52.309917,4.970824,3.12,15.72,26.41,143,21,12,4,8,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,12,633,25.38,57.05,1,19.9,74.4,"na","na",286,278,358,252,48,2023-07-12 08:26:44,19.9931462202381,25.38,57.05,22.3853541666667
"464",0,"220054000c504e5354303420",1689143209,52.309872,4.970871,3.2,16.91,26.93,130,16,11,7,10,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,11,633,25.39,57.03,1,19.9,74.2,"na","na",287,278,358,258,71,2023-07-12 08:26:49,21.0585181547619,25.39,57.03,22.4071291666667
"465",0,"220054000c504e5354303420",1689143214,52.309826,4.970912,3.67,15.39,21.92,157,21,15,5,7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,9,633,25.39,56.88,1,19.9,74.2,"na","na",290,278,355,254,134,2023-07-12 08:26:54,19.7901341666667,25.39,56.88,22.4976166666667
"466",0,"220054000c504e5354303420",1689143219,52.309772,4.97096,4.3,18.79,25.27,157,26,12,8,11,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,9,633,25.4,56.79,1,19.9,74.2,"na","na",290,278,355,258,72,2023-07-12 08:26:59,21.2757698214286,25.4,56.79,22.4657541666667
"467",0,"220054000c504e5354303420",1689143224,52.309723,4.971012,4.56,23.46,64.15,158,17,25,7,11,9,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,10,633,25.43,56.73,1,19.9,74.4,"na","na",286,278,358,260,114,2023-07-12 08:27:04,21.657503246337,25.43,56.73,22.224625
"468",0,"220054000c504e5354303420",1689143229,52.309677,4.971064,3.56,15.96,53.56,138,15,18,8,4,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,277,8,633,25.4,56.75,1,19.9,74.4,"na","na",288,278,357,256,77,2023-07-12 08:27:09,20.2437714880953,25.4,56.75,22.3392958333334
"470",0,"220054000c504e5354303420",1689143234,52.309635,4.971121,4.32,19.16,46.32,149,29,18,9,12,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,10,633,25.43,56.77,1,19.9,74.5,"na","na",289,278,355,256,34,2023-07-12 08:27:14,21.4363020833333,25.43,56.77,22.4533625
"471",0,"220054000c504e5354303420",1689143239,52.309605,4.971168,3.39,17.8,37.88,138,28,16,5,6,12,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,7,633,25.45,56.77,1,19.9,74.4,"na","na",287,278,355,256,42,2023-07-12 08:27:19,21.135215952381,25.45,56.77,22.2235333333334
"472",0,"220054000c504e5354303420",1689143244,52.309597,4.971184,3.41,14.79,19.29,139,23,12,7,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,12,633,25.43,56.78,1,19.9,74.4,"na","na",287,278,358,257,29,2023-07-12 08:27:24,19.1124933928572,25.43,56.78,22.226875
"473",0,"220054000c504e5354303420",1689143249,52.309593,4.971183,3.62,14.37,26.71,155,24,14,8,12,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,16,633,25.45,56.78,1,19.9,74.5,"na","na",289,278,355,256,24,2023-07-12 08:27:29,18.7374996428572,25.45,56.78,22.2235333333334
"474",0,"220054000c504e5354303420",1689143254,52.309589,4.971182,3.28,15.13,35.7,162,20,20,4,7,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,16,633,25.46,56.82,1,19.9,74.4,"na","na",288,278,357,258,17,2023-07-12 08:27:34,19.5748791666667,25.46,56.82,22.0577083333333
"475",0,"220054000c504e5354303420",1689143259,52.309559,4.971219,3.49,17.65,72.56,135,24,19,6,9,11,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,316,18,633,25.46,56.83,1,19.9,74.5,"na","na",287,278,357,258,103,2023-07-12 08:27:39,21.1172588690476,25.46,56.83,22.0577083333333
"477",0,"220054000c504e5354303420",1689143264,52.309521,4.971268,3.42,14.27,25.28,139,27,18,2,9,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,5,633,25.49,56.81,1,19.9,74.5,"na","na",290,278,354,252,24,2023-07-12 08:27:44,18.6026420833334,25.49,56.81,22.05095
"478",0,"220054000c504e5354303420",1689143269,52.309483,4.971313,4.6,22.44,37.31,144,31,16,8,17,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,9,633,25.48,56.83,1,19.9,74.6,"na","na",290,278,352,255,50,2023-07-12 08:27:49,21.493190813492,25.48,56.83,22.0957458333333
"479",0,"220054000c504e5354303420",1689143274,52.309444,4.971353,3.86,17.18,50.83,139,25,11,9,12,9,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,10,633,25.49,56.81,1,19.9,74.5,"na","na",287,278,350,254,18,2023-07-12 08:27:54,21.0677480952381,25.49,56.81,21.6642375
"480",0,"220054000c504e5354303420",1689143279,52.309441,4.971358,4.25,22.51,35.26,160,26,19,8,9,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,8,633,25.48,56.8,1,19.9,74.6,"na","na",288,278,349,253,25,2023-07-12 08:27:59,21.4901099206349,25.48,56.8,21.8024541666667
"481",0,"220054000c504e5354303420",1689143284,52.309437,4.971355,3.32,16.13,39.76,138,31,8,7,8,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,19,633,25.5,56.87,1,19.9,74.7,"na","na",288,278,353,257,21,2023-07-12 08:28:04,20.4092147619048,25.5,56.87,21.9535166666667
"482",0,"220054000c504e5354303420",1689143289,52.309433,4.971351,3.67,18.22,45.17,118,16,18,7,8,10,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,14,633,25.5,56.86,1,19.9,74.8,"na","na",289,278,354,257,18,2023-07-12 08:28:09,21.2966810714286,25.5,56.86,21.9427833333334
"484",0,"220054000c504e5354303420",1689143294,52.309429,4.971352,3.58,18.8,35.04,141,18,12,5,12,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,4,633,25.49,56.93,1,19.9,74.6,"na","na",288,278,353,252,18,2023-07-12 08:28:14,21.2269122619048,25.49,56.93,22.0399333333334
"485",0,"220054000c504e5354303420",1689143299,52.309429,4.971353,3.83,15.98,43.42,134,21,19,3,11,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,5,633,25.46,56.93,1,19.8,74.1,"na","na",285,278,354,255,13,2023-07-12 08:28:19,20.2741881547619,25.46,56.93,22.09785
"486",0,"220054000c504e5354303420",1689143304,52.309429,4.971353,4.02,23.77,49.41,131,27,16,3,8,14,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,14,633,25.46,56.65,1,19.8,73.8,"na","na",284,278,351,254,31,2023-07-12 08:28:24,21.7842679884005,25.46,56.65,22.3010791666667
"487",0,"220054000c504e5354303420",1689143309,52.309437,4.971354,3.85,22.44,32.92,135,17,10,4,9,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,22,633,25.48,56.25,1,19.9,73.7,"na","na",285,278,351,256,14,2023-07-12 08:28:29,22.0487408035714,25.48,56.25,22.0461708333333
"488",0,"220054000c504e5354303420",1689143314,52.309429,4.971356,3.82,19.35,31.76,142,15,12,4,8,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,13,633,25.49,56.11,1,19.9,73.8,"na","na",288,278,354,259,16,2023-07-12 08:28:34,21.7572511129149,25.49,56.11,22.1108916666667
"489",0,"220054000c504e5354303420",1689143319,52.309402,4.97139,3.59,16.65,23.82,139,14,12,2,10,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,18,633,25.49,56.22,1,19.8,74,"na","na",287,278,350,256,41,2023-07-12 08:28:39,20.8510026785714,25.49,56.22,21.4534791666667
"491",0,"220054000c504e5354303420",1689143324,52.309353,4.971435,3.75,17.49,29.56,137,14,9,7,6,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,11,633,25.48,56.34,1,19.8,74.2,"na","na",288,278,353,256,36,2023-07-12 08:28:44,21.0557892261905,25.48,56.34,21.8682333333333
"492",0,"220054000c504e5354303420",1689143329,52.309326,4.971479,3.46,15.25,27.35,129,16,13,2,8,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,12,633,25.48,56.51,1,19.9,74.2,"na","na",286,278,350,254,91,2023-07-12 08:28:49,19.6842699404762,25.48,56.51,21.7160083333334
"493",0,"220054000c504e5354303420",1689143334,52.309284,4.971505,4.67,18.63,36.46,162,23,13,8,9,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,15,633,25.48,56.54,1,19.8,74.2,"na","na",288,278,351,254,35,2023-07-12 08:28:54,21.3028605952381,25.48,56.54,22.2666791666667
"494",0,"220054000c504e5354303420",1689143339,52.309258,4.971518,4.19,19.71,87.37,142,28,14,3,8,12,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,240,19,633,25.48,56.62,1,19.8,74.4,"na","na",287,278,351,254,19,2023-07-12 08:28:59,21.8070935335498,25.48,56.62,22.2684291666667
"495",0,"220054000c504e5354303420",1689143344,52.309261,4.971507,4.36,20.84,94.18,140,20,14,8,12,7,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,246,19,633,25.48,56.6,1,19.8,74.5,"na","na",288,278,354,255,15,2023-07-12 08:29:04,21.9904043073593,25.48,56.6,22.0992
"496",0,"220054000c504e5354303420",1689143349,52.309261,4.971507,4.08,19.02,59.86,174,24,11,6,8,7,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,10,633,25.46,56.71,1,19.9,74.5,"na","na",290,278,352,255,40,2023-07-12 08:29:09,21.2800956547619,25.46,56.71,22.1398958333333
"498",0,"220054000c504e5354303420",1689143354,52.309261,4.971509,4.92,22.65,98.38,181,19,15,10,12,14,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,258,9,633,25.45,56.69,1,19.9,74.5,"na","na",288,278,352,252,67,2023-07-12 08:29:14,21.543437150974,25.45,56.69,22.1409791666667
"499",0,"220054000c504e5354303420",1689143359,52.309265,4.971515,4.4,22.05,57.31,143,18,21,3,9,10,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,16,634,25.46,56.71,1,19.9,74.6,"na","na",287,278,354,256,16,2023-07-12 08:29:19,21.4887485813492,25.46,56.71,22.13185
"500",0,"220054000c504e5354303420",1689143364,52.309265,4.971512,4.19,20.95,67.38,138,25,12,2,9,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,227,12,633,25.48,56.8,1,19.9,74.6,"na","na",288,278,354,256,23,2023-07-12 08:29:24,21.6782699621212,25.48,56.8,22.0877
"501",0,"220054000c504e5354303420",1689143369,52.309265,4.971503,4.4,24.39,65.09,158,19,12,8,11,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,16,633,25.46,56.9,1,19.9,74.6,"na","na",290,278,351,253,58,2023-07-12 08:29:29,21.7555065873016,25.46,56.9,22.2888291666667
"502",0,"220054000c504e5354303420",1689143374,52.309261,4.971503,4.97,20.51,29.81,167,32,22,7,12,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,12,633,25.43,56.8,1,19.8,74.6,"na","na",287,278,354,255,21,2023-07-12 08:29:34,21.8125706168831,25.43,56.8,22.3505125
"503",0,"220054000c504e5354303420",1689143379,52.309254,4.971486,3.42,16.57,25.08,143,27,5,9,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,12,633,25.48,56.8,1,19.8,74.5,"na","na",287,278,351,255,118,2023-07-12 08:29:39,20.7954410119048,25.48,56.8,22.2569291666667
"505",0,"220054000c504e5354303420",1689143384,52.3092,4.971511,4.26,19.38,41.06,149,24,14,6,18,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,11,633,25.48,56.71,1,19.8,74.6,"na","na",286,278,351,255,126,2023-07-12 08:29:44,21.764956708153,25.48,56.71,22.2691791666667
"506",0,"220054000c504e5354303420",1689143389,52.309162,4.971551,4.23,19.27,39.86,177,32,21,1,13,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,16,633,25.46,56.74,1,19.8,74.9,"na","na",289,278,351,255,80,2023-07-12 08:29:49,21.6872563510101,25.46,56.74,22.3010791666667
"507",0,"220054000c504e5354303420",1689143394,52.309143,4.971627,3.67,15.82,36.31,173,28,17,2,12,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,5,633,25.48,56.77,1,19.8,74.7,"na","na",286,278,351,256,80,2023-07-12 08:29:54,20.0381051190476,25.48,56.77,22.2714291666667
"508",0,"220054000c504e5354303420",1689143399,52.309143,4.971678,4.01,17.01,35.07,208,24,13,11,12,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,22,633,25.49,56.8,1,19.8,75,"na","na",289,278,351,257,31,2023-07-12 08:29:59,21.0304410119048,25.49,56.8,22.2151583333334
"509",0,"220054000c504e5354303420",1689143404,52.309147,4.971681,2.78,15.48,25.64,134,15,9,6,9,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,10,633,25.48,56.96,1,19.8,75,"na","na",289,278,353,258,34,2023-07-12 08:30:04,19.8576482738095,25.48,56.96,22.0736833333333
"510",0,"220054000c504e5354303420",1689143409,52.309143,4.971694,2.81,12.48,51.33,140,18,7,3,8,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,278,10,633,25.48,57.05,1,19.9,74.9,"na","na",289,278,353,254,50,2023-07-12 08:30:09,17.6088027281746,25.48,57.05,22.1363916666667
"512",0,"220054000c504e5354303420",1689143414,52.309143,4.971694,3.05,14.18,29.35,129,20,6,5,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,12,633,25.49,57.03,1,19.9,74.9,"na","na",289,278,355,255,26,2023-07-12 08:30:14,18.6217516666667,25.49,57.03,22.1978833333334
"513",0,"220054000c504e5354303420",1689143419,52.309143,4.971694,4.6,23.95,39.05,118,32,9,2,15,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,18,633,25.48,57.03,1,19.9,75,"na","na",286,278,353,256,27,2023-07-12 08:30:19,21.7705334050671,25.48,57.03,22.1540166666667
"514",0,"220054000c504e5354303420",1689143424,52.309143,4.971694,4.66,21.57,58.88,155,18,15,4,9,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,13,633,25.5,57.03,1,19.9,75,"na","na",290,278,357,254,78,2023-07-12 08:30:24,21.3390569678932,25.5,57.03,21.945225
"515",0,"220054000c504e5354303420",1689143429,52.309242,4.971742,5.41,22.54,30.1,204,29,18,6,12,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,18,633,25.5,57.06,1,19.9,75.2,"na","na",289,278,355,252,162,2023-07-12 08:30:29,21.4814095337301,25.5,57.06,22.0720916666667
"516",0,"220054000c504e5354303420",1689143434,52.309242,4.971742,4.69,19.21,66.77,217,22,15,10,9,6,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,264,17,633,25.49,57.15,1,19.9,74.9,"na","na",288,278,355,252,89,2023-07-12 08:30:34,21.545830458153,25.49,57.15,22.1838583333334
"517",0,"220054000c504e5354303420",1689143439,52.309242,4.971742,4.45,22.42,38.42,172,15,12,14,12,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,10,633,25.52,57.22,1,19.9,75.4,"na","na",290,278,357,255,55,2023-07-12 08:30:39,21.4370864980159,25.52,57.22,21.7515791666667
"519",0,"220054000c504e5354303420",1689143444,52.309242,4.971742,4.36,20.05,70.35,167,25,14,4,12,12,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,16,633,25.5,57.32,1,19.9,75.3,"na","na",289,278,355,252,24,2023-07-12 08:30:44,21.713235021645,25.5,57.32,21.7897291666667
"520",0,"220054000c504e5354303420",1689143449,52.309242,4.971742,4.59,18.4,34.73,218,21,12,7,10,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,13,633,25.5,57.41,1,19.9,75.3,"na","na",289,278,354,253,58,2023-07-12 08:30:49,20.8272804563492,25.5,57.41,21.6218791666667
"521",0,"220054000c504e5354303420",1689143454,52.309242,4.971742,4.2,13.41,26.37,124,25,15,8,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,6,633,25.5,57.44,1,19.9,75.1,"na","na",287,278,354,256,111,2023-07-12 08:30:54,17.5564502579365,25.5,57.44,21.6278791666667
"522",0,"220054000c504e5354303420",1689143459,52.309242,4.971742,4.86,28.19,68.12,124,17,16,7,13,13,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,10,633,25.52,57.41,1,19.9,74.8,"na","na",287,278,352,255,60,2023-07-12 08:30:59,21.1372661169386,25.52,57.41,21.5249666666667
"523",0,"220054000c504e5354303420",1689143464,52.309147,4.971717,4.45,22.69,84.63,147,22,16,5,10,10,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,241,19,633,25.52,57.2,1,19.9,74.6,"na","na",287,278,351,257,66,2023-07-12 08:31:04,21.4981562003968,25.52,57.2,21.9529916666667
"524",0,"220054000c504e5354303420",1689143469,52.30917,4.97174,4.78,24.01,57.09,134,25,17,7,14,12,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,19,633,25.5,56.91,1,19.9,74.7,"na","na",287,278,355,259,52,2023-07-12 08:31:09,21.7748077800671,25.5,56.91,22.0311333333334
"526",0,"220054000c504e5354303420",1689143474,52.30917,4.971745,5.58,27.78,57.21,191,20,21,6,20,9,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,18,633,25.55,56.79,1,19.9,74.8,"na","na",288,278,354,261,111,2023-07-12 08:31:14,22.1305730483405,25.55,56.79,21.90265
"527",0,"220054000c504e5354303420",1689143479,52.309166,4.971747,5.04,21.72,43.51,198,26,11,9,12,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,14,633,25.55,56.82,1,19.9,74.9,"na","na",288,278,353,262,24,2023-07-12 08:31:19,21.2952537833694,25.55,56.82,21.8989333333334
"528",0,"220054000c504e5354303420",1689143484,52.309166,4.971748,3.93,23.44,35.29,145,23,10,3,14,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,18,633,25.55,56.97,1,19.9,74.9,"na","na",288,278,354,266,42,2023-07-12 08:31:24,21.6494058257021,25.55,56.97,21.8998
"529",0,"220054000c504e5354303420",1689143489,52.309166,4.97175,4.17,19.33,40.68,149,29,17,9,14,10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,13,633,25.55,57.01,1,19.9,75,"na","na",288,278,361,269,31,2023-07-12 08:31:29,21.7543325414863,25.55,57.01,21.7482166666667
"530",0,"220054000c504e5354303420",1689143494,52.309162,4.971752,4.14,19.76,77.53,183,19,9,10,21,13,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,326,17,633,25.55,57.05,1,19.9,75,"na","na",289,278,356,268,287,2023-07-12 08:31:34,21.8159177002164,25.55,57.05,21.8593041666667
"531",0,"220054000c504e5354303420",1689143499,52.309147,4.97176,4.32,20.6,32.2,192,33,19,11,13,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,18,633,25.56,57.07,1,19.9,75.2,"na","na",287,278,359,270,63,2023-07-12 08:31:39,21.628833146645,25.56,57.07,21.7306291666667
