"","TS","Iref","Isig","ATN","BC","RH","Temp","FR","Vbat","GPSlat","GPSlong","DST_time"
"1","$2023-07-12 08:19:53",7213098,7327282,0.0026112,1.058,45.16212,30.04158,100.7,8.32,52.31035,4.97031,2023-07-12 08:19:53
"2","$2023-07-12 08:19:55",7212335,7326546,0.0029643,1.0232,45.12398,30.04158,101,8.32,52.31035,4.97031,2023-07-12 08:19:55
"3","$2023-07-12 08:19:57",7211524,7325735,0.003159,0.566,45.11482,30.07095,100.7,8.32,52.31035,4.97031,2023-07-12 08:19:57
"4","$2023-07-12 08:19:59",7210716,7324921,0.003372,0.6181,45.04768,30.05493,100.7,8.32,52.31035,4.97031,2023-07-12 08:19:59
"5","$2023-07-12 08:20:01",7209918,7324171,0.0035973,0.6538,45.03853,30.0843,100.7,8.32,52.31035,4.97031,2023-07-12 08:20:01
"6","$2023-07-12 08:20:03",7209122,7323342,0.0038164,0.6376,45.01564,30.11101,100.7,8.32,52.31035,4.97031,2023-07-12 08:20:03
"7","$2023-07-12 08:20:05",7208312,7322549,0.004072,0.7423,44.91951,30.0843,100.7,8.32,52.31035,4.97031,2023-07-12 08:20:05
"8","$2023-07-12 08:20:07",7207565,7321845,0.0043154,0.7101,44.98817,30.11101,101,8.32,52.31035,4.97031,2023-07-12 08:20:07
"9","$2023-07-12 08:20:09",7206756,7321041,0.004425,0.3202,44.92409,30.12703,100.7,8.32,52.31035,4.97031,2023-07-12 08:20:09
"10","$2023-07-12 08:20:21",7201951,7316509,0.002672,0.1586,45.13924,30.18311,100.7,8.32,52.31036,4.97018,2023-07-12 08:20:21
"11","$2023-07-12 08:20:23",7201220,7315755,0.002867,0.5667,45.06447,30.18311,100.7,8.32,52.31036,4.97018,2023-07-12 08:20:23
"12","$2023-07-12 08:20:25",7200423,7314935,0.0032198,1.0252,45.02327,30.16708,100.7,8.32,52.31036,4.97018,2023-07-12 08:20:25
"13","$2023-07-12 08:20:27",7199578,7314162,0.0035729,1.0256,45.0248,30.18311,100.7,8.32,52.31036,4.97018,2023-07-12 08:20:27
"14","$2023-07-12 08:20:29",7198792,7313395,0.0036702,0.2826,45.01411,30.20981,100.7,8.32,52.31036,4.97018,2023-07-12 08:20:29
"15","$2023-07-12 08:20:33",7197172,7311800,0.0035973,0.0533,45.12093,30.23918,100.7,8.32,52.31036,4.97028,2023-07-12 08:20:33
"16","$2023-07-12 08:20:35",7196381,7311086,0.0036154,0.0526,45.14839,30.25253,100.7,8.32,52.31036,4.97028,2023-07-12 08:20:35
"17","$2023-07-12 08:20:41",7194291,7309026,0.0032442,0.1066,45.0248,30.29526,100.7,8.32,52.31036,4.97028,2023-07-12 08:20:41
"18","$2023-07-12 08:20:43",7193598,7308332,0.003567,0.9441,44.80354,30.28191,100.7,8.32,52.31036,4.97029,2023-07-12 08:20:43
"19","$2023-07-12 08:20:45",7192868,7307618,0.0039015,0.9715,44.60823,30.28191,100.7,8.32,52.31036,4.97029,2023-07-12 08:20:45
