"","time","number","diam","LDSA","surface","mass","sigma","idiff","ucor","DV","T","RH","P","flow","bat","Ipump","error","PWMpump","steps","n10.00","n16.26","n26.43","n42.96","n69.83","n113.52","n184.55","n300.00","A1","A2","A3","A4","A5","Part_time"
"25",99,5597,37,12.7,77.6,2.74,2.01,2,3533,99,28.6,48,1010,0.5,4.16,15.72,0,53,37,1703,3962,6021,7277,5643,1316,0,597,2.0675,1.60538,0.87995,0.36701,0.13706,2023-09-27 06:32:25
"26",103,5755,35,12.4,77,2.89,2.01,1.98,3533,358,28.5,48,1009.9,0.5,4.15,15.56,0,53,65,1942,4487,6573,7576,5231,776,17,667,1.9992,1.55234,0.82694,0.35488,0.13254,2023-09-27 06:32:29
"27",107,6134,32,13.3,81.3,3.18,2.02,2,3533,719,28.5,48,1010,0.5,4.15,15.64,0,53,100,2346,5442,7785,8296,3627,429,454,683,2.00069,1.5535,0.82755,0.40843,0.13264,2023-09-27 06:32:33
"28",111,5403,35,12.5,84.7,3.66,2.02,2.01,3533,1199,28.6,48,1010.1,0.5,4.15,15.68,0,53,77,1775,4077,6345,7514,4956,0,0,933,1.93222,1.50034,0.79923,0.39445,0.1853,2023-09-27 06:32:37
"29",115,6671,30,13.9,95.3,4.26,2.07,1.99,3533,99,28.5,48,1010,0.5,4.15,15.84,0,53,63,3225,7026,8119,7413,4726,0,0,1101,2.17639,1.54714,0.90023,0.4443,0.20871,2023-09-27 06:32:41
"30",119,6200,31,13.2,93.2,4.19,2.09,2,3533,357,28.4,47,1009.9,0.5,4.15,15.92,0,53,47,2892,6278,7465,7017,4625,0,19,1081,2.08999,1.48572,0.89704,0.42666,0.20043,2023-09-27 06:32:45
"31",123,6905,29,12.8,100.1,4.64,2.09,1.98,3531,720,28.5,47,1010,0.5,4.15,15.88,0,53,79,3724,8018,8666,7103,3957,12,29,1209,2.16834,1.54141,0.93067,0.48081,0.20794,2023-09-27 06:32:49
"32",127,6293,32,13.5,92.7,3.86,2.12,2.01,3531,1198,28.5,47,1010,0.5,4.15,15.8,0,53,100,2853,6362,7483,6958,4164,918,168,910,2.18019,1.54983,0.93575,0.48343,0.14811,2023-09-27 06:32:53
"33",131,7310,28,14,87.3,3.15,2.14,1.99,3531,99,28.5,47,1010.1,0.499,4.15,15.48,0,53,95,4458,9614,9246,6106,2183,1448,1090,494,2.22139,1.57265,0.95344,0.49257,0.15091,2023-09-27 06:32:57
"34",135,6564,30,13.5,87.8,3.75,2.04,2.01,3529,358,28.5,47,1010,0.501,4.15,16.04,0,53,73,3041,6803,8479,7983,3382,245,268,899,2.09953,1.48638,0.81533,0.46555,0.14263,2023-09-27 06:33:01
"35",139,6862,31,13.7,81,3.16,2.02,2,3533,719,28.5,47,1010,0.5,4.15,15.52,0,53,41,3144,6949,8381,7987,4873,282,159,739,2.15557,1.52605,0.83709,0.36245,0.14644,2023-09-27 06:33:05
"36",143,6827,29,12.9,57.6,1.28,2.05,2.01,3535,1199,28.5,47,1010,0.499,4.15,15.88,0,53,74,3754,8324,8480,6324,2534,2172,753,7,1.9739,1.39744,0.76654,0.33191,0.05173,2023-09-27 06:33:09
"37",147,5633,38,12.9,64.9,1.75,1.91,1.99,3533,100,28.4,48,1010,0.5,4.15,15.52,0,53,76,1306,3352,6156,8178,5482,1923,10,284,2.03445,1.63965,0.79006,0.34209,0.05332,2023-09-27 06:33:13
"38",151,5536,39,12.5,65.2,1.71,1.94,2.01,3535,357,28.4,48,1010,0.5,4.15,15.88,0,53,59,1333,3373,5897,7705,5373,2291,4,256,2.03384,1.63916,0.83492,0.34199,0.0533,2023-09-27 06:33:17
"39",155,5156,39,12.2,65.7,1.91,1.96,2.02,3531,719,28.4,48,1009.9,0.5,4.15,15.8,0,53,100,1248,3163,5569,7207,4728,2187,0,330,1.91578,1.54401,0.78645,0.35293,0.05021,2023-09-27 06:33:21
"40",159,5760,38,12.8,86.2,3.3,1.96,2.01,3533,1198,28.4,48,1009.9,0.5,4.15,15.52,0,53,100,1429,3455,6297,8405,6293,635,0,778,2.15845,1.73959,0.88607,0.39763,0.18266,2023-09-27 06:33:25
"41",163,5733,38,13.4,85.7,3.31,1.97,2,3531,100,28.5,48,1010,0.5,4.15,15.52,0,53,100,1481,3544,6293,8270,6172,623,0,782,2.13673,1.71151,0.87715,0.39363,0.18082,2023-09-27 06:33:29
"42",167,4926,41,12.6,82.9,2.95,2.09,2.02,3527,357,28.5,48,1010.2,0.5,4.15,15.28,0,53,85,1409,3168,4575,5682,5864,2023,0,619,2.04876,1.64104,1.00961,0.37742,0.17337,2023-09-27 06:33:33
"43",171,4976,38,12.3,93.7,3.88,2.14,1.99,3529,719,28.4,47,1010.1,0.5,4.15,15.52,0,53,38,1582,3614,5239,6065,4586,1569,2,918,2.02988,1.62592,1.00031,0.47764,0.17178,2023-09-27 06:33:37
"44",175,4220,45,12.4,77.8,2.37,2.11,2.01,3529,1199,28.4,47,1010,0.5,4.15,15.88,0,53,100,942,2281,3709,4876,4431,2895,559,301,1.98893,1.59312,0.98013,0.46801,0.11383,2023-09-27 06:33:41
"45",179,4935,37,13.3,85.1,3,2.24,2.01,3527,99,28.4,47,1010.1,0.5,4.15,15.32,0,53,100,1973,4365,4954,4664,3831,2639,427,529,2.09311,1.49215,1.03147,0.49252,0.11979,2023-09-27 06:33:45
"46",183,6616,29,12.6,84.9,3.36,2.1,1.99,3527,359,28.4,46,1009.8,0.5,4.15,15.52,0,53,76,3455,7719,8643,7062,2033,1168,585,685,2.07364,1.47827,0.85204,0.48794,0.11868,2023-09-27 06:33:49
"47",187,6570,31,13.2,75.3,2.63,2.06,2,3525,719,28.4,46,1010,0.5,4.14,15.72,0,53,73,3113,6810,7590,6793,4848,1340,81,555,2.12019,1.51145,0.87117,0.35705,0.12134,2023-09-27 06:33:53
"48",191,6380,32,11.9,76.3,2.79,2.04,2.01,3529,1199,28.4,46,1010.1,0.5,4.15,15.6,0,53,47,2811,6212,7432,7180,5035,816,134,612,2.08978,1.48978,0.85868,0.35193,0.11987,2023-09-27 06:33:57
"49",195,5805,34,13,71.2,2.45,2.04,1.98,3528,100,28.4,46,1009.8,0.5,4.15,15.4,0,53,86,2276,5119,6489,6743,5035,1308,12,522,2.00034,1.46537,0.82193,0.33687,0.11474,2023-09-27 06:34:01
"50",199,5764,34,13.7,76.7,2.36,2.19,2,3528,357,28.4,47,1010.1,0.5,4.15,15.68,0,53,78,2713,5770,5607,4589,5245,2933,53,403,2.13664,1.56522,1.05499,0.35982,0.12256,2023-09-27 06:34:05
"51",203,5183,34,12.4,87.4,3.42,2.23,1.98,3527,718,28.3,47,1010,0.5,4.15,15.68,0,53,100,2288,5042,5627,5028,3543,2074,229,725,2.01263,1.47437,0.99376,0.47635,0.11544,2023-09-27 06:34:09
"52",207,5139,33,12.2,95.5,4.38,2.23,2,3528,1198,28.3,47,1009.9,0.5,4.15,15.6,0,53,75,2508,5310,5680,4907,4206,571,58,1106,1.9325,1.41567,0.95419,0.45739,0.22744,2023-09-27 06:34:13
"53",211,5288,31,13,95.8,4.46,2.26,2,3529,99,28.4,47,1009.9,0.5,4.15,15.28,0,53,100,2963,6198,5928,4311,3795,718,4,1140,1.93937,1.33883,0.95759,0.45901,0.22825,2023-09-27 06:34:17
"54",215,5660,30,12,97.3,4.66,2.18,1.98,3529,358,28.4,47,1010,0.5,4.14,15.84,0,53,100,3082,6539,6734,5332,3806,100,3,1224,1.97022,1.36012,0.90349,0.46631,0.23188,2023-09-27 06:34:21
"55",219,6019,30,12.6,92.3,4.21,2.16,2,3527,719,28.4,47,1010.2,0.5,4.14,15.72,0,53,59,3382,7040,6817,5176,4992,22,0,1089,2.01631,1.39194,0.92463,0.3959,0.2373,2023-09-27 06:34:25
"56",223,6302,28,11.7,74.4,2.55,2.19,2.01,3528,1199,28.3,47,1010.1,0.5,4.15,15.56,0,53,100,4030,8440,7128,3947,3300,2183,391,442,1.99336,1.3761,0.9141,0.3914,0.13443,2023-09-27 06:34:29
"57",227,5372,37,12.4,81.9,2.91,2.1,2.01,3528,100,28.4,47,1010.1,0.5,4.14,15.8,0,53,82,1834,4138,5527,6141,5109,2089,4,611,2.09923,1.59571,0.96265,0.41218,0.14157,2023-09-27 06:34:33
"58",231,5260,36,12.5,77.2,2.86,2.07,1.99,3528,358,28.4,47,1010.1,0.5,4.15,15.64,0,53,84,1801,4109,5729,6436,4780,1431,0,638,1.96443,1.49324,0.85493,0.38571,0.13248,2023-09-27 06:34:37
"59",235,5048,33,12.1,82.3,3.51,2.12,2,3527,718,28.3,47,1010,0.5,4.14,15.88,0,53,100,1983,4608,6273,6404,2614,1027,188,824,1.81548,1.38002,0.7901,0.4673,0.12243,2023-09-27 06:34:41
"60",239,5304,34,12.5,86.1,3.58,2.12,2.01,3527,1198,28.4,46,1010,0.5,4.15,15.52,0,53,62,1985,4641,6433,6732,2997,1413,90,839,1.94863,1.48123,0.84805,0.50157,0.1081,2023-09-27 06:34:45
"61",243,4725,35,12.1,80,3.26,2.14,2.01,3528,99,28.3,47,1010.2,0.5,4.15,15.24,0,53,100,1730,3979,5351,5643,3328,1593,1,760,1.85171,1.35341,0.80587,0.47663,0.10272,2023-09-27 06:34:49
"62",247,5885,30,12.4,83,3.55,2.06,1.99,3525,357,28.3,47,1009.9,0.5,4.15,15.8,0,53,95,2652,6141,7926,7489,1898,520,453,805,1.89689,1.38643,0.75676,0.48825,0.10523,2023-09-27 06:34:53
"63",251,6010,32,12.4,79.5,3.13,2.04,2,3536,719,28.3,47,1010,0.499,4.14,15.64,0,53,90,2429,5576,7285,7461,4136,713,163,716,2.01981,1.47628,0.80579,0.41683,0.11204,2023-09-27 06:34:57
"64",255,6303,32,12,81.3,3.16,2.04,1.98,3528,1198,28.3,47,1010,0.5,4.15,15.52,0,53,45,2604,5947,7733,7805,4113,749,201,715,2.08204,1.52176,0.83062,0.42967,0.11008,2023-09-27 06:35:01
"65",259,6006,32,13.4,79.7,3.12,2.05,2.01,3528,100,28.3,47,1010,0.499,4.14,15.72,0,53,100,2460,5598,7197,7278,4181,959,63,724,2.04464,1.47074,0.8157,0.42195,0.1081,2023-09-27 06:35:05
"66",263,6633,31,12.1,82.5,3.36,2,1.99,3528,357,28.3,47,1010,0.5,4.14,16.52,0,54,83,2813,6478,8505,8530,3846,267,196,798,2.10082,1.51114,0.77587,0.43355,0.11107,2023-09-27 06:35:09
"67",267,6797,29,12.9,80.6,3.18,2.01,2,3527,719,28.2,47,1009.8,0.5,4.14,16.24,0,54,75,3208,7407,9322,8597,2048,162,839,625,2.03707,1.46529,0.75233,0.4622,0.1077,2023-09-27 06:35:13
"68",271,7104,29,13.9,94.5,4.3,2,2,3529,1199,28.3,47,1010.1,0.499,4.15,16.4,0,54,99,3236,7380,9598,9245,3073,1,2,1126,2.17514,1.5646,0.80332,0.49353,0.14986,2023-09-27 06:35:17
"69",275,6545,30,12.6,87.6,3.93,1.99,1.98,3525,101,28.3,46,1010,0.499,4.14,16.8,0,54,94,2765,6427,8884,9009,2832,12,75,1008,2.02649,1.49354,0.74842,0.4598,0.13961,2023-09-27 06:35:21
"70",279,6344,32,13.4,93.1,3.69,2.15,2.01,3528,357,28.3,46,1010,0.5,4.14,16.08,0,54,89,2998,6621,7477,6541,3652,1724,237,810,2.20931,1.62828,0.99236,0.50128,0.15221,2023-09-27 06:35:25
"71",283,6255,32,12.6,98.2,4.24,2.14,2.01,3528,719,28.2,46,1009.9,0.501,4.14,16.2,0,54,83,2824,6304,7562,7016,3636,1221,39,1035,2.18563,1.61083,0.98173,0.5249,0.15058,2023-09-27 06:35:29
"72",287,6469,31,13.3,81.4,2.34,2.19,2.01,3525,1199,28.3,46,1010,0.5,4.14,16.32,0,54,100,3178,7173,7882,6362,1881,2624,1419,132,2.22969,1.6433,1.00152,0.53549,0.08312,2023-09-27 06:35:33
"73",291,6332,33,14.3,92,3.39,2.15,1.97,3527,99,28.3,46,1009.8,0.5,4.14,16,0,54,100,2717,6190,7477,6953,3240,2422,337,669,2.27771,1.68559,1.02309,0.54702,0.08491,2023-09-27 06:35:37
"74",295,6871,28,14,80.6,2.08,2.28,1.99,3527,356,28.2,46,1010,0.5,4.14,16.36,0,54,100,4448,9703,8177,3980,482,4407,1360,0,2.22978,1.65012,1.10481,0.53551,0.08313,2023-09-27 06:35:41
"75",299,6046,32,13.9,67,1.51,2.25,2.01,3527,718,28.3,46,1010,0.499,4.14,16.28,0,54,50,3449,7247,5706,3133,4603,4401,0,110,2.1109,1.56214,1.0459,0.34995,0.0787,2023-09-27 06:35:45
"76",303,5622,34,13.4,83.6,3.14,2.19,1.99,3525,1199,28.2,46,1009.8,0.499,4.14,15.84,0,54,74,2711,5606,5454,4596,6058,1516,0,699,2.06929,1.53135,1.02529,0.34305,0.19657,2023-09-27 06:35:49
"77",307,5161,40,13.7,84.1,2.94,2.1,1.99,3528,101,28.3,46,1009.9,0.5,4.15,16.04,0,53,34,1605,3550,4651,5559,6470,2008,0,609,2.13545,1.66202,1.05806,0.35402,0.20286,2023-09-27 06:35:53
"78",311,5150,37,12.6,79.8,3.03,2.08,2,3525,356,28.3,46,1010.1,0.5,4.14,16.08,0,53,52,1773,3867,5162,5935,5993,959,20,691,1.96431,1.52882,0.92143,0.32565,0.1866,2023-09-27 06:35:57
"79",315,5094,35,12.1,99.3,4.59,2.13,2,3527,718,28.2,46,1009.9,0.5,4.14,15.76,0,53,43,1755,4001,5905,6706,4276,250,69,1172,1.98333,1.54363,0.93035,0.50313,0.18841,2023-09-27 06:36:01
"80",319,4515,38,12.3,84.7,3.46,2.14,2.01,3525,1199,28.3,46,1010,0.499,4.14,16,0,53,73,1394,3252,4826,5611,3840,1632,38,799,1.87822,1.46182,0.88105,0.47646,0.13041,2023-09-27 06:36:05
"81",323,4409,38,11.3,80.8,3.35,2.08,1.99,3524,99,28.2,46,1010,0.5,4.14,16.04,0,53,96,1186,2900,4960,6165,3616,1247,19,797,1.75858,1.43384,0.82493,0.44611,0.1221,2023-09-27 06:36:09
"82",327,3990,43,11.2,81.1,3,2.14,2.01,3527,358,28.2,46,1010.2,0.5,4.14,15.48,0,53,100,960,2314,3791,4860,3928,2166,302,584,1.82513,1.48809,0.92224,0.46299,0.12672,2023-09-27 06:36:13
"83",331,4267,44,11.7,68.3,2.04,1.99,1.99,3525,717,28.2,46,1010,0.5,4.14,16.08,0,53,46,848,2215,3603,5279,6128,1354,506,283,1.8316,1.49337,0.92551,0.29618,0.12717,2023-09-27 06:36:17
"84",335,4342,46,12.3,71.1,2.06,2.01,1.99,3525,1198,28.3,46,1010,0.5,4.15,15.36,0,53,39,888,2113,3521,5030,5844,2848,0,329,1.94193,1.58332,0.98126,0.31402,0.16328,2023-09-27 06:36:21
"85",339,3987,46,10.8,67.1,2.06,1.98,2.01,3527,100,28.3,46,1010.1,0.5,4.14,16,0,53,34,742,1852,3262,4836,5538,2300,0,363,1.78153,1.46335,0.90021,0.28808,0.14979,2023-09-27 06:36:25
"86",343,5270,38,11.3,77.5,3.01,1.93,1.99,3527,357,28.2,46,1010,0.5,4.14,15.84,0,53,77,1270,3010,5761,7903,6222,49,28,726,1.92353,1.57999,0.82395,0.31104,0.16173,2023-09-27 06:36:29
"87",347,4992,36,10.7,87.1,3.95,2,2,3527,719,28.2,46,1010,0.5,4.14,15.4,0,53,86,1295,3238,6320,8096,3627,3,59,1014,1.81781,1.49315,0.77867,0.44778,0.15284,2023-09-27 06:36:33
"88",351,5235,38,12.9,89.6,3.73,2.01,1.99,3525,1198,28.2,46,1010,0.5,4.14,15.92,0,53,79,1212,3186,6320,8247,3849,1049,46,897,2.00513,1.64701,0.85891,0.49392,0.12394,2023-09-27 06:36:37
"89",355,4519,39,11.3,77.9,3.18,2,1.97,3527,100,28.2,46,1010.1,0.5,4.16,15.6,0,53,44,1027,2627,5220,6972,4005,651,171,738,1.75682,1.45967,0.75254,0.43276,0.10859,2023-09-27 06:36:41
"90",359,4115,43,11.8,78.8,2.95,2.06,2.01,3524,358,28.2,46,1010,0.499,4.14,15.92,0,53,100,849,2182,4047,5498,4099,2188,0,634,1.8158,1.50867,0.87641,0.44729,0.11224,2023-09-27 06:36:45
"91",363,4720,41,11,83.1,3.06,2.06,1.98,3525,718,28.2,46,1010,0.501,4.14,15.4,0,53,89,1101,2761,4998,6525,4266,1819,286,611,1.95104,1.62104,0.94169,0.44421,0.1206,2023-09-27 06:36:49
"92",367,4396,44,11.5,83.8,3.07,2.05,2,3524,1198,28.3,46,1009.9,0.499,4.14,15.48,0,53,100,892,2205,4121,5743,4941,2272,0,653,1.96267,1.63071,0.9473,0.44686,0.15592,2023-09-27 06:36:53
"93",371,4369,38,11.4,79.5,3.18,2.16,2.02,3525,100,28.2,46,1010,0.5,4.14,15.6,0,53,64,1483,3340,4502,4992,4034,1616,4,731,1.80568,1.37802,0.87153,0.41112,0.14344,2023-09-27 06:36:57
"94",375,4369,38,11.3,77.9,3.11,2.14,2.01,3525,357,28.2,46,1010.1,0.499,4.14,15.92,0,53,100,1456,3307,4558,5121,4004,1538,0,717,1.78432,1.36172,0.8409,0.40625,0.14175,2023-09-27 06:37:01
"95",379,4518,32,8.5,95.1,4.64,2.21,2,3527,718,28.2,47,1010.2,0.5,4.14,15.64,0,53,100,1866,4364,5959,5879,1439,486,241,1172,1.72037,1.31292,0.81077,0.57556,0.13667,2023-09-27 06:37:05
"96",383,4885,32,11.5,80.3,2.73,2.26,2,3525,1198,28.3,47,1010.2,0.5,4.15,15.4,0,53,100,2126,5121,6562,5713,0,1425,2000,198,1.8318,1.39796,0.86328,0.61284,0.05921,2023-09-27 06:37:09
"97",387,4573,33,10.9,77.4,2.65,2.25,2,3525,100,28.2,47,1010.1,0.5,4.14,15.56,0,53,62,1826,4502,6190,5749,0,1255,1949,197,1.74639,1.35802,0.82303,0.58426,0.05645,2023-09-27 06:37:13
"98",391,4614,33,10.8,70.5,2.1,2.23,1.99,3525,357,28.2,46,1010,0.5,4.14,15.84,0,53,100,1855,4554,6177,5712,0,1482,2083,0,1.74075,1.35363,0.8303,0.58238,0.05627,2023-09-27 06:37:17
"99",395,5219,38,12.4,57.1,1.01,2.1,1.97,3524,718,28.2,46,1010.2,0.5,4.14,15.6,0,53,100,1991,4382,4643,4567,5663,3452,29,0,1.95281,1.51854,0.93145,0.26841,0.06312,2023-09-27 06:37:21
"100",399,4717,38,11.5,58.1,1.54,2.06,2.01,3527,1197,28.2,47,1010.1,0.499,4.14,15.44,0,53,51,1646,3650,4314,4775,5745,1987,1,233,1.7617,1.36993,0.8403,0.24214,0.1016,2023-09-27 06:37:25
"101",403,5777,33,12.7,66.5,1.8,2.17,2.01,3527,99,28.2,46,1010.1,0.5,4.14,15.68,0,53,41,2916,6279,5445,4084,5928,2273,209,240,2.04539,1.42275,0.97561,0.28114,0.11796,2023-09-27 06:37:29
"102",407,8874,31,15.6,91.8,3.13,2.01,2,3528,356,28.2,46,1010,0.5,4.14,15.8,0,53,74,4214,9171,10270,9378,7279,1045,1,689,2.75562,1.91677,1.06783,0.37876,0.15892,2023-09-27 06:37:33
"103",411,11709,32,22.5,107.8,2.91,2,1.99,3525,718,28.2,47,1010,0.5,4.14,15.68,0,53,86,5239,11407,12655,12078,11740,1835,12,517,3.70363,2.5762,1.4352,0.374,0.2136,2023-09-27 06:37:37
"104",415,9934,32,19.3,79.9,1.6,1.99,2.01,3525,1198,28.1,47,1010,0.5,4.14,15.92,0,53,100,4513,9896,10728,9942,9363,2470,5,154,3.05984,2.12839,1.18572,0.30899,0.11838,2023-09-27 06:37:41
"105",419,10885,26,19.1,80.2,2.11,2.04,2.02,3527,99,28.2,47,1010.1,0.499,4.15,15.44,0,53,100,7641,15886,12608,6106,6237,2773,0,330,3.05187,1.55579,1.18263,0.30818,0.11807,2023-09-27 06:37:45
"106",423,11901,23,18.4,67.7,2.16,1.86,1.98,3525,357,28.2,46,1009.9,0.5,4.14,15.44,0,53,100,9240,19343,15767,7270,3504,652,173,447,2.61523,1.33319,0.75086,0.26409,0.10117,2023-09-27 06:37:49
"107",427,10181,22,13.7,63.3,2.24,1.84,2,3525,718,28.1,46,1009.9,0.5,4.14,15.68,0,53,100,8133,17203,14152,6292,915,594,524,429,2.20181,1.12244,0.63216,0.32374,0.08518,2023-09-27 06:37:53
"108",431,13571,20,15.2,91.8,4.33,1.77,2.01,3528,1197,28.1,46,1010.1,0.5,4.14,15.36,0,53,94,12763,25582,19145,5367,254,10,17,1168,2.57489,1.31263,0.73928,0.37859,0.28832,2023-09-27 06:37:57
"109",435,12864,21,16.7,95.6,4.43,1.81,2,3527,99,28.2,46,1010.2,0.5,4.14,15.72,0,53,100,10794,21911,18456,8141,461,5,0,1190,2.63774,1.48411,0.75732,0.38783,0.29536,2023-09-27 06:38:01
"110",439,10468,23,15.6,96.6,4.31,1.97,2.01,3525,358,28.1,46,1010.1,0.5,4.14,15.52,0,53,100,8635,17464,13385,5039,3788,155,24,1114,2.54198,1.43023,0.93319,0.37375,0.28463,2023-09-27 06:38:05
"111",443,9643,22,14.7,95,4.58,1.94,2.01,3525,718,28.1,46,1010,0.5,4.14,15.8,0,53,94,8282,16908,13128,4646,1199,250,72,1207,2.24145,1.26114,0.82286,0.44257,0.25098,2023-09-27 06:38:09
"112",447,7952,24,13.2,73.3,2.8,2.01,1.99,3525,1198,28.1,47,1010,0.5,4.14,15.4,0,53,100,5741,12224,10523,5425,1483,1310,400,574,2.10382,1.1837,0.77234,0.4154,0.08263,2023-09-27 06:38:13
